requirement_id,canonical_requirement_id,function_type,reason,integration_requests
CPF-FR-003885,EXS-RECON,DB_SCHEMA,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003886,EXS-RECON,DB_QUERY,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003887,EXS-RECON,DB_MIGRATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003888,EXS-RECON,DB_ROLLBACK,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003889,EXS-RECON,DB_VENDOR,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003890,EXS-RECON,API_OPENAPI,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003891,EXS-RECON,FRONTEND,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003892,EXS-RECON,ADM_UI,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003893,EXS-RECON,BZA_UI,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003894,EXS-RECON,GENERATOR,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003895,EXS-RECON,SAMPLE_EDU,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003896,EXS-RECON,JAVADOC,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003897,EXS-RECON,GUIDE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003900,EXS-RECON,INTEGRATION_TEST,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003901,EXS-RECON,RUNTIME_TEST,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003902,EXS-RECON,FAULT_TEST,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-003929,EVENT-CORE,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003930,EVENT-CORE,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003931,EVENT-CORE,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003942,EVENT-CORE,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003943,EVENT-CORE,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003944,EVENT-CORE,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003945,EVENT-CORE,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003946,EVENT-CORE,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003947,EVENT-CORE,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003948,EVENT-CORE,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003949,EVENT-CORE,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003950,EVENT-CORE,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003951,EVENT-CORE,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003952,EVENT-CORE,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003953,EVENT-CORE,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003954,EVENT-CORE,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003955,EVENT-CORE,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003956,EVENT-CORE,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003957,EVENT-CORE,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003958,EVENT-CORE,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003961,EVENT-CORE,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003962,EVENT-CORE,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003963,EVENT-CORE,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003990,EVENT-OUTBOX,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003991,EVENT-OUTBOX,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-003992,EVENT-OUTBOX,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004003,EVENT-OUTBOX,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004004,EVENT-OUTBOX,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004005,EVENT-OUTBOX,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004006,EVENT-OUTBOX,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004007,EVENT-OUTBOX,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004008,EVENT-OUTBOX,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004009,EVENT-OUTBOX,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004010,EVENT-OUTBOX,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004011,EVENT-OUTBOX,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004012,EVENT-OUTBOX,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004013,EVENT-OUTBOX,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004014,EVENT-OUTBOX,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004015,EVENT-OUTBOX,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004016,EVENT-OUTBOX,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004017,EVENT-OUTBOX,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004018,EVENT-OUTBOX,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004019,EVENT-OUTBOX,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004022,EVENT-OUTBOX,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004023,EVENT-OUTBOX,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004024,EVENT-OUTBOX,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004051,EVENT-BROKER,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004052,EVENT-BROKER,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004053,EVENT-BROKER,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004064,EVENT-BROKER,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004065,EVENT-BROKER,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004066,EVENT-BROKER,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004067,EVENT-BROKER,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004068,EVENT-BROKER,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004069,EVENT-BROKER,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004070,EVENT-BROKER,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004071,EVENT-BROKER,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004072,EVENT-BROKER,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004073,EVENT-BROKER,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004074,EVENT-BROKER,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004075,EVENT-BROKER,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004076,EVENT-BROKER,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004077,EVENT-BROKER,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004078,EVENT-BROKER,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004079,EVENT-BROKER,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004080,EVENT-BROKER,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004083,EVENT-BROKER,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004084,EVENT-BROKER,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004085,EVENT-BROKER,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004112,EVENT-MQ,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004113,EVENT-MQ,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004114,EVENT-MQ,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004125,EVENT-MQ,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004126,EVENT-MQ,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004127,EVENT-MQ,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004128,EVENT-MQ,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004129,EVENT-MQ,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004130,EVENT-MQ,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004131,EVENT-MQ,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004132,EVENT-MQ,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004133,EVENT-MQ,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004134,EVENT-MQ,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004135,EVENT-MQ,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004136,EVENT-MQ,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004137,EVENT-MQ,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004138,EVENT-MQ,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004139,EVENT-MQ,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004140,EVENT-MQ,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004141,EVENT-MQ,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004144,EVENT-MQ,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004145,EVENT-MQ,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004146,EVENT-MQ,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004173,EVENT-JMS,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004174,EVENT-JMS,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004175,EVENT-JMS,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004186,EVENT-JMS,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004187,EVENT-JMS,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004188,EVENT-JMS,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004189,EVENT-JMS,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004190,EVENT-JMS,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004191,EVENT-JMS,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004192,EVENT-JMS,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004193,EVENT-JMS,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004194,EVENT-JMS,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004195,EVENT-JMS,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004196,EVENT-JMS,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004197,EVENT-JMS,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004198,EVENT-JMS,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004199,EVENT-JMS,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004200,EVENT-JMS,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004201,EVENT-JMS,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004202,EVENT-JMS,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
