scenario_id,requirement_id,canonical_requirement_id,scenario_type,reason,integration_requests
CPF-SC-014528,CPF-FR-003223,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014529,CPF-FR-003224,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014530,CPF-FR-003225,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014531,CPF-FR-003226,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014534,CPF-FR-003229,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014535,CPF-FR-003230,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014536,CPF-FR-003231,GWY-ENTRY,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014562,CPF-FR-003258,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014563,CPF-FR-003259,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014564,CPF-FR-003260,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014575,CPF-FR-003271,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014576,CPF-FR-003272,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014577,CPF-FR-003273,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014578,CPF-FR-003274,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014579,CPF-FR-003275,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014580,CPF-FR-003276,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014581,CPF-FR-003277,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014582,CPF-FR-003278,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014583,CPF-FR-003279,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014584,CPF-FR-003280,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014585,CPF-FR-003281,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014586,CPF-FR-003282,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014587,CPF-FR-003283,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014588,CPF-FR-003284,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014589,CPF-FR-003285,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014590,CPF-FR-003286,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014591,CPF-FR-003287,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014594,CPF-FR-003290,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014595,CPF-FR-003291,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014596,CPF-FR-003292,GWY-ROUTING,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014622,CPF-FR-003319,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014623,CPF-FR-003320,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014624,CPF-FR-003321,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014635,CPF-FR-003332,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014636,CPF-FR-003333,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014637,CPF-FR-003334,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014638,CPF-FR-003335,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014639,CPF-FR-003336,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014640,CPF-FR-003337,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014641,CPF-FR-003338,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014642,CPF-FR-003339,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014643,CPF-FR-003340,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014644,CPF-FR-003341,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014645,CPF-FR-003342,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014646,CPF-FR-003343,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014647,CPF-FR-003344,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014648,CPF-FR-003345,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014649,CPF-FR-003346,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014650,CPF-FR-003347,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014651,CPF-FR-003348,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014654,CPF-FR-003351,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014655,CPF-FR-003352,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014656,CPF-FR-003353,GWY-TRUST,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014682,CPF-FR-003380,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014683,CPF-FR-003381,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014684,CPF-FR-003382,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014695,CPF-FR-003393,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014696,CPF-FR-003394,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014697,CPF-FR-003395,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014698,CPF-FR-003396,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014699,CPF-FR-003397,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014700,CPF-FR-003398,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014701,CPF-FR-003399,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014702,CPF-FR-003400,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014703,CPF-FR-003401,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014704,CPF-FR-003402,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014705,CPF-FR-003403,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014706,CPF-FR-003404,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014707,CPF-FR-003405,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014708,CPF-FR-003406,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014709,CPF-FR-003407,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014710,CPF-FR-003408,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014711,CPF-FR-003409,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014714,CPF-FR-003412,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014715,CPF-FR-003413,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014716,CPF-FR-003414,GWY-RESILIENCE,DIRECT_VERIFICATION,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-SC-014742,CPF-FR-003441,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014743,CPF-FR-003442,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014744,CPF-FR-003443,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014755,CPF-FR-003454,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014756,CPF-FR-003455,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014757,CPF-FR-003456,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014758,CPF-FR-003457,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014759,CPF-FR-003458,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014760,CPF-FR-003459,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014761,CPF-FR-003460,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014762,CPF-FR-003461,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014763,CPF-FR-003462,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014764,CPF-FR-003463,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014765,CPF-FR-003464,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014766,CPF-FR-003465,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014767,CPF-FR-003466,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014768,CPF-FR-003467,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014769,CPF-FR-003468,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014770,CPF-FR-003469,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014771,CPF-FR-003470,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014774,CPF-FR-003473,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014775,CPF-FR-003474,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014776,CPF-FR-003475,API-LIMIT,DIRECT_VERIFICATION,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-SC-014802,CPF-FR-003502,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014803,CPF-FR-003503,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014804,CPF-FR-003504,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014815,CPF-FR-003515,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014816,CPF-FR-003516,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014817,CPF-FR-003517,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014818,CPF-FR-003518,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014819,CPF-FR-003519,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014820,CPF-FR-003520,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014821,CPF-FR-003521,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014822,CPF-FR-003522,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014823,CPF-FR-003523,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014824,CPF-FR-003524,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014825,CPF-FR-003525,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014826,CPF-FR-003526,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014827,CPF-FR-003527,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014828,CPF-FR-003528,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014829,CPF-FR-003529,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014830,CPF-FR-003530,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014831,CPF-FR-003531,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014834,CPF-FR-003534,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014835,CPF-FR-003535,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014836,CPF-FR-003536,EXS-INST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014862,CPF-FR-003563,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014863,CPF-FR-003564,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014864,CPF-FR-003565,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014875,CPF-FR-003576,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014876,CPF-FR-003577,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014877,CPF-FR-003578,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014878,CPF-FR-003579,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014879,CPF-FR-003580,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014880,CPF-FR-003581,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014881,CPF-FR-003582,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014882,CPF-FR-003583,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014883,CPF-FR-003584,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014884,CPF-FR-003585,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014885,CPF-FR-003586,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014886,CPF-FR-003587,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014887,CPF-FR-003588,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014888,CPF-FR-003589,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014889,CPF-FR-003590,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
