atomic_id,atomic_type,canonical_requirement_id,work_item_id,assertion_id,assertion_family,acceptance_verdict,evidence_path,evidence_sha256,development_status,verification_status
CPF-FR-013641,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013641-OPERATIONS,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013642,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013642-FAILURE_RECOVERY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013643,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013643-COMPATIBILITY,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013644,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013644-TEST_EVIDENCE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013645,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013645-CONTRACT,CONTRACT_OWNERSHIP,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013646,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013646-IMPLEMENTATION,IMPLEMENTATION_CONSUMER,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013647,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013647-STATE_DATA,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013648,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013648-SECURITY,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013649,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013649-OPERATIONS,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013650,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013650-FAILURE_RECOVERY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013651,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013651-COMPATIBILITY,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013652,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013652-TEST_EVIDENCE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013653,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013653-CONTRACT,CONTRACT_OWNERSHIP,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013654,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013654-IMPLEMENTATION,IMPLEMENTATION_CONSUMER,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013655,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013655-STATE_DATA,DATA_DB_QUERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013656,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013656-SECURITY,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013657,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013657-OPERATIONS,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013658,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013658-FAILURE_RECOVERY,FAILURE_RECOVERY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013659,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013659-COMPATIBILITY,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-013660,CPF-FR,DB-SQL,CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,AT-CPF-FR-013660-TEST_EVIDENCE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_query_contract.json,c4ef62960da3b6f81e4aec46926645135eb759f277c877ac9e975914a3620895,완료,완료
CPF-FR-017359,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017359-PURPOSE_ROUTE,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017360,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017360-QUERY_INPUT,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017361,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017361-SERVER_PAGING,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017362,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017362-LIST_COLUMNS,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017363,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017363-DETAIL,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017364,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017364-STATE_UX,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017365,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017365-PERMISSION,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017366,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017366-MASKING,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017367,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017367-AUDIT_HISTORY,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017368,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017368-DEEP_LINK,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017369,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017369-ACCESSIBILITY,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017370,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017370-PERFORMANCE,OPERATIONS_PERFORMANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017371,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017371-API_PARITY,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017372,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017372-DB_PARITY,GENERATION_COMPATIBILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017373,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017373-EVIDENCE,TEST_EVIDENCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017374,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017374-AGGREGATION,FUNCTIONAL_ACCEPTANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017375,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017375-KPI_DRILLDOWN,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017376,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017376-REFRESH,FUNCTIONAL_ACCEPTANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017377,CPF-FR,CMN-CODE,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,AT-CPF-FR-017377-ALERT,FUNCTIONAL_ACCEPTANCE,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017441,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017441-PURPOSE_ROUTE,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017442,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017442-QUERY_INPUT,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017443,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017443-SERVER_PAGING,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017444,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017444-LIST_COLUMNS,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017445,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017445-DETAIL,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017446,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017446-STATE_UX,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017447,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017447-PERMISSION,INTEGRATION_BOUNDARY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
CPF-FR-017448,CPF-FR,CMN-MSG,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,AT-CPF-FR-017448-MASKING,SECURITY_AUDIT_OBSERVABILITY,PASS_WITH_DIRECT_OR_APPROVED_SUBSTITUTE_EVIDENCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_code_message_contract.log,8f26764dbabeea14307d32d1daaa45167331b61d41caabd63f2c913788d1f8ff,완료,완료
