requirement_id,requirement_title,priority,owner_module,owner_package,source_documents,canonical_requirement_ids,actual_consumer,acceptance_criteria,verification_method,record_type,requirement_level,parent_requirement_id,work_package_id,execution_phase_id,overall_status,development_status,verification_status,_part
CPF-FR-017281,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017282,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017283,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017284,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 구조화 Form가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017285,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 Default·NULL가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017286,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 Form Validation가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017287,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 변경 Preview가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017288,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 Expected Version가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017289,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Target Snapshot Preview의 제출 결과가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-target-preview,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017378,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 화면 목적·Route·Menu가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017379,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017380,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017381,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017382,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017383,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017384,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017385,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017386,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017387,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017388,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017389,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017390,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017391,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017392,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017393,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 대상 선택가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017394,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 영향 Preview가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017395,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 사유·승인가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017396,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 Command 멱등가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017397,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 비동기 상태가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017398,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 UNKNOWN 복구가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017399,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 취소·재시도가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017400,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Cache Evict·Refresh·Reconcile의 결과·감사가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-cache-control,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017401,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 화면 목적·Route·Menu가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017402,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017403,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017404,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017405,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017406,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017407,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017408,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017409,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
CPF-FR-017410,,P1,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Runtime Config Catalog의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-config-list,P09-ADM-UI-ONLINE,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_011_CPF-FR-016606__CPF-FR-018347.csv
