scenario_id,linked_requirement_id,canonical_requirement_id,scenario_type,title,topology,environment,acceptance_expected_result,failure_criteria,test_method,assertion,execution_command,exit_code_actual_result,evidence_path,개발GPT_자체검수상태,remaining_runtime_difference,primary_work_item_id
CPF-SC-010911,CPF-FR-021985,OPS-CONFIG,DUPLICATE,[Runtime Control / IP Allowlist] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; IP Allowlist DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010912,CPF-FR-021985,OPS-CONFIG,RESTART,[Runtime Control / IP Allowlist] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; IP Allowlist RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010913,CPF-FR-021995,OPS-CONFIG,SINGLE,[Runtime Control / Audit Delivery] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010914,CPF-FR-021995,OPS-CONFIG,GROUP,[Runtime Control / Audit Delivery] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010915,CPF-FR-021995,OPS-CONFIG,ALL,[Runtime Control / Audit Delivery] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010916,CPF-FR-021995,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Audit Delivery] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010917,CPF-FR-021995,OPS-CONFIG,OVERBROAD,[Runtime Control / Audit Delivery] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010918,CPF-FR-021995,OPS-CONFIG,OFFLINE,[Runtime Control / Audit Delivery] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010919,CPF-FR-021995,OPS-CONFIG,PARTIAL,[Runtime Control / Audit Delivery] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010920,CPF-FR-021995,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Audit Delivery] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010921,CPF-FR-021995,OPS-CONFIG,DUPLICATE,[Runtime Control / Audit Delivery] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010922,CPF-FR-021995,OPS-CONFIG,RESTART,[Runtime Control / Audit Delivery] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Audit Delivery RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010923,CPF-FR-022005,OPS-CONFIG,SINGLE,[Runtime Control / Retention Policy] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010924,CPF-FR-022005,OPS-CONFIG,GROUP,[Runtime Control / Retention Policy] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010925,CPF-FR-022005,OPS-CONFIG,ALL,[Runtime Control / Retention Policy] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010926,CPF-FR-022005,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Retention Policy] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010927,CPF-FR-022005,OPS-CONFIG,OVERBROAD,[Runtime Control / Retention Policy] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010928,CPF-FR-022005,OPS-CONFIG,OFFLINE,[Runtime Control / Retention Policy] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010929,CPF-FR-022005,OPS-CONFIG,PARTIAL,[Runtime Control / Retention Policy] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010930,CPF-FR-022005,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Retention Policy] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010931,CPF-FR-022005,OPS-CONFIG,DUPLICATE,[Runtime Control / Retention Policy] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010932,CPF-FR-022005,OPS-CONFIG,RESTART,[Runtime Control / Retention Policy] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Retention Policy RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010933,CPF-FR-022015,OPS-CONFIG,SINGLE,[Runtime Control / Data Purge Policy] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy SINGLE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010934,CPF-FR-022015,OPS-CONFIG,GROUP,[Runtime Control / Data Purge Policy] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy GROUP: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010935,CPF-FR-022015,OPS-CONFIG,ALL,[Runtime Control / Data Purge Policy] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy ALL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010936,CPF-FR-022015,OPS-CONFIG,ZERO_TARGET,[Runtime Control / Data Purge Policy] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy ZERO_TARGET: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010937,CPF-FR-022015,OPS-CONFIG,OVERBROAD,[Runtime Control / Data Purge Policy] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy OVERBROAD: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010938,CPF-FR-022015,OPS-CONFIG,OFFLINE,[Runtime Control / Data Purge Policy] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy OFFLINE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010939,CPF-FR-022015,OPS-CONFIG,PARTIAL,[Runtime Control / Data Purge Policy] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy PARTIAL: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010940,CPF-FR-022015,OPS-CONFIG,OUT_OF_ORDER,[Runtime Control / Data Purge Policy] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy OUT_OF_ORDER: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010941,CPF-FR-022015,OPS-CONFIG,DUPLICATE,[Runtime Control / Data Purge Policy] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy DUPLICATE: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
CPF-SC-010942,CPF-FR-022015,OPS-CONFIG,RESTART,[Runtime Control / Data Purge Policy] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,Capability consumer coverage scan,"대상·version·instance 결과 정확, 중복 0, rollback 가능; 잘못된 target·stale version·Partial 은폐·local cache only",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; Data Purge Policy RESTART: capability-specific actual applier/target runtime evidence incomplete.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,미완료,Capability owner direct single/group/all/offline/partial/out-of-order/duplicate/restart test required.,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER
