work_item_id,source_requirement_ids,priority,work_package,development_status,verification_status,runtime_status,overall_status,development_completion_reason,verification_incomplete_reason,source_identity,devgpt_status,independent_reviewer_status,qa_status,current_action,closure_rule
WP-CANON-ADM-BATCH,ADM-BATCH,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-CENTER,ADM-CENTER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-EXS,ADM-EXS,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-INCIDENT,ADM-INCIDENT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-LOG,ADM-LOG,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-RBAC,ADM-RBAC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-RECOVERY,ADM-RECOVERY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-SERVICE,ADM-SERVICE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-TIMELINE,ADM-TIMELINE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-TX,ADM-TX,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ADM-UX,ADM-UX,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-AI-OPTIONAL,AI-OPTIONAL,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-ASYNC,API-ASYNC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-CONTRACT,API-CONTRACT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-FILE,API-FILE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-GRAPHQL,API-GRAPHQL,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-LIMIT,API-LIMIT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-PAGING,API-PAGING,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-API-REALTIME,API-REALTIME,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ARCH-BOUNDARY,ARCH-BOUNDARY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ARCH-LAYER,ARCH-LAYER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ARCH-MISSION,ARCH-MISSION,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-ARCH-STARTER,ARCH-STARTER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-AGENT,BAT-AGENT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-CALL-ASYNC,BAT-CALL-ASYNC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-CALL-SYNC,BAT-CALL-SYNC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-CORE,BAT-CORE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-EXECUTOR,BAT-EXECUTOR,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-ITEM,BAT-ITEM,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-JOB,BAT-JOB,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-BAT-SHARED,BAT-SHARED,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CACHE-REDIS-PROVIDER,CACHE-REDIS-PROVIDER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-CLAIM,CENTER-CLAIM,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-CORE,CENTER-CORE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-OPS,CENTER-OPS,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-PARAM,CENTER-PARAM,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-RATE,CENTER-RATE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-REPROCESS,CENTER-REPROCESS,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-RUNNER,CENTER-RUNNER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CENTER-UNKNOWN,CENTER-UNKNOWN,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-CALENDAR,CMN-CALENDAR,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-CODE,CMN-CODE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-EXTENSION,CMN-EXTENSION,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-MSG,CMN-MSG,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-SAMPLE-DB,CMN-SAMPLE-DB,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CMN-TEMPLATE,CMN-TEMPLATE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CORE-API,CORE-API,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CORE-CONFIG,CORE-CONFIG,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CORE-FILE,CORE-FILE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CORE-FIXED,CORE-FIXED,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-CORE-MESSAGE,CORE-MESSAGE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
