exact_id,product,operation_id,method,path,response_codes,development_status,verification_status,overall_status,qa_status,basis_sha,source_path,qa_comment
ADM-admLogPolicyDisablePolicy,ADM,admLogPolicyDisablePolicy,POST,/adm/api/log-policies/{policyId}/disable,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admLogPolicyAuditFindPolicyAudits,ADM,admLogPolicyAuditFindPolicyAudits,GET,/adm/api/log-policy-audits,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admLogFindLogs,ADM,admLogFindLogs,GET,/adm/api/logs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admLogGetLogDetail,ADM,admLogGetLogDetail,GET,/adm/api/logs/{logIdx},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMaintenanceFindActions,ADM,admMaintenanceFindActions,GET,/adm/api/maintenance/actions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMaintenanceExecuteAction,ADM,admMaintenanceExecuteAction,POST,/adm/api/maintenance/actions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMessageFindMessages,ADM,admMessageFindMessages,GET,/adm/api/messages,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMessageCreateMessage,ADM,admMessageCreateMessage,POST,/adm/api/messages,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMessageDeleteMessage,ADM,admMessageDeleteMessage,DELETE,/adm/api/messages/{messageId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMessageFindMessage,ADM,admMessageFindMessage,GET,/adm/api/messages/{messageId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admMessageUpdateMessage,ADM,admMessageUpdateMessage,PUT,/adm/api/messages/{messageId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationFindDeliveryLogs,ADM,admNotificationFindDeliveryLogs,GET,/adm/api/notifications/delivery-logs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationFindDlq,ADM,admNotificationFindDlq,GET,/adm/api/notifications/delivery-logs/dlq,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationFindDeliveryAttempts,ADM,admNotificationFindDeliveryAttempts,GET,/adm/api/notifications/delivery-logs/{deliveryId}/attempts,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationCancelDelivery,ADM,admNotificationCancelDelivery,POST,/adm/api/notifications/delivery-logs/{deliveryId}/cancel,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationRetryDelivery,ADM,admNotificationRetryDelivery,POST,/adm/api/notifications/delivery-logs/{deliveryId}/retry,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationFindRules,ADM,admNotificationFindRules,GET,/adm/api/notifications/rules,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationSaveRule,ADM,admNotificationSaveRule,POST,/adm/api/notifications/rules,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationFindRule,ADM,admNotificationFindRule,GET,/adm/api/notifications/rules/{ruleId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationUpdateRule,ADM,admNotificationUpdateRule,PUT,/adm/api/notifications/rules/{ruleId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationDisableRule,ADM,admNotificationDisableRule,PUT,/adm/api/notifications/rules/{ruleId}/disable,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admNotificationSendTest,ADM,admNotificationSendTest,POST,/adm/api/notifications/rules/{ruleId}/test-send,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-traceAdmByBusinessTransactionId,ADM,traceAdmByBusinessTransactionId,GET,/adm/api/observability/business-transactions/{businessTransactionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-traceAdmByTraceId,ADM,traceAdmByTraceId,GET,/adm/api/observability/traces/{traceId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-traceAdmByTransactionId,ADM,traceAdmByTransactionId,GET,/adm/api/observability/transactions/{transactionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOpenApiRefresh,ADM,admOpenApiRefresh,POST,/adm/api/openapi/refresh,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOpenApiStatus,ADM,admOpenApiStatus,GET,/adm/api/openapi/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorFindOperators,ADM,admOperatorFindOperators,GET,/adm/api/operators,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorCreateOperator,ADM,admOperatorCreateOperator,POST,/adm/api/operators,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorFindMenus,ADM,admOperatorFindMenus,GET,/adm/api/operators/menus,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorFindCreateResult,ADM,admOperatorFindCreateResult,GET,/adm/api/operators/operations/{operationId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorPasswordPolicy,ADM,admOperatorPasswordPolicy,GET,/adm/api/operators/password-policy,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorValidatePassword,ADM,admOperatorValidatePassword,GET,/adm/api/operators/password-policy/validate,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorFindRoles,ADM,admOperatorFindRoles,GET,/adm/api/operators/roles,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorFindSessions,ADM,admOperatorFindSessions,GET,/adm/api/operators/sessions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorCleanupExpiredSessions,ADM,admOperatorCleanupExpiredSessions,POST,/adm/api/operators/sessions/cleanup-expired,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorRevokeSession,ADM,admOperatorRevokeSession,POST,/adm/api/operators/sessions/{sessionId}/revoke,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorUpdateContact,ADM,admOperatorUpdateContact,PUT,/adm/api/operators/{operatorId}/contacts,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorRawContact,ADM,admOperatorRawContact,POST,/adm/api/operators/{operatorId}/contacts/raw,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorChangePassword,ADM,admOperatorChangePassword,POST,/adm/api/operators/{operatorId}/password,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorResetPassword,ADM,admOperatorResetPassword,POST,/adm/api/operators/{operatorId}/password/reset,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorUpdateRoles,ADM,admOperatorUpdateRoles,PUT,/adm/api/operators/{operatorId}/roles,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorUpdateStatus,ADM,admOperatorUpdateStatus,PUT,/adm/api/operators/{operatorId}/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admOperatorUnlockOperator,ADM,admOperatorUnlockOperator,POST,/adm/api/operators/{operatorId}/unlock,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admParameterReferenceSearch,ADM,admParameterReferenceSearch,GET,/adm/api/parameter-references,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindApiPermissionMatrix,ADM,admPermissionFindApiPermissionMatrix,GET,/adm/api/permissions/api-matrix,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindApiPermissions,ADM,admPermissionFindApiPermissions,GET,/adm/api/permissions/api-permissions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionCreateApiPermission,ADM,admPermissionCreateApiPermission,POST,/adm/api/permissions/api-permissions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindApiPermission,ADM,admPermissionFindApiPermission,GET,/adm/api/permissions/api-permissions/{apiPermissionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateApiPermission,ADM,admPermissionUpdateApiPermission,PUT,/adm/api/permissions/api-permissions/{apiPermissionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateApiPermissionStatus,ADM,admPermissionUpdateApiPermissionStatus,PUT,/adm/api/permissions/api-permissions/{apiPermissionId}/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindButtonMatrix,ADM,admPermissionFindButtonMatrix,GET,/adm/api/permissions/button-matrix,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindButtons,ADM,admPermissionFindButtons,GET,/adm/api/permissions/buttons,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionCreateButton,ADM,admPermissionCreateButton,POST,/adm/api/permissions/buttons,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindButton,ADM,admPermissionFindButton,GET,/adm/api/permissions/buttons/{buttonId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateButton,ADM,admPermissionUpdateButton,PUT,/adm/api/permissions/buttons/{buttonId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateButtonStatus,ADM,admPermissionUpdateButtonStatus,PUT,/adm/api/permissions/buttons/{buttonId}/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindMenuMatrix,ADM,admPermissionFindMenuMatrix,GET,/adm/api/permissions/menu-matrix,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindManagedMenus,ADM,admPermissionFindManagedMenus,GET,/adm/api/permissions/menus,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionCreateMenu,ADM,admPermissionCreateMenu,POST,/adm/api/permissions/menus,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindManagedMenu,ADM,admPermissionFindManagedMenu,GET,/adm/api/permissions/menus/{menuId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateMenu,ADM,admPermissionUpdateMenu,PUT,/adm/api/permissions/menus/{menuId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateMenuStatus,ADM,admPermissionUpdateMenuStatus,PUT,/adm/api/permissions/menus/{menuId}/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindRoles,ADM,admPermissionFindRoles,GET,/adm/api/permissions/roles,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionCreateRole,ADM,admPermissionCreateRole,POST,/adm/api/permissions/roles,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionFindRole,ADM,admPermissionFindRole,GET,/adm/api/permissions/roles/{roleId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateRole,ADM,admPermissionUpdateRole,PUT,/adm/api/permissions/roles/{roleId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateRoleApiPermission,ADM,admPermissionUpdateRoleApiPermission,PUT,/adm/api/permissions/roles/{roleId}/api-permissions/{apiPermissionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateButtonPermission,ADM,admPermissionUpdateButtonPermission,PUT,/adm/api/permissions/roles/{roleId}/buttons/{buttonId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateMenuPermission,ADM,admPermissionUpdateMenuPermission,PUT,/adm/api/permissions/roles/{roleId}/menus/{menuId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admPermissionUpdateRoleStatus,ADM,admPermissionUpdateRoleStatus,PUT,/adm/api/permissions/roles/{roleId}/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagSearch,ADM,admFeatureFlagSearch,GET,/adm/api/platform/feature-flags,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagEvaluate,ADM,admFeatureFlagEvaluate,POST,/adm/api/platform/feature-flags/evaluate,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagRequestOverride,ADM,admFeatureFlagRequestOverride,POST,/adm/api/platform/feature-flags/override-requests,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagApproveOverride,ADM,admFeatureFlagApproveOverride,POST,/adm/api/platform/feature-flags/override-requests/{requestId}/approve,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagRevokeOverride,ADM,admFeatureFlagRevokeOverride,POST,/adm/api/platform/feature-flags/override-requests/{requestId}/revoke,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagFind,ADM,admFeatureFlagFind,GET,/adm/api/platform/feature-flags/{flagKey},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admFeatureFlagSetKillSwitch,ADM,admFeatureFlagSetKillSwitch,POST,/adm/api/platform/feature-flags/{flagKey}/kill-switch,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResiliencePolicySearch,ADM,admResiliencePolicySearch,GET,/adm/api/platform/resilience-policies,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResiliencePolicyRequest,ADM,admResiliencePolicyRequest,POST,/adm/api/platform/resilience-policies/requests,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResiliencePolicyApprove,ADM,admResiliencePolicyApprove,POST,/adm/api/platform/resilience-policies/requests/{requestId}/approve,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResiliencePolicyReject,ADM,admResiliencePolicyReject,POST,/adm/api/platform/resilience-policies/requests/{requestId}/reject,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResiliencePolicyFind,ADM,admResiliencePolicyFind,GET,/adm/api/platform/resilience-policies/{operationId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmBatchJobInstanceLogs,ADM,findAdmBatchJobInstanceLogs,GET,/adm/api/reliability/batch-job-logs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
