requirement_id,priority,area,requirement_type,owner_module,source_scope,consumer_scope,requirement,implementation_details,positive_acceptance,negative_acceptance,concurrency_failure_recovery,evidence_required,completion_prohibited_when,related_defects,initial_status
QA33-REQ-058,P1,Batch Consumer Migration,SOURCE_REMEDIATION,cpf-batch,cpf-batch/**;cpf-admin/**,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Import/Bean/Route/SQL/Table/UI call graph에서 Legacy 0을 증명한다.,삭제 Manifest 외 Legacy Repository/Dispatcher/Route/Table Consumer 잔존 여부가 미확인이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-058,미검증
QA33-REQ-059,P0,Remote Topology,SOURCE_REMEDIATION,repository-wide,CpfBatchExecutionAutoConfiguration,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Product remote topology는 승인 transport가 없으면 fail-closed하고 test adapter를 분리한다.,Kafka가 없어도 remote channel을 in-memory로 생성해 remote topology가 같은 JVM으로 fallback한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-059,미구현
QA33-REQ-060,P0,Kafka Multi-instance,SOURCE_REMEDIATION,repository-wide,CpfBatchKafkaManagerListener,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",instance-safe reply routing 또는 shared persistent correlation store를 구현한다.,모든 Manager가 동일 reply group을 공유하지만 reply queue는 인스턴스 로컬이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-060,미구현
QA33-REQ-061,P0,Kafka Idempotency,SOURCE_REMEDIATION,repository-wide,CpfBatchRemoteCodec,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",execution/step/chunk 기반 stable message identity와 attempt number를 사용한다.,serialize마다 새 UUID messageId를 생성해 retry dedupe가 불가능하다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-061,미구현
QA33-REQ-062,P0,Kafka Contract,SOURCE_REMEDIATION,repository-wide,CpfBatchRemoteCodec,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","versioned envelope/schema, max bytes/depth, TTL, producer/tenant/environment binding을 검증한다.","schema version, producer/env binding, TTL, size/depth 제한이 없다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-062,미구현
QA33-REQ-063,P1,Kafka Routing,SOURCE_REMEDIATION,repository-wide,CpfBatchKafkaInboundBridge,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",topic/direction별 exact payload type matrix를 강제한다.,ChunkRequest 외 payload를 모두 step request로 보낸다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-063,미구현
QA33-REQ-064,P0,Kafka Delivery,SOURCE_REMEDIATION,Kafka listeners,Kafka listeners/config,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",at-least-once+idempotency의 ack/side effect/DLT 상태기계를 구현한다.,"manual ack, transaction, retry topic, DLT, idempotency ledger가 미확인이다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-064,미검증
QA33-REQ-065,P1,Kafka Backpressure,SOURCE_REMEDIATION,repository-wide,QueueChannel;DirectChannel,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",bounded channel 또는 broker-native correlation과 overload policy를 적용한다.,channel capacity/backpressure/overflow policy가 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-065,미구현
QA33-REQ-066,P1,Kafka Blocking,SOURCE_REMEDIATION,repository-wide,CpfKafkaOutboundMessageChannel,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",time budget/interrupt/late ACK/unknown result taxonomy와 isolated execution을 적용한다.,Kafka ACK를 caller thread에서 blocking get하고 예외 taxonomy를 축약한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-066,미구현
QA33-REQ-067,P0,Scheduler Transaction,SOURCE_REMEDIATION,repository-wide,SchedulerDispatchService.fire,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",outbox/command state machine으로 trigger claim과 Job start response를 분리하고 reconcile한다.,Scheduler DB transaction 안에서 JobOperator.start 후 trigger mark/advance를 수행한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-067,미구현
QA33-REQ-068,P1,Scheduler Ownership,SOURCE_REMEDIATION,repository-wide,DbSchedulerPrimaryConfiguration;SchedulerDispatchService,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",db-scheduler와 CPF schedule registry의 Owner/lease/state boundary를 ADR와 Source에 일치시킨다.,db-scheduler가 1초 recurring poller이고 기존 due table state machine이 Primary로 남아 ownership이 모호하다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-068,미구현
QA33-REQ-069,P1,Scheduler Misfire,SOURCE_REMEDIATION,repository-wide,SchedulerDispatchService,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","misfire policy, dispatch batch size, rate limit, catch-up bound를 구현한다.",backlog batch size/rate limit/catch-up bound가 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-069,미구현
QA33-REQ-070,P1,Scheduler Multi-instance,SOURCE_REMEDIATION,repository-wide,SchedulerCoordinator;db-scheduler,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","2~5 instance, clock skew, DB pause, leader kill에서 trigger 정확성을 검증한다.",CPF leader lease와 db-scheduler cluster lock 상호작용이 미검증이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-070,미검증
QA33-REQ-071,P0,Gateway Retry,SOURCE_REMEDIATION,repository-wide,CpfScgPrimaryHandler,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",SCG 표준 filter/policy와 replay-safe body hash/buffer/idempotency 조건을 적용한다.,요청마다 Retry를 생성하고 same ServerRequest를 재사용해 one-shot body replay가 안전하지 않다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-071,미구현
QA33-REQ-072,P0,Gateway Trust Boundary,SOURCE_REMEDIATION,repository-wide,CpfScgPrimaryHandler.headers,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",inbound allowlist와 trusted proxy/header overwrite 정책을 적용한다.,Authorization 외 client header 대부분을 trusted context로 사용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-072,미구현
QA33-REQ-073,P0,Gateway Completion,SOURCE_REMEDIATION,repository-wide,CpfGatewayLedgerCompletionFilter,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",AsyncListener/SCG completion hook으로 실제 write 종료·disconnect를 기록한다.,Servlet async/stream lifecycle을 감지하지 않고 chain 반환 시 complete한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-073,미구현
QA33-REQ-074,P0,Gateway Isolation,SOURCE_REMEDIATION,repository-wide,CpfScgPrimaryHandler;CpfGatewayLedgerCompletionFilter,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",필수 보안 판단과 비오염 관측 기록을 outbox/분리 transaction으로 구현한다.,Audit/Ledger 저장 실패가 원 요청/응답을 오염시킬 수 있다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-074,미구현
QA33-REQ-075,P1,Gateway SSRF,SOURCE_REMEDIATION,repository-wide,CpfScgTargetResolver,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","canonical URI builder, host/port/CIDR/service allowlist, redirect/DNS 정책을 적용한다.",baseUrl+path+rawQuery를 문자열 결합하고 host/CIDR/DNS/canonical path 경계가 약하다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-075,미구현
QA33-REQ-076,P1,Gateway Load Balancing,SOURCE_REMEDIATION,repository-wide,CpfScgTargetResolver,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Spring Cloud LoadBalancer 또는 명시적 제품 정책을 사용한다.,인메모리 round-robin만 사용하고 weight/zone/health freshness/inflight를 고려하지 않는다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-076,미구현
QA33-REQ-077,P1,Gateway Unknown Result,SOURCE_REMEDIATION,repository-wide,CpfScgPrimaryHandler,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",connect/send/response/read 단계별 unknown/retryability를 분류한다.,모든 upstream exception attempt를 unknown=true로 기록한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-077,미구현
QA33-REQ-078,P1,Gateway Transaction ID,SOURCE_REMEDIATION,repository-wide,CpfScgPrimaryHandler,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","external request ID, CPF transaction ID, trace ID 생성·검증·전파를 정본화한다.",새 tx UUID와 inbound transaction id 의미가 분리돼 전파 규칙이 불명확하다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-078,미구현
QA33-REQ-079,P1,Gateway Artifact,SOURCE_REMEDIATION,cpf-gateway,cpf-gateway/build.gradle,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Release bundle에 실행 가능한 cpf-gateway.jar 하나만 허용하는 artifact matrix를 추가한다.,단일 bootJar 이름/main/war disable/final bundle gate가 불완전하다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-079,미구현
QA33-REQ-080,P0,Database,SOURCE_REMEDIATION,repository-wide,V82__spring_batch_primary_control_link.sql,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",3개 Vendor에 scope+request hash와 lifecycle index를 추가한다.,idempotency_key가 전역 unique이고 request hash/scope column이 없다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-080,미구현
QA33-REQ-081,P0,Database Rollback,SOURCE_REMEDIATION,cpf-tools,cpf-tools/db/vendor/**/rollback/R82*.sql,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",backup/export/retention/compatibility window와 승인된 destructive rollback을 분리한다.,Batch control/link/approval table을 즉시 drop해 감사·대사 데이터가 손실된다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-081,미구현
QA33-REQ-082,P1,Database Migration,SOURCE_REMEDIATION,repository-wide,V83__spring_session_jdbc_bff.sql,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",canonical vendor schema/version/drift fail-closed migration을 구현한다.,Spring Session table을 unconditional CREATE해 existing schema/drift와 충돌한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-082,미구현
QA33-REQ-083,P1,Database Vendor Parity,SOURCE_REMEDIATION,cpf-tools,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82..V85","해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",canonical schema model과 실제 3DB lifecycle diff gate를 만든다.,파일 존재/checksum 외 DDL type/index/FK/default semantics parity가 미검증이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-083,미검증
QA33-REQ-084,P1,Database Migration,SOURCE_REMEDIATION,Flyway config,Flyway config/runtime,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",Runtime/CLI/Installer migration engine을 Flyway로 단일화한다.,Flyway가 실제 Primary인지 기존 자체 migration executor 제거 여부가 미확인이다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-084,미검증
QA33-REQ-085,P1,Database Rollback,SOURCE_REMEDIATION,repository-wide,V82..V85 rollback across vendors,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact","reversible/irreversible 분류와 checkpoint backup, failure recovery를 검증한다.","FK order, transaction, data reverse transform, reapply가 미검증이다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-085,미검증
QA33-REQ-086,P0,Deployment,SOURCE_REMEDIATION,repository-wide,DeploymentEngine.rollbackAfterFailure,"해당 Source를 사용하는 모든 Product Consumer, Generated Domain, Test, SQL, Script, Runtime Artifact",stage별 side-effect ledger로 실제 변경된 operation만 역순 보상한다.,DRAIN만 성공한 인스턴스도 touched로 분류해 install 전 rollback한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,기존 결함을 재현하는 Fixture 또는 오설정에서 반드시 실패하거나 정의된 안전 상태로 전이해야 한다.,"관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.","sourceSha/resultSha, command, profile/environment, startedAt/finishedAt, exitCode, report/log/artifact SHA-256, sanitized flag",파일/Dependency/Interface/DTO/화면/Marker만 존재하거나 실제 Consumer·failure/recovery·exact-SHA Evidence가 누락된 경우,QA33-DF-086,미구현
