record_type,record_id,related_requirement_id,development_status,verification_status,source_or_evidence_paths,notes
SCENARIO,QA32-S031,OSS-RES-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S031.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/resilience/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S032,OSS-RES-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S032.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S033,OSS-BATCH-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S033.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S034,OSS-BATCH-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S034.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S035,OSS-BATCH-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S035.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S036,OSS-SCHED-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S036.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md",실제 Runtime 실행 필요
SCENARIO,QA32-S037,OSS-SCHED-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S037.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S038,OSS-SCHED-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S038.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S039,OSS-DB-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S039.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",실제 Runtime 실행 필요
SCENARIO,QA32-S040,OSS-DB-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S040.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py,실제 Runtime 실행 필요
SCENARIO,QA32-S041,OSS-DB-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S041.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S042,OSS-DB-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S042.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S043,OSS-OBS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S043.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/observability/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",실제 Runtime 실행 필요
SCENARIO,QA32-S044,OSS-OBS-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S044.json;cpf-starters/messaging-kafka/**;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafka*.java;cpf-starters/observability/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**,실제 Runtime 실행 필요
SCENARIO,QA32-S045,OSS-OBS-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S045.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S046,OSS-CACHE-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S046.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/cache/**",실제 Runtime 실행 필요
SCENARIO,QA32-S047,OSS-CACHE-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S047.json;cpf-starters/cache/**,실제 Runtime 실행 필요
SCENARIO,QA32-S048,OSS-CACHE-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S048.json;cpf-starters/cache/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S049,OSS-FLAG-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S049.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/featureflag/**",실제 Runtime 실행 필요
SCENARIO,QA32-S050,OSS-FLAG-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S050.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/featureflag/**;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S051,OSS-FLAG-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S051.json;cpf-starters/featureflag/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S052,OSS-SECRET-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S052.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java",실제 Runtime 실행 필요
SCENARIO,QA32-S053,OSS-SECRET-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S053.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,실제 Runtime 실행 필요
SCENARIO,QA32-S054,OSS-SECRET-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S054.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S055,OSS-SECRET-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S055.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S056,OSS-SUPPLY-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S056.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S057,OSS-SUPPLY-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S057.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,실제 Runtime 실행 필요
SCENARIO,QA32-S058,OSS-SUPPLY-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S058.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S059,OSS-SUPPLY-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S059.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S060,OSS-TEST-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S060.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/observability/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S061,OSS-TEST-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S061.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S062,OSS-TEST-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S062.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S063,BUILD-DEP-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S063.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S064,BUILD-DEP-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S064.json;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py,실제 Runtime 실행 필요
SCENARIO,QA32-S065,BUILD-DEP-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S065.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S066,BUILD-DEP-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S066.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S067,BUILD-DEP-002,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S067.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S068,BUILD-DEP-002,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S068.json;cpf-starters/cache/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,실제 Runtime 실행 필요
SCENARIO,QA32-S069,BUILD-DEP-002,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S069.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S070,BUILD-DEP-002,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S070.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S071,BUILD-PROV-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S071.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S072,BUILD-PROV-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S072.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-core/src/main/java/com/cpf/core/api/archive/**;cpf-core/src/main/java/com/cpf/core/api/attachment/**;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-core/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",실제 Runtime 실행 필요
SCENARIO,QA32-S073,BUILD-PROV-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S073.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S074,BUILD-PROV-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S074.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S075,BUILD-ART-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S075.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
