requirement_id,priority,area,development_status,verification_status,blocker_type,reason,required_action,source_paths,test_paths,evidence_path,related_defects
QA33-REQ-077,P1,Gateway Unknown Result,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-077
QA33-REQ-078,P1,Gateway Transaction ID,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-078
QA33-REQ-079,P1,Gateway Artifact,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-gateway/build.gradle;settings.gradle,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-079
QA33-REQ-080,P0,Database,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/db/canonical/platform-schema.json;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-080
QA33-REQ-081,P0,Database Rollback,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/db/vendor/mariadb/rollback/R82__spring_batch_primary_control_link.sql;cpf-tools/db/vendor/mariadb/rollback/destructive/D82__drop_archived_spring_batch_control.sql;cpf-tools/db/vendor/postgresql/migration/rollback/batDB/R82__spring_batch_primary_control_link.sql;cpf-tools/db/vendor/postgresql/migration/rollback/batDB/destructive/D82__drop_archived_spring_batch_control.sql;cpf-tools/db/vendor/oracle/migration/rollback/batDB/R82__spring_batch_primary_control_link.sql;cpf-tools/db/vendor/oracle/migration/rollback/batDB/destructive/D82__drop_archived_spring_batch_control.sql,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-081
QA33-REQ-082,P1,Database Migration,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/db/vendor/mariadb/migration/flyway/V83__spring_session_jdbc_bff.sql;cpf-tools/db/vendor/postgresql/migration/flyway/admDB/V83__spring_session_jdbc_bff.sql;cpf-tools/db/vendor/oracle/migration/flyway/admDB/V83__spring_session_jdbc_bff.sql;cpf-starters/security/src/main/java/com/cpf/starter/security/CpfSessionReadinessVerifier.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfSessionReadinessVerifierTest.java;cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-082
QA33-REQ-083,P1,Database Vendor Parity,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/db/canonical/platform-schema.json;cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-083
QA33-REQ-084,P1,Database Migration,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py;cpf-tools/config/qa33-repository-closure-policy.json;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/qa33-development-static-evidence.sanitized.json,QA33-DF-084
QA33-REQ-085,P1,Database Rollback,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/db/vendor/mariadb/rollback/destructive/D82__drop_archived_spring_batch_control.sql;cpf-tools/db/vendor/postgresql/migration/rollback/batDB/destructive/D82__drop_archived_spring_batch_control.sql;cpf-tools/db/vendor/oracle/migration/rollback/batDB/destructive/D82__drop_archived_spring_batch_control.sql,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-085
QA33-REQ-086,P0,Deployment,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentEngine.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentExecutionRepository.java,cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/DeploymentEngineStateMachineTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-086
QA33-REQ-087,P0,Deployment Idempotency,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentExecutionRepository.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V90__deployment_request_hash_reconciliation.sql,cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/DeploymentExecutionRepositoryIdempotencyTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-087
QA33-REQ-088,P0,Deployment Lock,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentEngine.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentReconciliation.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentRecoveryController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/DeploymentCellLock.java,cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/DeploymentEngineStateMachineTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-088
QA33-REQ-089,P1,Health Probe,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/HttpRuntimeHealthProbe.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/RuntimeLifecycleService.java,cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/RuntimeLifecycleSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-089
QA33-REQ-090,P0,Artifact Rollback,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactVerifier.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactInstaller.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-090
QA33-REQ-091,P0,Artifact Trust,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactVerifier.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/AgentProperties.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-091
QA33-REQ-092,P0,Artifact State,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactStateStore.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-092
QA33-REQ-093,P1,Artifact Atomicity,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactInstaller.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactStateStore.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-093
QA33-REQ-094,P1,Artifact Download,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ArtifactInstaller.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/AgentProperties.java,cpf-batch/host-agent/src/test/java/com/cpf/batch/agent/internal/ArtifactInstallerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-094
QA33-REQ-095,P1,Bootstrap Secret,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java,cpf-biz-admin/src/test/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunnerSecurityTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-095
QA33-REQ-096,P1,Bootstrap Recovery,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapApprovalRepository.java;cpf-tools/db/vendor/postgresql/migration/flyway/bzaDB/V91__bza_bootstrap_claim_recovery.sql,cpf-biz-admin/src/test/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunnerSecurityTest.java;cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-096
QA33-REQ-097,P1,Bootstrap Cleanup,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapApprovalRepository.java;cpf-tools/db/vendor/postgresql/migration/flyway/bzaDB/V91__bza_bootstrap_claim_recovery.sql,cpf-biz-admin/src/test/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunnerSecurityTest.java;cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-097
QA33-REQ-098,P0,Archive Memory,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfBffCredentialResponseAdvice.java;cpf-starters/security/src/main/java/com/cpf/starter/security/JdbcCpfBffCredentialVault.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfBffCredentialResponseAdviceTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-098
QA33-REQ-099,P1,Archive Atomicity,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-starters/security/src/main/java/com/cpf/starter/security/CpfBffSessionBridgeFilter.java;cpf-starters/security/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java,cpf-starters/security/src/test/java/com/cpf/starter/security/CpfCredentialCipherTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-099
QA33-REQ-100,P1,Archive Security,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchivePolicy.java;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java,cpf-core/src/test/java/com/cpf/core/common/archive/LocalCpfArchiveServiceStreamingTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-100
QA33-REQ-101,P1,Attachment Streaming,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py,cpf-core/src/test/java/com/cpf/core/common/archive/LocalCpfArchiveServiceStreamingTest.java;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/qa33-development-static-evidence.sanitized.json,QA33-DF-101
QA33-REQ-102,P0,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-102
QA33-REQ-103,P0,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-103
QA33-REQ-104,P1,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-104
QA33-REQ-105,P1,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-105
QA33-REQ-106,P1,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts,,cpf-docs/work/review/CPF_20260731_QA33_STATIC_VERIFICATION_RESULT.json,QA33-DF-106
QA33-REQ-107,P0,Build,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py;cpf-tools/scripts/verify-cpf-qa33-result-coverage.py,,QA33-DF-107
QA33-REQ-108,P0,Frontend,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/prepare-cpf-qa33-frontend.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,,QA33-DF-108
QA33-REQ-109,P1,Database,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,cpf-tools/scripts/verify-cpf-db-vendor-semantic-parity.py,,QA33-DF-109
QA33-REQ-110,P1,Batch/Kafka,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-batch-control-plane.py,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java;cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,,QA33-DF-110
QA33-REQ-111,P1,Gateway/Operations,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1;cpf-tools/scripts/verify-cpf-qa33-all.ps1,cpf-gateway/src/test/java/com/cpf/gateway/scg/CpfGatewayRecoverySpoolTest.java;cpf-batch/control-server/src/test/java/com/cpf/batch/control/deploy/RuntimeLifecycleSecurityTest.java,,QA33-DF-111
QA33-REQ-112,P1,Supply Chain,완료,미검증,EXACT_SHA_RUNTIME,Source·Consumer·Test·fail-closed Gate 개발은 완료했으나 Push 후 clean exact SHA의 실제 Runtime/장애복구 Evidence를 실행하지 않음.,Overlay 적용·삭제 Manifest 반영·Push 후 Java 25와 해당 DB/Kafka/Browser/다중 인스턴스 Runtime Gate를 실행하고 Sanitized Evidence Hash를 보존한다.,cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-tools/supply-chain/ort/evaluator.rules.kts;cpf-tools/scripts/verify-cpf-qa33-runtime.ps1,cpf-tools/scripts/verify-cpf-qa33-source-integrity.py,,QA33-DF-112
