scenario_id,requirement_id,priority,phase,scenario_type,title,preconditions,steps,expected_result,required_evidence,mandatory,initial_status
QA32-S067,BUILD-DEP-002,P0,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Dependency Convergence·BOM·Lock State Gate 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 전체 configurations와 included builds의 현재 구현 및 consumer inventory를 확보한다.,BOM/platform/constraint/lockfiles 정리; dynamic/changing version 금지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,직접·전이·plugin 버전이 정본과 lock에 수렴이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"lockfiles, dependency report, hashes",Y,NOT_EXECUTED
QA32-S068,BUILD-DEP-002,P0,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Dependency Convergence·BOM·Lock State Gate 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 전체 configurations와 included builds의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: 빈 cache 재빌드, dependency tamper. 또한 금지된 부분 구현 방식(선언만 추가하고 lockfile 미갱신; conflict를 Gradle 선택에 맡김)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, lockfiles, dependency report, hashes",Y,NOT_EXECUTED
QA32-S069,BUILD-DEP-002,P0,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Dependency Convergence·BOM·Lock State Gate 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(all configuration convergence; lock drift)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; lockfiles, dependency report, hashes",Y,NOT_EXECUTED
QA32-S070,BUILD-DEP-002,P0,P2_BUILD_SUPPLY_GENERATOR,P0_RECOVERY_REHEARSAL,Dependency Convergence·BOM·Lock State Gate 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S071,BUILD-PROV-001,P0,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Release Provenance Fail-closed 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 release/source archive/CI/JAR manifest의 현재 구현 및 consumer inventory를 확보한다.,Git→CI SHA→signed source manifest resolver; release에서 UNKNOWN 금지을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Release artifact는 repo/commit/ref/source manifest와 cryptographically 연결이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"signed provenance, JAR/SBOM/manifest parity",Y,NOT_EXECUTED
QA32-S072,BUILD-PROV-001,P0,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Release Provenance Fail-closed 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 release/source archive/CI/JAR manifest의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: git 없음, detached, shallow, source archive, mismatch. 또한 금지된 부분 구현 방식(일반 build fallback을 release에도 허용)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, signed provenance, JAR/SBOM/manifest parity",Y,NOT_EXECUTED
QA32-S073,BUILD-PROV-001,P0,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Release Provenance Fail-closed 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(provenance schema/identity gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; signed provenance, JAR/SBOM/manifest parity",Y,NOT_EXECUTED
QA32-S074,BUILD-PROV-001,P0,P2_BUILD_SUPPLY_GENERATOR,P0_RECOVERY_REHEARSAL,Release Provenance Fail-closed 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S075,BUILD-ART-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Artifact Mode 계약 단일화 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 root/settings/plugin/generator/scripts의 현재 구현 및 consumer inventory를 확보한다.,CI/release에서 explicit mode; AUTO local only; common resolver을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Mode와 결정 출처·허용 repo·publish/read 정책을 단일 정본화이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,mode decision/effective repos,Y,NOT_EXECUTED
QA32-S076,BUILD-ART-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Artifact Mode 계약 단일화 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 root/settings/plugin/generator/scripts의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: all modes, missing config, CI AUTO rejection. 또한 금지된 부분 구현 방식(일부 script만 수정; silent local fallback)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, mode decision/effective repos",Y,NOT_EXECUTED
QA32-S077,BUILD-ART-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Artifact Mode 계약 단일화 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(mode parity scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; mode decision/effective repos,Y,NOT_EXECUTED
QA32-S078,BUILD-ART-002,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Full Offline/Air-gap Repository 정책 정상 수직 Slice,"Repository HEAD와 시작 SHA를 기록하고 plugins, third-party, included builds, npm, tools의 현재 구현 및 consumer inventory를 확보한다.",approved offline bundle/mirror; isolated caches; network block을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,FULL_OFFLINE에서 모든 plugin/library/tool/network resolution 0이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"resolution events, packet/network evidence",Y,NOT_EXECUTED
QA32-S079,BUILD-ART-002,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Full Offline/Air-gap Repository 정책 실패·우회 차단,"Repository HEAD와 시작 SHA를 기록하고 plugins, third-party, included builds, npm, tools의 현재 구현 및 consumer inventory를 확보한다.",다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: empty cache+blocked network all builds. 또한 금지된 부분 구현 방식(CPF artifact만 offline으로 두고 완전 offline 주장)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, resolution events, packet/network evidence",Y,NOT_EXECUTED
QA32-S080,BUILD-ART-002,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Full Offline/Air-gap Repository 정책 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(repo URL/network access gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; resolution events, packet/network evidence",Y,NOT_EXECUTED
QA32-S081,BUILD-PKG-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Jar/War Deployment Matrix·Runtime Smoke 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 all applications의 현재 구현 및 consumer inventory를 확보한다.,제품별 canonical artifact; unsupported packaging disable을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,지원 artifact 종류별 start/health/shutdown/upgrade를 실제 증명이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,artifact hashes/logs,Y,NOT_EXECUTED
QA32-S082,BUILD-PKG-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Jar/War Deployment Matrix·Runtime Smoke 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 all applications의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: embedded/external runtime smoke. 또한 금지된 부분 구현 방식(archive 생성만으로 배포 완료)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, artifact hashes/logs",Y,NOT_EXECUTED
QA32-S083,BUILD-PKG-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Jar/War Deployment Matrix·Runtime Smoke 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(artifact task matrix)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; artifact hashes/logs,Y,NOT_EXECUTED
QA32-S084,BUILD-FE-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Node/npm Toolchain 고정 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 ADM/BZA/generator/CI의 현재 구현 및 consumer inventory를 확보한다.,engines/packageManager/corepack/toolchain manifest; npm ci only을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,Node/npm exact supported range와 package manager version 고정이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,versions/lock hash,Y,NOT_EXECUTED
QA32-S085,BUILD-FE-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Node/npm Toolchain 고정 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 ADM/BZA/generator/CI의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: clean cache build on OS matrix. 또한 금지된 부분 구현 방식(로컬 버전만 문서화)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, versions/lock hash",Y,NOT_EXECUTED
QA32-S086,BUILD-FE-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Node/npm Toolchain 고정 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(version preflight/lock drift)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; versions/lock hash,Y,NOT_EXECUTED
QA32-S087,BUILD-FE-002,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Frontend Dependency·Bundle Evidence 정확성 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 ADM/BZA build/artifact의 현재 구현 및 consumer inventory를 확보한다.,"npm ci logs, registry/network, npm ls, bundle manifest, asset graph을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",실제 dependency state와 source가 bundle에 재현 연결이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,"commands, hashes, browser console",Y,NOT_EXECUTED
QA32-S088,BUILD-FE-002,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Frontend Dependency·Bundle Evidence 정확성 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 ADM/BZA build/artifact의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: offline build, missing asset, dynamic import, browser load. 또한 금지된 부분 구현 방식(정적 파일 존재만으로 PASS)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, commands, hashes, browser console",Y,NOT_EXECUTED
QA32-S089,BUILD-FE-002,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Frontend Dependency·Bundle Evidence 정확성 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(lock/dependency/bundle parity)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.","Gate command/환경/시작·종료시각/Exit Code/report hash; commands, hashes, browser console",Y,NOT_EXECUTED
QA32-S090,BUILD-GEN-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Domain Template Contract 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 generator templates/generated domains의 현재 구현 및 consumer inventory를 확보한다.,"structured template, ownership, regeneration safety, extension points을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",template manifest와 generated output schema/ownership/version contract이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,generated diff/manifests,Y,NOT_EXECUTED
QA32-S091,BUILD-GEN-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Domain Template Contract 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 generator templates/generated domains의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: create/recreate/upgrade/custom edit preservation. 또한 금지된 부분 구현 방식(샘플 한 번 생성만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, generated diff/manifests",Y,NOT_EXECUTED
QA32-S092,BUILD-GEN-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Domain Template Contract 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(template/output schema gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; generated diff/manifests,Y,NOT_EXECUTED
QA32-S093,BUILD-GEN-002,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Structured Standalone Export 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 export-domain-repository의 현재 구현 및 consumer inventory를 확보한다.,"manifest/template AST, exact transformation count, no project deps을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",canonical structured standalone build를 직접 생성이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,export manifest/build logs,Y,NOT_EXECUTED
QA32-S094,BUILD-GEN-002,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Structured Standalone Export 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 export-domain-repository의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: standalone build all modes. 또한 금지된 부분 구현 방식(regex replace 성공처럼 보임; zero-match 무시)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, export manifest/build logs",Y,NOT_EXECUTED
QA32-S095,BUILD-GEN-002,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Structured Standalone Export 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(resolved graph/forbidden refs)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; export manifest/build logs,Y,NOT_EXECUTED
QA32-S096,BUILD-GEN-003,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Standalone Federation Boundary Gate 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 source/resources/metadata/bytecode의 현재 구현 및 consumer inventory를 확보한다.,text/binary/archive/bytecode/Gradle graph/POM/SBOM scan을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,root/internal dependency가 모든 표현과 산출물에서 0이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,scan report/graph,Y,NOT_EXECUTED
QA32-S097,BUILD-GEN-003,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Standalone Federation Boundary Gate 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 source/resources/metadata/bytecode의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: standalone runtime/public API. 또한 금지된 부분 구현 방식(java/gradle grep만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, scan report/graph",Y,NOT_EXECUTED
QA32-S098,BUILD-GEN-003,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Standalone Federation Boundary Gate 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(mutated bypass fixtures)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; scan report/graph,Y,NOT_EXECUTED
QA32-S099,BUILD-ART-003,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Repository/Publication Policy Drift Gate 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 root/included/plugin/BOM/export/smoke의 현재 구현 및 consumer inventory를 확보한다.,policy component/init script/settings plugin을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,단일 정책과 contract test로 모든 build path 일치이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,policy snapshot,Y,NOT_EXECUTED
QA32-S100,BUILD-ART-003,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Repository/Publication Policy Drift Gate 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 root/included/plugin/BOM/export/smoke의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: mode matrix. 또한 금지된 부분 구현 방식(한 경로만 수정)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, policy snapshot",Y,NOT_EXECUTED
QA32-S101,BUILD-ART-003,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Repository/Publication Policy Drift Gate 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(repository declarations comparison)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; policy snapshot,Y,NOT_EXECUTED
QA32-S102,BUILD-ART-004,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Artifact Promotion Failure Injection 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 staging→promoted repository의 현재 구현 및 consumer inventory를 확보한다.,"immutable staging, manifest barrier, backup/rollback/fencing을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",부분 업로드·hash mismatch·lock loss에도 promoted 상태 불변이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,before/after inventory/hashes,Y,NOT_EXECUTED
QA32-S103,BUILD-ART-004,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Artifact Promotion Failure Injection 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 staging→promoted repository의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: disk full, kill, concurrent promote, tamper. 또한 금지된 부분 구현 방식(복사 성공만 검증)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, before/after inventory/hashes",Y,NOT_EXECUTED
QA32-S104,BUILD-ART-004,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Artifact Promotion Failure Injection 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(promotion invariant gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; before/after inventory/hashes,Y,NOT_EXECUTED
QA32-S105,BUILD-API-001,P2,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,java-library API Dependency 최소화 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 published libraries의 현재 구현 및 consumer inventory를 확보한다.,"jdeps/public signature review, implementation scope을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",최소 API/SPI만 published compile graph에 노출이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,POM/jdeps,Y,NOT_EXECUTED
QA32-S106,BUILD-API-001,P2,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,java-library API Dependency 최소화 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 published libraries의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: consumer minimal compile. 또한 금지된 부분 구현 방식(compile 성공만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, POM/jdeps",Y,NOT_EXECUTED
QA32-S107,BUILD-API-001,P2,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,java-library API Dependency 최소화 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(api leakage gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; POM/jdeps,Y,NOT_EXECUTED
QA32-S108,BUILD-REL-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Release Ref 정책 단일화 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 release/final/governance/workflows의 현재 구현 및 consumer inventory를 확보한다.,"default branch metadata, tag/ref rules, detached support, clean worktree을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",approved branch/tag/commit policy와 exact identity이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,ref decision/evidence,Y,NOT_EXECUTED
