scope,requirement_id,reused_capability,reused_source,actual_consumer,class_method_bean,test_evidence,justification,source_sha
MANUAL135,EDU-BZA-05,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.delegation,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05Handler.java,com.cpf.reference.optional.backoffice.delegation.EduBackoffice05Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/delegation/EduBackoffice05ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-BZA-06,REF Backoffice durable transaction/idempotency/recovery contracts,REF-owned handler package com.cpf.reference.optional.backoffice.evidence,cpf-reference/src/main/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06Handler.java,com.cpf.reference.optional.backoffice.evidence.EduBackoffice06Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/backoffice/evidence/EduBackoffice06ConcurrencyTest.java,"Canonical BZA-prefixed requirement ID is retained only for traceability. Runtime source, consumer, tests and DB are owned by cpf-reference/refDB and do not depend on product backoffice module or generated domains.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-01,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.servergroup,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/servergroup/EduGw01Handler.java,com.cpf.reference.optional.gateway.servergroup.EduGw01Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/servergroup/EduGw01UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/servergroup/EduGw01IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/servergroup/EduGw01FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/servergroup/EduGw01RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/servergroup/EduGw01ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-02,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.route,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/route/EduGw02Handler.java,com.cpf.reference.optional.gateway.route.EduGw02Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/route/EduGw02UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/route/EduGw02IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/route/EduGw02FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/route/EduGw02RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/route/EduGw02ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-03,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.security,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/security/EduGw03Handler.java,com.cpf.reference.optional.gateway.security.EduGw03Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/security/EduGw03UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/security/EduGw03IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/security/EduGw03FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/security/EduGw03RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/security/EduGw03ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-04,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.resilience,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/resilience/EduGw04Handler.java,com.cpf.reference.optional.gateway.resilience.EduGw04Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/resilience/EduGw04UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/resilience/EduGw04IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/resilience/EduGw04FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/resilience/EduGw04RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/resilience/EduGw04ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-05,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.publish,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/publish/EduGw05Handler.java,com.cpf.reference.optional.gateway.publish.EduGw05Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/publish/EduGw05UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/publish/EduGw05IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/publish/EduGw05FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/publish/EduGw05RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/publish/EduGw05ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-GW-06,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.optional.gateway.reconcile,cpf-reference/src/main/java/com/cpf/reference/optional/gateway/reconcile/EduGw06Handler.java,com.cpf.reference.optional.gateway.reconcile.EduGw06Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/optional/gateway/reconcile/EduGw06UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/reconcile/EduGw06IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/reconcile/EduGw06FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/reconcile/EduGw06RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/optional/gateway/reconcile/EduGw06ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-16,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.query.cursor,cpf-reference/src/main/java/com/cpf/reference/online/query/cursor/EduDev16Handler.java,com.cpf.reference.online.query.cursor.EduDev16Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/query/cursor/EduDev16UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/query/cursor/EduDev16IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/query/cursor/EduDev16FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/query/cursor/EduDev16RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/query/cursor/EduDev16ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-17,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.file.bulkimport,cpf-reference/src/main/java/com/cpf/reference/online/file/bulkimport/EduDev17Handler.java,com.cpf.reference.online.file.bulkimport.EduDev17Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/file/bulkimport/EduDev17UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/bulkimport/EduDev17IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/bulkimport/EduDev17FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/bulkimport/EduDev17RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/bulkimport/EduDev17ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-18,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.lifecycle.softdelete,cpf-reference/src/main/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18Handler.java,com.cpf.reference.online.lifecycle.softdelete.EduDev18Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/lifecycle/softdelete/EduDev18ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-19,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.reference.effectiveperiod,cpf-reference/src/main/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19Handler.java,com.cpf.reference.online.reference.effectiveperiod.EduDev19Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/reference/effectiveperiod/EduDev19ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-20,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.workflow.statemachine,cpf-reference/src/main/java/com/cpf/reference/online/workflow/statemachine/EduDev20Handler.java,com.cpf.reference.online.workflow.statemachine.EduDev20Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/workflow/statemachine/EduDev20UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/statemachine/EduDev20IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/statemachine/EduDev20FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/statemachine/EduDev20RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/statemachine/EduDev20ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-21,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.messaging.transactionaloutbox,cpf-reference/src/main/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21Handler.java,com.cpf.reference.online.messaging.transactionaloutbox.EduDev21Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-22,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.workflow.saga,cpf-reference/src/main/java/com/cpf/reference/online/workflow/saga/EduDev22Handler.java,com.cpf.reference.online.workflow.saga.EduDev22Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/workflow/saga/EduDev22UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/saga/EduDev22IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/saga/EduDev22FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/saga/EduDev22RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/workflow/saga/EduDev22ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-23,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.contract.validation,cpf-reference/src/main/java/com/cpf/reference/online/contract/validation/EduDev23Handler.java,com.cpf.reference.online.contract.validation.EduDev23Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-24,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.asyncoperation.lifecycle,cpf-reference/src/main/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24Handler.java,com.cpf.reference.online.asyncoperation.lifecycle.EduDev24Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/asyncoperation/lifecycle/EduDev24ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-25,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.counterparty.webhook,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/webhook/EduDev25Handler.java,com.cpf.reference.online.counterparty.webhook.EduDev25Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/webhook/EduDev25UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/webhook/EduDev25IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/webhook/EduDev25FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/webhook/EduDev25RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/webhook/EduDev25ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-26,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.file.sftp,cpf-reference/src/main/java/com/cpf/reference/online/file/sftp/EduDev26Handler.java,com.cpf.reference.online.file.sftp.EduDev26Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/file/sftp/EduDev26UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/sftp/EduDev26IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/sftp/EduDev26FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/sftp/EduDev26RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/sftp/EduDev26ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-27,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.counterparty.soap,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/soap/EduDev27Handler.java,com.cpf.reference.online.counterparty.soap.EduDev27Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/soap/EduDev27UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/soap/EduDev27IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/soap/EduDev27FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/soap/EduDev27RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/counterparty/soap/EduDev27ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-28,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.file.multipart,cpf-reference/src/main/java/com/cpf/reference/online/file/multipart/EduDev28Handler.java,com.cpf.reference.online.file.multipart.EduDev28Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/file/multipart/EduDev28UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/multipart/EduDev28IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/multipart/EduDev28FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/multipart/EduDev28RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/multipart/EduDev28ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-29,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.file.quarantine,cpf-reference/src/main/java/com/cpf/reference/online/file/quarantine/EduDev29Handler.java,com.cpf.reference.online.file.quarantine.EduDev29Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/file/quarantine/EduDev29UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/quarantine/EduDev29IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/quarantine/EduDev29FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/quarantine/EduDev29RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/quarantine/EduDev29ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-30,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.file.objectstorage,cpf-reference/src/main/java/com/cpf/reference/online/file/objectstorage/EduDev30Handler.java,com.cpf.reference.online.file.objectstorage.EduDev30Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/file/objectstorage/EduDev30UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/objectstorage/EduDev30IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/objectstorage/EduDev30FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/objectstorage/EduDev30RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/file/objectstorage/EduDev30ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-31,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.notification.multichannel,cpf-reference/src/main/java/com/cpf/reference/online/notification/multichannel/EduDev31Handler.java,com.cpf.reference.online.notification.multichannel.EduDev31Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/notification/multichannel/EduDev31UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/multichannel/EduDev31IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/multichannel/EduDev31FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/multichannel/EduDev31RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/notification/multichannel/EduDev31ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-32,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.security.cryptography,cpf-reference/src/main/java/com/cpf/reference/online/security/cryptography/EduDev32Handler.java,com.cpf.reference.online.security.cryptography.EduDev32Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/security/cryptography/EduDev32UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/cryptography/EduDev32IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/cryptography/EduDev32FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/cryptography/EduDev32RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/cryptography/EduDev32ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-33,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.security.session,cpf-reference/src/main/java/com/cpf/reference/online/security/session/EduDev33Handler.java,com.cpf.reference.online.security.session.EduDev33Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/security/session/EduDev33UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/session/EduDev33IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/session/EduDev33FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/session/EduDev33RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/security/session/EduDev33ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-34,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.api.quota,cpf-reference/src/main/java/com/cpf/reference/online/api/quota/EduDev34Handler.java,com.cpf.reference.online.api.quota.EduDev34Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/api/quota/EduDev34UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/api/quota/EduDev34IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/api/quota/EduDev34FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/api/quota/EduDev34RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/api/quota/EduDev34ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-35,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.runtime.featuretoggle,cpf-reference/src/main/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35Handler.java,com.cpf.reference.online.runtime.featuretoggle.EduDev35Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/runtime/featuretoggle/EduDev35ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
MANUAL135,EDU-DEV-36,CPF public transaction/header/idempotency/recovery contracts,Product public API/SPI selected by com.cpf.reference.online.cache.consistency,cpf-reference/src/main/java/com/cpf/reference/online/cache/consistency/EduDev36Handler.java,com.cpf.reference.online.cache.consistency.EduDev36Handler#definition/execute,cpf-reference/src/test/java/com/cpf/reference/online/cache/consistency/EduDev36UnitTest.java|cpf-reference/src/test/java/com/cpf/reference/online/cache/consistency/EduDev36IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/online/cache/consistency/EduDev36FailureTest.java|cpf-reference/src/test/java/com/cpf/reference/online/cache/consistency/EduDev36RecoveryTest.java|cpf-reference/src/test/java/com/cpf/reference/online/cache/consistency/EduDev36ConcurrencyTest.java,"Concrete per-ID handler and executable tests consume durable CPF contracts; reuse does not replace the ID-specific business state, failure, recovery or operation-ledger implementation.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04
