scenario_id,requirement_id,category,topology,preconditions,steps,failure_injection,expected_result,evidence,status
QA33-SC-0203,QA33-REQ-068,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Scheduler Ownership 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0204,QA33-REQ-068,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0205,QA33-REQ-069,SOURCE_CONTRACT,fresh clone / clean worktree,SchedulerDispatchService와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: misfire policy, dispatch batch size, rate limit, catch-up bound를 구현한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0206,QA33-REQ-069,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Scheduler Misfire 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0207,QA33-REQ-069,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0208,QA33-REQ-070,SOURCE_CONTRACT,fresh clone / clean worktree,SchedulerCoordinator;db-scheduler와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 2~5 instance, clock skew, DB pause, leader kill에서 trigger 정확성을 검증한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0209,QA33-REQ-070,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Scheduler Multi-instance 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0210,QA33-REQ-070,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0211,QA33-REQ-071,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgPrimaryHandler와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: SCG 표준 filter/policy와 replay-safe body hash/buffer/idempotency 조건을 적용한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0212,QA33-REQ-071,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Retry 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0213,QA33-REQ-071,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0214,QA33-REQ-072,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgPrimaryHandler.headers와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: inbound allowlist와 trusted proxy/header overwrite 정책을 적용한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0215,QA33-REQ-072,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Trust Boundary 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0216,QA33-REQ-072,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0217,QA33-REQ-073,SOURCE_CONTRACT,fresh clone / clean worktree,CpfGatewayLedgerCompletionFilter와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: AsyncListener/SCG completion hook으로 실제 write 종료·disconnect를 기록한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0218,QA33-REQ-073,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Completion 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0219,QA33-REQ-073,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0220,QA33-REQ-074,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgPrimaryHandler;CpfGatewayLedgerCompletionFilter와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 필수 보안 판단과 비오염 관측 기록을 outbox/분리 transaction으로 구현한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0221,QA33-REQ-074,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Isolation 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0222,QA33-REQ-074,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0223,QA33-REQ-075,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgTargetResolver와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: canonical URI builder, host/port/CIDR/service allowlist, redirect/DNS 정책을 적용한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0224,QA33-REQ-075,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway SSRF 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0225,QA33-REQ-075,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0226,QA33-REQ-076,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgTargetResolver와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Spring Cloud LoadBalancer 또는 명시적 제품 정책을 사용한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0227,QA33-REQ-076,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Load Balancing 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0228,QA33-REQ-076,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0229,QA33-REQ-077,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgPrimaryHandler와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: connect/send/response/read 단계별 unknown/retryability를 분류한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0230,QA33-REQ-077,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Unknown Result 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0231,QA33-REQ-077,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0232,QA33-REQ-078,SOURCE_CONTRACT,fresh clone / clean worktree,CpfScgPrimaryHandler와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: external request ID, CPF transaction ID, trace ID 생성·검증·전파를 정본화한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0233,QA33-REQ-078,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Transaction ID 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0234,QA33-REQ-078,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0235,QA33-REQ-079,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-gateway/build.gradle와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Release bundle에 실행 가능한 cpf-gateway.jar 하나만 허용하는 artifact matrix를 추가한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0236,QA33-REQ-079,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway Artifact 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0237,QA33-REQ-079,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0238,QA33-REQ-080,SOURCE_CONTRACT,fresh clone / clean worktree,V82__spring_batch_primary_control_link.sql와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 3개 Vendor에 scope+request hash와 lifecycle index를 추가한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0239,QA33-REQ-080,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Database 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0240,QA33-REQ-080,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0241,QA33-REQ-081,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-tools/db/vendor/**/rollback/R82*.sql와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: backup/export/retention/compatibility window와 승인된 destructive rollback을 분리한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0242,QA33-REQ-081,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Database Rollback 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0243,QA33-REQ-081,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0244,QA33-REQ-082,SOURCE_CONTRACT,fresh clone / clean worktree,V83__spring_session_jdbc_bff.sql와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: canonical vendor schema/version/drift fail-closed migration을 구현한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0245,QA33-REQ-082,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Database Migration 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0246,QA33-REQ-082,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0247,QA33-REQ-083,SOURCE_CONTRACT,fresh clone / clean worktree,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82..V85와 관련 정본을 최신 exact SHA에서 로드한다.","Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: canonical schema model과 실제 3DB lifecycle diff gate를 만든다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0248,QA33-REQ-083,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Database Vendor Parity 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0249,QA33-REQ-083,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
