requirement_id,section,edu_feature_ids,public_contract,reference_source,normal_scenario,error_fault_recovery_scenario,adm_observation_path,runtime_command,coverage_development_status,runtime_verification_status,evidence
EXS-INST,Gateway/External/Event,EDU-011 | EDU-028,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY,/gateway-health | /gateway-dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-REST,Gateway/External/Event,EDU-011 | EDU-028,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY,/gateway-health | /gateway-dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-FIXED,Gateway/External/Event,EDU-011 | EDU-028 | EDU-012,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/message/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/telegram/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-012-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-012-SCN-ERROR | EDU-012-SCN-RECOVERY | EDU-012-SCN-SECURITY,/gateway-health | /gateway-dashboard | /messages,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.telegram.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-SEC,Gateway/External/Event,EDU-011 | EDU-028,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY,/gateway-health | /gateway-dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-FILE,Gateway/External/Event,EDU-011 | EDU-028 | EDU-013,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/file/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/filetransfer/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-013-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-013-SCN-ERROR | EDU-013-SCN-RECOVERY | EDU-013-SCN-SECURITY,/gateway-health | /gateway-dashboard | /fileJobs,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.filetransfer.*"" --tests ""com.cpf.reference.archive.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-UNKNOWN,Gateway/External/Event,EDU-011 | EDU-028 | EDU-008,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-008-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY,/gateway-health | /gateway-dashboard | /recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EXS-RECON,Gateway/External/Event,EDU-011 | EDU-028 | EDU-008,cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java,cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-gateway/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java,EDU-011-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-008-SCN-NORMAL,EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY,/gateway-health | /gateway-dashboard | /recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EVENT-CORE,Gateway/External/Event,EDU-009 | EDU-010,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL,EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY,/recoveryCenter | /capacity,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EVENT-OUTBOX,Gateway/External/Event,EDU-009 | EDU-010,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL,EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY,/recoveryCenter | /capacity,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EVENT-BROKER,Gateway/External/Event,EDU-009 | EDU-010,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL,EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY,/recoveryCenter | /capacity,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
EVENT-DLQ,Gateway/External/Event,EDU-009 | EDU-010,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL,EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY,/recoveryCenter | /capacity,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAGA-CORE,Gateway/External/Event,EDU-008 | EDU-009,cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-008-SCN-NORMAL | EDU-009-SCN-NORMAL,EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY,/recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAGA-COMP,Gateway/External/Event,EDU-008 | EDU-009,cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-008-SCN-NORMAL | EDU-009-SCN-NORMAL,EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY,/recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAGA-MANUAL,Gateway/External/Event,EDU-008 | EDU-009,cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-008-SCN-NORMAL | EDU-009-SCN-NORMAL,EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY,/recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-CORE,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-JOB,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-ITEM,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-EXECUTOR,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-AGENT,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024 | EDU-026,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-026-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY,/batchExecutions | /batchWorkerPools | /batchAgents,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-CALL-SYNC,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024 | EDU-005,cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java | cpf-reference/src/main/java/com/cpf/reference/servicecall/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-005-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-005-SCN-ERROR | EDU-005-SCN-RECOVERY | EDU-005-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools | /serviceRegistry,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-CALL-ASYNC,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024 | EDU-005,cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java | cpf-reference/src/main/java/com/cpf/reference/servicecall/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-005-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-005-SCN-ERROR | EDU-005-SCN-RECOVERY | EDU-005-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools | /serviceRegistry,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BAT-SHARED,Batch/Center-Cut,EDU-021 | EDU-022 | EDU-024,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/worker/**/*.java,EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-024-SCN-NORMAL,EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY,/batchExecutions | /batchWorkerPools,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-CORE,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-RUNNER,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-PARAM,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-CLAIM,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-RATE,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-REPROCESS,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-UNKNOWN,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
CENTER-OPS,Batch/Center-Cut,EDU-025,cpf-batch/contract/src/main/java/**/*.java,cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java,EDU-025-SCN-NORMAL,EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY,/centerCut,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-AUTH,Admin/Security/Operations,EDU-029 | EDU-017,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-029-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/dashboard | /security,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-RBAC,Admin/Security/Operations,EDU-029 | EDU-017,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-029-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/dashboard | /security,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
