requirement_id,layer,section,owner,minimum_product_goal,priority,development_status,verification_status,current_rationale,source_mapping_status,consumer_mapping_status,runtime_evidence_status,acceptance_policy
REL-BUILD,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-tools/release,Fresh clone/clean cache Java25·LOCAL/REMOTE/OFFLINE·POM/BOM/Lock/Reproducible,P0,실패,미검증,현재 tracked frontend artifact와 verifier 계약으로 fresh clone frontend build 실패 예상,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REL-DEPLOY,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-tools/release,Signed Artifact·Channel·Install Lock·Rolling/Canary/Blue-Green·Selective Rollback,P0,부분 구현,미검증,배포 state/rollback 구조는 있으나 exact-SHA multi-instance fault runtime 미검증,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REL-MIG,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-tools/release,Product/DB/Config/API/Message/File Install/Upgrade/Forward Recovery,P0,부분 구현,미검증,관련 Source/Contract/Script 방향은 존재하나 전체 Consumer·오류·복구·다중 인스턴스·Evidence closure가 확인되지 않음,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REL-COMPAT,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-tools/release,Semantic Version·Range·Deprecation·Consumer Matrix·Mixed Version·Rollback,P0,부분 구현,미검증,관련 Source/Contract/Script 방향은 존재하나 전체 Consumer·오류·복구·다중 인스턴스·Evidence closure가 확인되지 않음,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
DOC-GOV,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-docs + owner,Final Target/ADR/Continuity/Current/Review/Handover 정본·폐기·승인,P0,실패,미검증,Current Request가 실제 Source 결함을 숨기고 독립 검증 한 건만 남았다고 선언,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
DOC-PRODUCT,CANONICAL_162,Generator/EDU/API/Quality/Productization,cpf-docs + owner,개발/운영/ADM/BZA/Gateway/Batch/설치/복구 Guide·OpenAPI·JavaDoc Source 일치,P0,실패,미검증,최신 docs-only commit의 Guide 기준 SHA가 이전 commit이며 구현과 독립 검증되지 않음,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
PROD-EDITION,CANONICAL_162,Generator/EDU/API/Quality/Productization,product governance,Edition/License/Capability Packaging과 Runtime 분리·지원상태,P1,재확인 필요,미검증,정본 요구는 존재하나 latest Source의 실제 구현·Consumer 범위를 충분히 확인하지 못함,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
PROD-MULTITENANT,CANONICAL_162,Generator/EDU/API/Quality/Productization,product governance,Tenant Context·Data/Config/Permission/Secret/Quota/Audit Isolation,P1,재확인 필요,미검증,정본 요구는 존재하나 latest Source의 실제 구현·Consumer 범위를 충분히 확인하지 못함,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
PROD-PLUGIN,CANONICAL_162,Generator/EDU/API/Quality/Productization,product governance,고객/기관 Plugin SPI·Package·Signature·Compatibility·Isolation·Lifecycle,P1,재확인 필요,미검증,정본 요구는 존재하나 latest Source의 실제 구현·Consumer 범위를 충분히 확인하지 못함,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
PROD-PACKAGE,CANONICAL_162,Generator/EDU/API/Quality/Productization,product governance,산업/금융 Capability Package·Dependency·Install/Upgrade·License·Support,P1,재확인 필요,미검증,정본 요구는 존재하나 latest Source의 실제 구현·Consumer 범위를 충분히 확인하지 못함,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REQ-GOV,CANONICAL_162,Generator/EDU/API/Quality/Productization,requirement governance,Requirement ID·Owner·Priority·Acceptance·Status·Continuity·Trace·승인,P0,부분 구현,미검증,관련 Source/Contract/Script 방향은 존재하나 전체 Consumer·오류·복구·다중 인스턴스·Evidence closure가 확인되지 않음,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REQ-REVIEW,CANONICAL_162,Generator/EDU/API/Quality/Productization,requirement governance,작업 전후 Requirement→구현·구현→Requirement 독립 검수,P0,실패,미검증,"기존 1,873 요구사항·441 시나리오와 Canonical 162의 latest-SHA 전수 재판정 부재",미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REQ-CODEX,CANONICAL_162,Generator/EDU/API/Quality/Productization,requirement governance,AI 요청의 Baseline·Scope·Architecture·Acceptance·Evidence·금지·Output,P0,실패,미검증,이전 QA35 prompt가 전체 프로젝트가 아니라 ADM/EDU와 55개 Gap에 집중,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
REQ-GAP,CANONICAL_162,Generator/EDU/API/Quality/Productization,requirement governance,새 요구 중복검사·Intake·Split/Supersede/Deprecate·Count 변화,P0,부분 구현,미검증,관련 Source/Contract/Script 방향은 존재하나 전체 Consumer·오류·복구·다중 인스턴스·Evidence closure가 확인되지 않음,미수집,미수집,미검증,17개 공통 완료 축 전수 검증 또는 승인된 N/A
