record_key,record_type,record_id,development_status,verification_status,owner_module,source_paths,test_paths,evidence_path,related_defects,notes
SCENARIO:QA33-SC-0141,SCENARIO,QA33-SC-0141,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,,QA33-DF-047,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0142,SCENARIO,QA33-SC-0142,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-048,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0143,SCENARIO,QA33-SC-0143,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,,QA33-DF-048,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0144,SCENARIO,QA33-SC-0144,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchJobFactory.java,,,QA33-DF-048,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0145,SCENARIO,QA33-SC-0145,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchCanonicalDigest.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-049,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0146,SCENARIO,QA33-SC-0146,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchCanonicalDigest.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-049,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0147,SCENARIO,QA33-SC-0147,완료,미검증,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchExecutionPlan.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchCanonicalDigest.java,,,QA33-DF-049,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0148,SCENARIO,QA33-SC-0148,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-050,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0149,SCENARIO,QA33-SC-0149,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-050,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0150,SCENARIO,QA33-SC-0150,완료,미검증,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,,,QA33-DF-050,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0151,SCENARIO,QA33-SC-0151,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-051,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0152,SCENARIO,QA33-SC-0152,완료,완료,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-051,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0153,SCENARIO,QA33-SC-0153,완료,미검증,repository-wide,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchStepDefinition.java,cpf-batch/contract/src/test/java/com/cpf/batch/api/BatchCanonicalDigestTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-051,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0154,SCENARIO,QA33-SC-0154,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-052,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0155,SCENARIO,QA33-SC-0155,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,,QA33-DF-052,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0156,SCENARIO,QA33-SC-0156,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,,QA33-DF-052,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0157,SCENARIO,QA33-SC-0157,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionListener.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-053,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0158,SCENARIO,QA33-SC-0158,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionListener.java,,,QA33-DF-053,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0159,SCENARIO,QA33-SC-0159,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionListener.java,,,QA33-DF-053,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0160,SCENARIO,QA33-SC-0160,완료,완료,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-054,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0161,SCENARIO,QA33-SC-0161,완료,미검증,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,,,QA33-DF-054,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0162,SCENARIO,QA33-SC-0162,완료,미검증,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,,,QA33-DF-054,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0163,SCENARIO,QA33-SC-0163,완료,완료,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchApprovedLaunchRequest.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-055,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0164,SCENARIO,QA33-SC-0164,완료,미검증,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchApprovedLaunchRequest.java,,,QA33-DF-055,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0165,SCENARIO,QA33-SC-0165,완료,미검증,repository-wide,cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchApprovedLaunchRequest.java,,,QA33-DF-055,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0166,SCENARIO,QA33-SC-0166,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessor.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemWriter.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessorTest.java,,QA33-DF-056,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0167,SCENARIO,QA33-SC-0167,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessor.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemWriter.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessorTest.java,,QA33-DF-056,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0168,SCENARIO,QA33-SC-0168,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessor.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfRemoteChunkItemWriter.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfRemoteChunkItemProcessorTest.java,,QA33-DF-056,V3 Owner Source·Consumer·Negative Test·정적 Gate 반영 완료. exact-SHA Runtime 검증은 verification_status에서 별도 추적.
SCENARIO:QA33-SC-0169,SCENARIO,QA33-SC-0169,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-057,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0170,SCENARIO,QA33-SC-0170,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,,QA33-DF-057,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0171,SCENARIO,QA33-SC-0171,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchExecutionProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchTasklet.java,,,QA33-DF-057,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0172,SCENARIO,QA33-SC-0172,완료,미검증,cpf-batch,cpf-docs/work/manifest/CPF_20260731_QA33_DELETE_PATHS.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-058,"SOURCE_CONTRACT: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
SCENARIO:QA33-SC-0173,SCENARIO,QA33-SC-0173,완료,미검증,cpf-batch,cpf-docs/work/manifest/CPF_20260731_QA33_DELETE_PATHS.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-058,"NEGATIVE_BOUNDARY: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
SCENARIO:QA33-SC-0174,SCENARIO,QA33-SC-0174,완료,미검증,cpf-batch,cpf-docs/work/manifest/CPF_20260731_QA33_DELETE_PATHS.txt;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-tools/scripts/verify-cpf-qa33-repository-closure.py,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-058,"RUNTIME_FAILURE_RECOVERY: Source, fail-closed gate, negative self-test/runtime runner implementation complete. Exact-SHA Java25/DB/Kafka/Browser/SBOM runtime verification remains unverified."
SCENARIO:QA33-SC-0175,SCENARIO,QA33-SC-0175,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfDisabledRemoteChannel.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-059,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0176,SCENARIO,QA33-SC-0176,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfDisabledRemoteChannel.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java,,,QA33-DF-059,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0177,SCENARIO,QA33-SC-0177,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfDisabledRemoteChannel.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java,,,QA33-DF-059,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0178,SCENARIO,QA33-SC-0178,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-060,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0179,SCENARIO,QA33-SC-0179,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java,,,QA33-DF-060,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0180,SCENARIO,QA33-SC-0180,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteConfiguration.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java,,,QA33-DF-060,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0181,SCENARIO,QA33-SC-0181,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java;cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-061,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0182,SCENARIO,QA33-SC-0182,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java;cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-061,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0183,SCENARIO,QA33-SC-0183,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,,,QA33-DF-061,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0184,SCENARIO,QA33-SC-0184,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteEnvelope.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-062,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0185,SCENARIO,QA33-SC-0185,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteEnvelope.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/CpfBatchRemoteCodecTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-062,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0186,SCENARIO,QA33-SC-0186,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteEnvelope.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchRemoteCodec.java,,,QA33-DF-062,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0187,SCENARIO,QA33-SC-0187,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaInboundBridge.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-063,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0188,SCENARIO,QA33-SC-0188,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaInboundBridge.java,,,QA33-DF-063,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0189,SCENARIO,QA33-SC-0189,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaInboundBridge.java,,,QA33-DF-063,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0190,SCENARIO,QA33-SC-0190,완료,완료,Kafka listeners,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaManagerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaWorkerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-064,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0191,SCENARIO,QA33-SC-0191,완료,완료,Kafka listeners,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaManagerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaWorkerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,cpf-batch/execution-runtime/src/test/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedgerTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-064,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0192,SCENARIO,QA33-SC-0192,완료,미검증,Kafka listeners,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaManagerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaWorkerListener.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/JdbcCpfBatchRemoteMessageLedger.java,,,QA33-DF-064,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0193,SCENARIO,QA33-SC-0193,완료,완료,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfKafkaOutboundMessageChannel.java,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-065,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0194,SCENARIO,QA33-SC-0194,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfKafkaOutboundMessageChannel.java,,,QA33-DF-065,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0195,SCENARIO,QA33-SC-0195,완료,미검증,repository-wide,cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfBatchKafkaRemoteProperties.java;cpf-batch/execution-runtime/src/main/java/com/cpf/batch/execution/CpfKafkaOutboundMessageChannel.java,,,QA33-DF-065,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0196,SCENARIO,QA33-SC-0196,완료,완료,repository-wide,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-066,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0197,SCENARIO,QA33-SC-0197,완료,완료,repository-wide,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,cpf-starters/messaging-kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-066,NEGATIVE_BOUNDARY: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0198,SCENARIO,QA33-SC-0198,완료,미검증,repository-wide,cpf-starters/messaging-kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,,,QA33-DF-066,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0199,SCENARIO,QA33-SC-0199,완료,완료,repository-wide,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql,,cpf-docs/evidence/current/qa33-development/CPF_20260731_QA33_FINAL_SOURCE_VALIDATION.sanitized.json,QA33-DF-067,SOURCE_CONTRACT: Overlay static/contract verification completed.
SCENARIO:QA33-SC-0200,SCENARIO,QA33-SC-0200,완료,미검증,repository-wide,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql,,,QA33-DF-067,NEGATIVE_BOUNDARY: Exact-SHA runtime/failure-recovery verification not executed.
SCENARIO:QA33-SC-0201,SCENARIO,QA33-SC-0201,완료,미검증,repository-wide,cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql,,,QA33-DF-067,RUNTIME_FAILURE_RECOVERY: Exact-SHA runtime/failure-recovery verification not executed.
