requirement_id,catalog_group,owner_scope,development_status,development_basis,static_gate,verification_class,verification_status,verification_owner,completion_note
SEC-APPROVAL,Admin/Security/Operations,cpf-core/src/main/java/com/cpf/core/api/security; cpf-admin; cpf-biz-admin,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SEC-AUDIT,Admin/Security/Operations,cpf-core/src/main/java/com/cpf/core/api/security; cpf-admin; cpf-biz-admin,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-METRIC,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-SLO,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-ALERT,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-INCIDENT,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-RUNBOOK,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-SELF,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-TOPOLOGY,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-MAINT,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-CONFIG,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-DRIFT,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-CAPACITY,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
OPS-DR,Admin/Security/Operations,cpf-admin; cpf-core/src/main/java/com/cpf/core/api/observability; deploy,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
DEVEX-QUICK,Generator/EDU/API/Quality/Productization,cpf-tools/generator/create-domain.ps1; cpf-tools/scripts; cpf-docs/guides,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
DEVEX-CODEGEN,Generator/EDU/API/Quality/Productization,cpf-tools/generator/create-domain.ps1; cpf-tools/scripts; cpf-docs/guides,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
DEVEX-COMMENT,Generator/EDU/API/Quality/Productization,cpf-tools/generator/create-domain.ps1; cpf-tools/scripts; cpf-docs/guides,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
ONBOARD-DOMAIN,Generator/EDU/API/Quality/Productization,cpf-tools/generator/create-domain.ps1; cpf-tools/scripts; cpf-docs/guides,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SAMPLE-ACC,Generator/EDU/API/Quality/Productization,cpf-account; cpf-member; cpf-reference; cpf-biz-admin; cpf-tools/generator,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SAMPLE-MBR,Generator/EDU/API/Quality/Productization,cpf-account; cpf-member; cpf-reference; cpf-biz-admin; cpf-tools/generator,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SAMPLE-REF,Generator/EDU/API/Quality/Productization,cpf-account; cpf-member; cpf-reference; cpf-biz-admin; cpf-tools/generator,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SAMPLE-BIZADM,Generator/EDU/API/Quality/Productization,cpf-account; cpf-member; cpf-reference; cpf-biz-admin; cpf-tools/generator,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
SAMPLE-EDU,Generator/EDU/API/Quality/Productization,cpf-account; cpf-member; cpf-reference; cpf-biz-admin; cpf-tools/generator,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
API-CONTRACT,Generator/EDU/API/Quality/Productization,cpf-core/src/main/java/com/cpf/core/api; cpf-admin; cpf-common,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
API-PAGING,Generator/EDU/API/Quality/Productization,cpf-core/src/main/java/com/cpf/core/api; cpf-admin; cpf-common,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
API-ASYNC,Generator/EDU/API/Quality/Productization,cpf-core/src/main/java/com/cpf/core/api; cpf-admin; cpf-common,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
API-FILE,Generator/EDU/API/Quality/Productization,cpf-core/src/main/java/com/cpf/core/api; cpf-admin; cpf-common,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
RULE-ARCH,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
RULE-SEC,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
RULE-QUALITY,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-UNIT,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-CONTRACT,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-RUNTIME,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-BROWSER,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-BROKER,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-FAULT,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
TEST-EVIDENCE,Generator/EDU/API/Quality/Productization,.github/workflows/cpf-final-source-gates.yml; cpf-tools/scripts; cpf-tools/verification; **/src/test,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REL-BUILD,Generator/EDU/API/Quality/Productization,deploy; cpf-tools/scripts; gradle; cpf-tools/build,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REL-DEPLOY,Generator/EDU/API/Quality/Productization,deploy; cpf-tools/scripts; gradle; cpf-tools/build,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REL-MIG,Generator/EDU/API/Quality/Productization,deploy; cpf-tools/scripts; gradle; cpf-tools/build,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REL-COMPAT,Generator/EDU/API/Quality/Productization,deploy; cpf-tools/scripts; gradle; cpf-tools/build,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
DOC-GOV,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
DOC-PRODUCT,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
PROD-EDITION,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-tools/build; deploy; cpf-core/src/main/java/com/cpf/core/api/feature,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
PROD-MULTITENANT,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-tools/build; deploy; cpf-core/src/main/java/com/cpf/core/api/feature,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
PROD-PLUGIN,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-tools/build; deploy; cpf-core/src/main/java/com/cpf/core/api/feature,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
PROD-PACKAGE,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-tools/build; deploy; cpf-core/src/main/java/com/cpf/core/api/feature,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,BUILD_TEST_RUNTIME,미검증,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REQ-GOV,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REQ-REVIEW,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REQ-CODEX,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
REQ-GAP,Generator/EDU/API/Quality/Productization,cpf-docs/governance; cpf-docs/guides; cpf-docs/work/current; cpf-docs/quality,완료,b8941577b99535ff3e64a4fad99b74bafa544227 기준선 구현 유지 + 20260729_04 Root Overlay Source/SQL/API/Test/Guide 보강,cpf-tools/verification/20260729_04/check_final_source_closure.py,STATIC_AND_EXACT_SHA_REVIEW,정적 검증 완료,Codex 검수 전용,실행 Evidence가 필요한 항목은 미검증이며 Source 미구현/부분 구현과 구분한다.
