defect_id,priority,classification,status,area,source_or_command,finding,impact,root_cause,required_fix,acceptance_gate,baseline_sha,qa32_completion_effect
QA33-DF-076,P1,SOURCE_CONFIRMED,미검증,Gateway Load Balancing,CpfScgTargetResolver,인메모리 round-robin만 사용하고 weight/zone/health freshness/inflight를 고려하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Spring Cloud LoadBalancer 또는 명시적 제품 정책을 사용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-077,P1,SOURCE_CONFIRMED,미검증,Gateway Unknown Result,CpfScgPrimaryHandler,모든 upstream exception attempt를 unknown=true로 기록한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,connect/send/response/read 단계별 unknown/retryability를 분류한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-078,P1,SOURCE_CONFIRMED,미검증,Gateway Transaction ID,CpfScgPrimaryHandler,새 tx UUID와 inbound transaction id 의미가 분리돼 전파 규칙이 불명확하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"external request ID, CPF transaction ID, trace ID 생성·검증·전파를 정본화한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-079,P1,SOURCE_CONFIRMED,미검증,Gateway Artifact,cpf-gateway/build.gradle,단일 bootJar 이름/main/war disable/final bundle gate가 불완전하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Release bundle에 실행 가능한 cpf-gateway.jar 하나만 허용하는 artifact matrix를 추가한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-080,P0,SOURCE_CONFIRMED,실패,Database,V82__spring_batch_primary_control_link.sql,idempotency_key가 전역 unique이고 request hash/scope column이 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,3개 Vendor에 scope+request hash와 lifecycle index를 추가한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-081,P0,SOURCE_CONFIRMED,실패,Database Rollback,cpf-tools/db/vendor/**/rollback/R82*.sql,Batch control/link/approval table을 즉시 drop해 감사·대사 데이터가 손실된다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,backup/export/retention/compatibility window와 승인된 destructive rollback을 분리한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-082,P1,SOURCE_CONFIRMED,미검증,Database Migration,V83__spring_session_jdbc_bff.sql,Spring Session table을 unconditional CREATE해 existing schema/drift와 충돌한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,canonical vendor schema/version/drift fail-closed migration을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-083,P1,EXACT_SOURCE_RECHECK,재확인 필요,Database Vendor Parity,"cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82..V85",파일 존재/checksum 외 DDL type/index/FK/default semantics parity가 미검증이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,canonical schema model과 실제 3DB lifecycle diff gate를 만든다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-084,P1,EXACT_SOURCE_RECHECK,재확인 필요,Database Migration,Flyway config/runtime,Flyway가 실제 Primary인지 기존 자체 migration executor 제거 여부가 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Runtime/CLI/Installer migration engine을 Flyway로 단일화한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-085,P1,EXACT_SOURCE_RECHECK,재확인 필요,Database Rollback,V82..V85 rollback across vendors,"FK order, transaction, data reverse transform, reapply가 미검증이다.",Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"reversible/irreversible 분류와 checkpoint backup, failure recovery를 검증한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-086,P0,SOURCE_CONFIRMED,실패,Deployment,DeploymentEngine.rollbackAfterFailure,DRAIN만 성공한 인스턴스도 touched로 분류해 install 전 rollback한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,stage별 side-effect ledger로 실제 변경된 operation만 역순 보상한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-087,P0,SOURCE_CONFIRMED,실패,Deployment Idempotency,DeploymentEngine.fromExisting,기존 deploymentId 재사용 시 새 request manifest/hash/approval을 비교하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,canonical request hash와 immutable field mismatch를 충돌로 거부한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-088,P0,SOURCE_CONFIRMED,실패,Deployment Lock,DeploymentEngine.acquire,lock store 장애를 UNKNOWN_RESULT로 끝내지만 reconcile 경로가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,lock claim과 adapter side-effect ledger를 대사하는 recovery API를 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-089,P1,SOURCE_CONFIRMED,미검증,Health Probe,HttpRuntimeHealthProbe,평문 http 고정이며 content-type/schema/service identity/build SHA/TLS를 검증하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,승인 scheme/TLS/JSON schema/service+version identity를 검증한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-090,P0,SOURCE_CONFIRMED,실패,Artifact Rollback,ArtifactInstaller.rollback,rollback 시 실제 binary digest/signature를 재검증하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,rollback 직전 digest/signature/trust/revocation/environment를 재검증한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-091,P0,SOURCE_CONFIRMED,실패,Artifact Trust,ArtifactVerifier,keyId가 실제 trust store key 선택과 연결되지 않고 단일 public key file을 쓴다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,keyId 기반 allowlisted trust store와 validity/revocation/rotation을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-092,P0,SOURCE_CONFIRMED,실패,Artifact State,ArtifactInstaller,artifact-state/previous properties가 서명/MAC 없이 로컬 파일로 저장된다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,상태 원장을 tamper-evident store로 만들고 owner/permission을 검사한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-093,P1,SOURCE_CONFIRMED,미검증,Artifact Atomicity,ArtifactInstaller.move/writeProperties,Atomic move 미지원 시 일반 replace로 fallback하고 fsync/journal이 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,capability fail-closed 또는 journaled two-phase activation을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-094,P1,SOURCE_CONFIRMED,미검증,Artifact Download,ArtifactInstaller,TLS 외 repository allowlist/proxy/content-type/digest header/DNS policy가 불충분하다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,egress/TLS/proxy/MIME/digest/redirect 정책을 정본화한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-095,P1,SOURCE_CONFIRMED,미검증,Bootstrap Secret,BzaBootstrapRunner.secureSecretFile,secret file owner/permission/ACL을 확인하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,OS별 owner/permission/ACL을 검증하고 지원 불가 환경을 fail-closed한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-096,P1,SOURCE_CONFIRMED,미검증,Bootstrap Recovery,BzaBootstrapRunner;ApprovalRepository,approval claim과 admin create/complete가 원자적이지 않아 response loss 대사가 어렵다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,operationId 기반 idempotent reconciliation과 terminal state recovery를 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-097,P1,SOURCE_CONFIRMED,미검증,Bootstrap Cleanup,BzaBootstrapRunner.destroySecretFile,secret 삭제 실패가 성공한 bootstrap 결과를 덮어쓸 수 있다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,cleanup failure를 별도 critical state/audit로 기록하고 outcome reconcile을 제공한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-098,P0,SOURCE_CONFIRMED,실패,Archive Memory,CpfArchiveEntry;LocalCpfArchiveService,Archive create API가 entry를 byte[]로 보유하고 content()마다 복사한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Path/InputStream supplier 기반 bounded streaming entry 계약으로 교체한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-099,P1,SOURCE_CONFIRMED,미검증,Archive Atomicity,LocalCpfArchiveService.create,최종 target에 직접 쓰고 실패 시 partial cleanup/atomic publish가 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,temp create+fsync+checksum+atomic publish와 failure cleanup을 구현한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-100,P1,EXACT_SOURCE_RECHECK,재확인 필요,Archive Security,LocalCpfArchiveService,compression ratio/nested depth/duplicate canonical path/case collision/reserved name이 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,ZIP/TAR/GZIP cross-platform security corpus와 추가 budget gate를 적용한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-101,P1,EXACT_SOURCE_RECHECK,재확인 필요,Attachment Streaming,CpfAttachmentStoragePort;all consumers,Stream API가 모든 upload/download/preview/archive/http consumer에 적용됐는지 미확인이다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,"byte[]/readAllBytes consumer 0, close/cancel/size bound를 call graph로 증명한다.",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-102,P0,SOURCE_CONFIRMED,실패,Supply Chain,generate-cpf-supply-chain-evidence.ps1,Syft가 final artifact가 아니라 dir:.을 스캔한다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,각 final JAR/ZIP/container/filesystem artifact를 개별 스캔하고 hash를 연결한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-103,P0,SOURCE_CONFIRMED,실패,Supply Chain,generate-cpf-supply-chain-evidence.ps1,ORT analyze만 실행하고 evaluate/report/NOTICE/source obligation을 검증하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,ORT evaluator/report와 NOTICE/source offer policy를 실행한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-104,P1,SOURCE_CONFIRMED,미검증,Supply Chain,verify-cpf-supply-chain.py,approved lock와 SBOM의 exact PURL/version/hash를 양방향 대조하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,component PURL/name/version/hash 양방향 lock 검증을 추가한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-105,P1,SOURCE_CONFIRMED,미검증,Supply Chain,verify-cpf-supply-chain.py,conditional license를 법무 승인/NOTICE/expiry와 연결하지 않는다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,conditional decision record와 owner/expiry/obligation을 필수화한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-106,P1,EXACT_SOURCE_RECHECK,재확인 필요,Supply Chain,CycloneDX/ORT/Syft/Grype outputs,도구별 input artifact hash/source SHA/tool version correlation이 없다.,Build/Runtime/보안/운영 정합성 또는 완료 Evidence를 훼손하며 QA32 전체 완료 판정을 무효화한다.,파일·Dependency·Marker·개발상태 중심 완료 판정으로 실제 Owner·Consumer·상태기계·다중 인스턴스·exact-SHA Evidence 검증이 부족했다.,Evidence manifest에 tool/config/input/output hash와 exact source SHA를 기록한다.,정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-107,P0,RUNTIME_UNVERIFIED,미검증,Build,gradlew.bat clean test --no-daemon --stacktrace,Java 25 전체 Gradle settings/projects/build/test/publish simulation가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`gradlew.bat clean test --no-daemon --stacktrace` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-108,P0,RUNTIME_UNVERIFIED,미검증,Frontend,npm ci && npm run verify && npx playwright test,ADM/BZA npm ci/lint/typecheck/unit/build 및 Playwright 3 Browser가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`npm ci && npm run verify && npx playwright test` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-109,P1,RUNTIME_UNVERIFIED,미검증,Database,"gradlew.bat qa33IntegrationTest -Pqa33Vendors=oracle,postgresql,mariadb",Oracle/PostgreSQL/MariaDB Install→Upgrade→Rollback→Reapply가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,"`gradlew.bat qa33IntegrationTest -Pqa33Vendors=oracle,postgresql,mariadb` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.",명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-110,P1,RUNTIME_UNVERIFIED,미검증,Batch/Kafka,gradlew.bat qa33IntegrationTest -Pqa33Kafka=true,Remote Partition/Chunk/Step duplicate/crash/rebalance/recovery가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`gradlew.bat qa33IntegrationTest -Pqa33Kafka=true` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-111,P1,RUNTIME_UNVERIFIED,미검증,Gateway/Operations,pwsh -NoProfile -File cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Root .,"Gateway stream/disconnect/retry/failover, deployment rollback, agent crash가 현재 exact SHA에서 실행 증명되지 않았다.",Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`pwsh -NoProfile -File cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Root .` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-112,P1,RUNTIME_UNVERIFIED,미검증,Supply Chain,pwsh -NoProfile -File cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1 -Root .,CycloneDX·ORT·Syft·Grype final artifact가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`pwsh -NoProfile -File cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1 -Root .` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
QA33-DF-113,P0,RUNTIME_UNVERIFIED,미검증,Evidence,python cpf-tools/scripts/verify-cpf-qa33-result-coverage.py --root . --release,수정 Push 후 latest exact SHA Evidence regeneration/coverage가 현재 exact SHA에서 실행 증명되지 않았다.,Source 수정 후에도 상용 완료를 판정할 수 없다.,실행 환경 부재 또는 Push 후 exact-SHA 재실행 누락,`python cpf-tools/scripts/verify-cpf-qa33-result-coverage.py --root . --release` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.,명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,1536a0d59004ebade7dcb29383cbe2e758547f8e,QA32 전체 완료 판정 금지
