scenario_id,linked_requirement_id,execution_order,scenario_type,qa_result,finding_ids,evidence_path,next_action
CPF-SC-005616,CPF-FR-015213,07-00015213,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005617,CPF-FR-015221,07-00015221,NORMAL,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005618,CPF-FR-015221,07-00015221,INVALID,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005619,CPF-FR-015221,07-00015221,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005620,CPF-FR-015221,07-00015221,DUPLICATE,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005621,CPF-FR-015221,07-00015221,TIMEOUT,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005622,CPF-FR-015221,07-00015221,UNKNOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005623,CPF-FR-015221,07-00015221,RESTART,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005624,CPF-FR-015221,07-00015221,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005625,CPF-FR-015229,07-00015229,NORMAL,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005626,CPF-FR-015229,07-00015229,INVALID,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005627,CPF-FR-015229,07-00015229,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005628,CPF-FR-015229,07-00015229,DUPLICATE,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005629,CPF-FR-015229,07-00015229,TIMEOUT,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005630,CPF-FR-015229,07-00015229,UNKNOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005631,CPF-FR-015229,07-00015229,RESTART,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005632,CPF-FR-015229,07-00015229,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005633,CPF-FR-015237,07-00015237,NORMAL,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005634,CPF-FR-015237,07-00015237,INVALID,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005635,CPF-FR-015237,07-00015237,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005636,CPF-FR-015237,07-00015237,DUPLICATE,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005637,CPF-FR-015237,07-00015237,TIMEOUT,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005638,CPF-FR-015237,07-00015237,UNKNOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005639,CPF-FR-015237,07-00015237,RESTART,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005640,CPF-FR-015237,07-00015237,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005641,CPF-FR-015245,07-00015245,NORMAL,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005642,CPF-FR-015245,07-00015245,INVALID,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005643,CPF-FR-015245,07-00015245,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005644,CPF-FR-015245,07-00015245,DUPLICATE,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005645,CPF-FR-015245,07-00015245,TIMEOUT,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005646,CPF-FR-015245,07-00015245,UNKNOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005647,CPF-FR-015245,07-00015245,RESTART,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005648,CPF-FR-015245,07-00015245,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005649,CPF-FR-015253,07-00015253,NORMAL,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005650,CPF-FR-015253,07-00015253,INVALID,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005651,CPF-FR-015253,07-00015253,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005652,CPF-FR-015253,07-00015253,DUPLICATE,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005653,CPF-FR-015253,07-00015253,TIMEOUT,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005654,CPF-FR-015253,07-00015253,UNKNOWN,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005655,CPF-FR-015253,07-00015253,RESTART,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005656,CPF-FR-015253,07-00015253,RECOVERY,미검증,QA12F-SCHED-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005657,CPF-FR-015261,07-00015261,NORMAL,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005658,CPF-FR-015261,07-00015261,INVALID,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005659,CPF-FR-015261,07-00015261,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005660,CPF-FR-015261,07-00015261,DUPLICATE,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005661,CPF-FR-015261,07-00015261,TIMEOUT,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005662,CPF-FR-015261,07-00015261,UNKNOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005663,CPF-FR-015261,07-00015261,RESTART,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005664,CPF-FR-015261,07-00015261,RECOVERY,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005665,CPF-FR-015269,07-00015269,NORMAL,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005666,CPF-FR-015269,07-00015269,INVALID,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005667,CPF-FR-015269,07-00015269,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005668,CPF-FR-015269,07-00015269,DUPLICATE,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005669,CPF-FR-015269,07-00015269,TIMEOUT,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005670,CPF-FR-015269,07-00015269,UNKNOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005671,CPF-FR-015269,07-00015269,RESTART,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005672,CPF-FR-015269,07-00015269,RECOVERY,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005673,CPF-FR-015277,07-00015277,NORMAL,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NORMAL 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005674,CPF-FR-015277,07-00015277,INVALID,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,INVALID 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005675,CPF-FR-015277,07-00015277,DEPENDENCY_DOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DEPENDENCY_DOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005676,CPF-FR-015277,07-00015277,DUPLICATE,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DUPLICATE 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005677,CPF-FR-015277,07-00015277,TIMEOUT,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,TIMEOUT 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005678,CPF-FR-015277,07-00015277,UNKNOWN,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,UNKNOWN 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005679,CPF-FR-015277,07-00015277,RESTART,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RESTART 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-005680,CPF-FR-015277,07-00015277,RECOVERY,미검증,QA12F-SCHED-001;QA12F-AGENT-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,RECOVERY 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023798,CPF-FR-012734,05-00012734,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023799,CPF-FR-012735,05-00012735,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023800,CPF-FR-012736,05-00012736,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023801,CPF-FR-012737,05-00012737,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023802,CPF-FR-012738,10-00012738,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023803,CPF-FR-012739,05-00012739,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023804,CPF-FR-012740,10-00012740,DIRECT_VERIFICATION,미통과,QA12F-RES-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023805,CPF-FR-012742,05-00012742,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023806,CPF-FR-012743,05-00012743,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023807,CPF-FR-012744,05-00012744,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023808,CPF-FR-012745,05-00012745,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023809,CPF-FR-012746,10-00012746,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023810,CPF-FR-012747,05-00012747,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023811,CPF-FR-012748,10-00012748,DIRECT_VERIFICATION,미검증,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 목표 환경 또는 동등 fault/runtime Harness 실행
CPF-SC-023812,CPF-FR-012750,05-00012750,DIRECT_VERIFICATION,미통과,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023813,CPF-FR-012751,05-00012751,DIRECT_VERIFICATION,미통과,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
CPF-SC-023814,CPF-FR-012752,05-00012752,DIRECT_VERIFICATION,미통과,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,DIRECT_VERIFICATION 실패 조건을 재현하는 Test/Runtime 보완 후 재검수
