domain,feature,requirement_start,requirement_end,requirement_count,scenario_count,public_contract,implementation_provider,actual_consumer,related_tests,runtime_or_alternative_evidence,finding_ids,qa_direct_patch,group_result,review_note
Event Contract,Partition Key,CPF-FR-013989,CPF-FR-013996,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,,아니오,미검증,Partition Key의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Ordering Key,CPF-FR-013997,CPF-FR-014004,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,,아니오,미검증,Ordering Key의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,TTL,CPF-FR-014005,CPF-FR-014012,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-001,아니오,미통과,TTL의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Payload Size,CPF-FR-014013,CPF-FR-014020,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-001,아니오,미통과,Payload Size의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Attribute Allowlist,CPF-FR-014021,CPF-FR-014028,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-001,아니오,미통과,Attribute Allowlist의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Serializer Allowlist,CPF-FR-014029,CPF-FR-014036,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-001,아니오,미통과,Serializer Allowlist의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Producer Binding,CPF-FR-014037,CPF-FR-014044,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,,아니오,미검증,Producer Binding의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Consumer Binding,CPF-FR-014045,CPF-FR-014052,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Consumer Binding의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Schema Compatibility,CPF-FR-014053,CPF-FR-014060,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-001,아니오,미통과,Schema Compatibility의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Publish Result,CPF-FR-014061,CPF-FR-014068,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,,아니오,미검증,Publish Result의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Consume Result,CPF-FR-014069,CPF-FR-014076,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Consume Result의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Acknowledgement,CPF-FR-014077,CPF-FR-014084,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Acknowledgement의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Redelivery,CPF-FR-014085,CPF-FR-014092,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Redelivery의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Backpressure,CPF-FR-014093,CPF-FR-014100,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Backpressure의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Consumer Concurrency,CPF-FR-014101,CPF-FR-014108,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Consumer Concurrency의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Event Contract,Multi-instance Correlation,CPF-FR-014109,CPF-FR-014116,8,15,cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerMessage/Envelope/Result and api/broker/*,"broker bridge, publisher/consumer workers, provider adapters",Kafka/Rabbit/JMS/IBM MQ bindings and Outbox/Inbox worker,broker core/provider/reliability-jdbc tests source inspected,envelope version/TTL/attribute+serializer allowlist/schema compatibility and actual consumer concurrency/multi-instance runtime incomplete,QA12F-EVT-002,아니오,미통과,Multi-instance Correlation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Connection Configuration,CPF-FR-014117,CPF-FR-014124,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미검증,Connection Configuration의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,TLS / Credential,CPF-FR-014125,CPF-FR-014132,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미검증,TLS / Credential의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Destination Provisioning,CPF-FR-014133,CPF-FR-014140,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미검증,Destination Provisioning의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Producer,CPF-FR-014141,CPF-FR-014148,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미검증,Producer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Consumer,CPF-FR-014149,CPF-FR-014156,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Consumer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Transaction,CPF-FR-014157,CPF-FR-014164,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Transaction의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Acknowledgement,CPF-FR-014165,CPF-FR-014172,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Acknowledgement의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Redelivery,CPF-FR-014173,CPF-FR-014180,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Redelivery의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Duplicate Handling,CPF-FR-014181,CPF-FR-014188,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Duplicate Handling의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Ordering,CPF-FR-014189,CPF-FR-014196,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Ordering의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Backpressure,CPF-FR-014197,CPF-FR-014204,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Backpressure의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Health,CPF-FR-014205,CPF-FR-014212,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Health의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Reconnect,CPF-FR-014213,CPF-FR-014220,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Reconnect의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Provider Error Mapping,CPF-FR-014221,CPF-FR-014228,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미검증,Provider Error Mapping의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Metrics,CPF-FR-014229,CPF-FR-014236,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Metrics의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Kafka,Operations Status,CPF-FR-014237,CPF-FR-014244,8,15,cpf-core api/common broker contracts,"cpf-starters/messaging/kafka CpfKafkaAutoConfiguration, KafkaCpfBrokerClient/BridgeAdapter, consumer control",broker bridge/worker and Kafka bindings,CpfKafkaPropertiesTest; KafkaCpfBrokerClientTest,actual broker TLS/topic provisioning/transaction/consumer ACK-rebalance/backpressure/health/metrics runtime 미검증,QA12F-KAFKA-001,아니오,미통과,Operations Status의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Connection Configuration,CPF-FR-014245,CPF-FR-014252,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미검증,Connection Configuration의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,TLS / Credential,CPF-FR-014253,CPF-FR-014260,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미검증,TLS / Credential의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Destination Provisioning,CPF-FR-014261,CPF-FR-014268,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미검증,Destination Provisioning의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Producer,CPF-FR-014269,CPF-FR-014276,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미검증,Producer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Consumer,CPF-FR-014277,CPF-FR-014284,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Consumer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Transaction,CPF-FR-014285,CPF-FR-014292,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Transaction의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Acknowledgement,CPF-FR-014293,CPF-FR-014300,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Acknowledgement의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Redelivery,CPF-FR-014301,CPF-FR-014308,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Redelivery의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Duplicate Handling,CPF-FR-014309,CPF-FR-014316,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Duplicate Handling의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Ordering,CPF-FR-014317,CPF-FR-014324,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Ordering의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Backpressure,CPF-FR-014325,CPF-FR-014332,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Backpressure의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Health,CPF-FR-014333,CPF-FR-014340,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Health의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Reconnect,CPF-FR-014341,CPF-FR-014348,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Reconnect의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Provider Error Mapping,CPF-FR-014349,CPF-FR-014356,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미검증,Provider Error Mapping의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Metrics,CPF-FR-014357,CPF-FR-014364,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Metrics의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
RabbitMQ AMQP,Operations Status,CPF-FR-014365,CPF-FR-014372,8,15,cpf-core broker contracts,CpfRabbitMqAutoConfiguration/Properties/BrokerClient,broker publisher/bridge,RabbitMQ starter tests source inspected,"actual exchange/queue, TLS, consumer ACK/redelivery/backpressure/reconnect/metrics runtime 미검증",QA12F-RABBIT-001,아니오,미통과,Operations Status의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Jakarta JMS,Connection Configuration,CPF-FR-014373,CPF-FR-014380,8,15,cpf-core broker contracts,CpfJmsAutoConfiguration/Properties/BrokerClient,provider-neutral broker publisher,JMS starter tests source inspected,actual provider destination/transaction/consumer ACK/redelivery/reconnect/metrics runtime 미검증,QA12F-JMS-001,아니오,미검증,Connection Configuration의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
