bundle_id,file_path,file_type,change_type,owner_module,actual_consumer_role,sha256,size_bytes,tracked_in_git,verification_result
BND-ADM-INTEGRATION-CONSUMER,cpf-tools/contracts/openapi/cpf-integration-closure.openapi.json,JSON,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,203d05d8d7f32e1870d4d84c8e025475a406ac8664ba44a2fb7c7bfe5d319895,1643,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/install/06_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,e43cc57b0810d1a529cdc5fc4ed9972d418f146f8e9bbfa8ccb50c9e8b23d7ea,2796,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/install/07_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,7fbf4c0de7ac9ea83470dbb318826b0351ba69e24015104850108ebc73a5ac4c,863,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/migration/V102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,e43cc57b0810d1a529cdc5fc4ed9972d418f146f8e9bbfa8ccb50c9e8b23d7ea,2796,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/migration/V103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,7fbf4c0de7ac9ea83470dbb318826b0351ba69e24015104850108ebc73a5ac4c,863,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/pack.json,JSON,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,65b85ea52a9316ad05f21c9c20efed4ad32691b3d59c2405ef67d065b7619160,7168,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/rollback/R102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,2ee89ebe13dd4da996671862989fe55e287cb60013563b294b86d6e59b88a661,290,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/rollback/R103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fcc98002cfb2a71d456a1c9b5af58e25c2f95f7da227622fd3e72e67f6b62b6e,47,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/centercut-item-complete.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,7aa68bc14e98fffaa98635018573f098afa1367559c3b9974766961288e9c573,225,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/execution-remote-message-reclaim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,b299f84483451ad142133f313dccc7a30c04b76ac84dd8e5b9acf3e11911d05c,317,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/execution-remote-message-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,144d2e5e9aa20145fd5c18079aa1db969b98001e6b95532f94a0fee27a902cf0,328,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/execution-remote-message-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5b27a5be6c9a28328e8d0a0f7ae488a3051c417e30fca86e4717bd23f059b575,260,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/execution-remote-message-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fb3078dc75c1fae8a05297b17595cffba24902e2fd5a70d89cbb6e46107070cb,362,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/scheduler-trigger-claim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,6188650153d3eaa9d53a70f85e3740b4e384c12c0f1f65036ab70625030b20e9,651,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/scheduler-trigger-find-dispatchable.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,981f1b045461cb59a10a8387bdffd2c5d4e735b66a41a74500c5ba6be6f1c946,361,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/scheduler-trigger-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,36a2be95b8ad8c2920f0b5000739ddf76a700bd505b76dad8a1a55f6a18a01f6,334,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/scheduler-trigger-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,b22d5123289f7b7ab82998fa55d682cfe4085aec623ef9d95a8ea94c5c467fda,234,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/runtime/bat/repository/scheduler-trigger-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,412e3578548c3c5ecfc0825138c546763b3231955241a2f0c610eb89cc9b35eb,398,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/runtime/integration-closure/integration_closure_queries.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,f26a75b084b7d65a612e2008dc83b73104bf636f78db54585cb61bf354a35e18,230,true,PASS_STATIC_OR_DIRECT
BND-NOTIFICATION-DB-PARITY,cpf-tools/db/vendor/mariadb/source/10_cpf_schema.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,85d4f231c269c31d74c81a6809d8207a03c3e539dd902d3a9cb60d8b349d9097,128695,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/source/17_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,e43cc57b0810d1a529cdc5fc4ed9972d418f146f8e9bbfa8ccb50c9e8b23d7ea,2796,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/source/18_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,7fbf4c0de7ac9ea83470dbb318826b0351ba69e24015104850108ebc73a5ac4c,863,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/mariadb/verify/102_verify_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,6c08e592751d609db19209724e813892efce0a73420dcfd284f802a284c51e40,190,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/mariadb/verify/103_verify_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,d9695dbef96060cd7fd91ecc374555d4e18c4b8f86a0c0af3fb4db93ae796ae1,156,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/install/06_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,64d2a4f878f41fd7defaaa26be83c3396b58e6655e971fac50d437c20e7e434c,3153,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/install/07_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,567e17194d5e059dceaf6a2578ae9c1ae4a315ef75bd75add25d4ebc1722551e,1199,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/migration/V102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,64d2a4f878f41fd7defaaa26be83c3396b58e6655e971fac50d437c20e7e434c,3153,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/migration/V103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,567e17194d5e059dceaf6a2578ae9c1ae4a315ef75bd75add25d4ebc1722551e,1199,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/pack.json,JSON,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,d2c22a07a3f4ee09759cc1a2f1ae817a0fcfe9ebc82a75fc51f42308d927174d,7186,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/rollback/R102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,2ee89ebe13dd4da996671862989fe55e287cb60013563b294b86d6e59b88a661,290,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/rollback/R103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fe12a5bdcb7b8695345edf81bc6dc2773a8e934b91b0ed75e6ebe866288c32a0,136,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/centercut-item-complete.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,7aa68bc14e98fffaa98635018573f098afa1367559c3b9974766961288e9c573,225,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/execution-remote-message-reclaim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,b299f84483451ad142133f313dccc7a30c04b76ac84dd8e5b9acf3e11911d05c,317,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/execution-remote-message-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,a715d033abddd6d899ae9b0d0a9c22c79584c9a0fb4b74af6747eaef9d965b56,324,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/execution-remote-message-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5b27a5be6c9a28328e8d0a0f7ae488a3051c417e30fca86e4717bd23f059b575,260,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/execution-remote-message-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fb3078dc75c1fae8a05297b17595cffba24902e2fd5a70d89cbb6e46107070cb,362,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/scheduler-trigger-claim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,f69c79356a506cfb62f80a3fba05ac4cc77ac70bc093585f182dd4cb44419f70,644,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/scheduler-trigger-find-dispatchable.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,030791e35bf78839a89d3ce71ea79ffa5f2a555875c1c9efa2d88c18dcaea800,377,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/scheduler-trigger-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,8cb75db2d3979e2ef94bdedf7a01bbb5e1ae13d12b7146ff24a87ff409e1c853,330,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/scheduler-trigger-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,b22d5123289f7b7ab82998fa55d682cfe4085aec623ef9d95a8ea94c5c467fda,234,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/runtime/bat/repository/scheduler-trigger-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,412e3578548c3c5ecfc0825138c546763b3231955241a2f0c610eb89cc9b35eb,398,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/runtime/integration-closure/integration_closure_queries.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,f26a75b084b7d65a612e2008dc83b73104bf636f78db54585cb61bf354a35e18,230,true,PASS_STATIC_OR_DIRECT
BND-NOTIFICATION-DB-PARITY,cpf-tools/db/vendor/oracle/source/10_cpf_schema.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,c7497fd77517fc94a09898ccb4d6631176a2753d0198d966addc2841076ba222,197297,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/source/17_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,64d2a4f878f41fd7defaaa26be83c3396b58e6655e971fac50d437c20e7e434c,3153,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/source/18_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,567e17194d5e059dceaf6a2578ae9c1ae4a315ef75bd75add25d4ebc1722551e,1199,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/oracle/verify/102_verify_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,d22fb499d5f82ea47179a1d776148aaa2b92c7242800e4ecfdfcda11cb6f2ae2,296,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/oracle/verify/103_verify_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,b725eb884781dcb8522048f74fa42855594364501199e2bb29be19cb50ea3fbd,114,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/install/06_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,eff898e52cf18b57e8f9ddbe281dec1ca2986f048bb230e7504daefcb40df089,2780,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/install/07_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5c21eca841f855e600fae51d4363b9ba642254fdcd87881721ae5994746a4c6e,1011,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/migration/V102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,eff898e52cf18b57e8f9ddbe281dec1ca2986f048bb230e7504daefcb40df089,2780,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/migration/V103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5c21eca841f855e600fae51d4363b9ba642254fdcd87881721ae5994746a4c6e,1011,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/pack.json,JSON,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,32288f22d0a71c3055eac1df1084e6ce4a53d62fce90b5728ecd072f7106692f,7202,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/rollback/R102__integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,2ee89ebe13dd4da996671862989fe55e287cb60013563b294b86d6e59b88a661,290,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/rollback/R103__batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fcc98002cfb2a71d456a1c9b5af58e25c2f95f7da227622fd3e72e67f6b62b6e,47,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/centercut-item-complete.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,7aa68bc14e98fffaa98635018573f098afa1367559c3b9974766961288e9c573,225,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/execution-remote-message-reclaim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,b299f84483451ad142133f313dccc7a30c04b76ac84dd8e5b9acf3e11911d05c,317,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/execution-remote-message-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,a715d033abddd6d899ae9b0d0a9c22c79584c9a0fb4b74af6747eaef9d965b56,324,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/execution-remote-message-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5b27a5be6c9a28328e8d0a0f7ae488a3051c417e30fca86e4717bd23f059b575,260,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/execution-remote-message-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,fb3078dc75c1fae8a05297b17595cffba24902e2fd5a70d89cbb6e46107070cb,362,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/scheduler-trigger-claim.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,0ea11cab856651793b12839909e53c7d386853b9315e0397a17bc0166895f863,645,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/scheduler-trigger-find-dispatchable.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,981f1b045461cb59a10a8387bdffd2c5d4e735b66a41a74500c5ba6be6f1c946,361,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/scheduler-trigger-reconcile-audit.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,8cb75db2d3979e2ef94bdedf7a01bbb5e1ae13d12b7146ff24a87ff409e1c853,330,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/scheduler-trigger-reconcile-load.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,b22d5123289f7b7ab82998fa55d682cfe4085aec623ef9d95a8ea94c5c467fda,234,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/runtime/bat/repository/scheduler-trigger-unknown-retry.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,412e3578548c3c5ecfc0825138c546763b3231955241a2f0c610eb89cc9b35eb,398,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/runtime/integration-closure/integration_closure_queries.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,f26a75b084b7d65a612e2008dc83b73104bf636f78db54585cb61bf354a35e18,230,true,PASS_STATIC_OR_DIRECT
BND-NOTIFICATION-DB-PARITY,cpf-tools/db/vendor/postgresql/source/10_cpf_schema.sql,SQL,UPDATE,cpf-tools,Product Source / Consumer / Test / SQL / Script,80a931800d01310f7b18c94280970e9aba6718775c240c2a05c124ff2ada94ec,205592,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/source/17_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,eff898e52cf18b57e8f9ddbe281dec1ca2986f048bb230e7504daefcb40df089,2780,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/source/18_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,5c21eca841f855e600fae51d4363b9ba642254fdcd87881721ae5994746a4c6e,1011,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/db/vendor/postgresql/verify/102_verify_integration_closure_lifecycle.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,01ed14449a245ac42e31ff3c0260a52c53651aff990a3462d891fc000286d0a7,220,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/db/vendor/postgresql/verify/103_verify_batch_unknown_reconciliation.sql,SQL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,723cbf20078abfde2353c58c11f982ecbf8619ea7afa18d3879e63eac62ab81d,128,true,PASS_STATIC_OR_DIRECT
BND-STARTER-GENERATOR-PUBLICATION,cpf-tools/generator/contracts/cpf-starter-catalog.json,JSON,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,6e23c3c6705ddb8ad415ccc9c5cc7da116215e977e6c62d4f2b6a74c2a0ed232,38231,true,PASS_STATIC_OR_DIRECT
BND-WEBHOOK-LIFECYCLE,cpf-tools/generator/templates/webhook/CpfGeneratedWebhookAdapter.java.tpl,TPL,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,758b4c5d4f8788c96697d76a780e17479b536be0147aa9b4325ec1041a24512d,622,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/scripts/run-cpf-integration-closure-target-verification.ps1,PS1,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,6554adac9c9df6a3a8f64a9923051dcc0617cf0357a8eb6462d51c03a56bce83,559,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/scripts/tests/runtime-fixtures/integration-closure/IntegrationClosureHarness.java,JAVA,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,c85497eaa3f37be62990c420eef6e4677951fe2ba5a5b94b22960afc1e5aa75a,6445,true,PASS_STATIC_OR_DIRECT
BND-BATCH-UNKNOWN-RECONCILIATION,cpf-tools/scripts/verify-cpf-batch-unknown-reconciliation.py,PY,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,c8197f2e88fca120117476410b4b42249c2140ee31473bcc60a214c1acefeb53,2602,true,PASS_STATIC_OR_DIRECT
BND-FINAL-LEDGER,cpf-tools/scripts/verify-cpf-final-integration-ledger.py,PY,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,7019e34983c0b9bed1b156e983b581aae0d4233bfa56e51160e6a9659a2a055c,4318,true,PASS_STATIC_OR_DIRECT
BND-FINAL-INTEGRATION-CLOSURE,cpf-tools/scripts/verify-cpf-integration-closure.py,PY,ADD,cpf-tools,Product Source / Consumer / Test / SQL / Script,9e74b9fdc7b72878790d834c1004c3498ea8d2a46f1cb319b712a1c33325c9a4,3040,true,PASS_STATIC_OR_DIRECT
BND-STARTER-GENERATOR-PUBLICATION,settings.gradle,GRADLE,UPDATE,settings.gradle,Product Source / Consumer / Test / SQL / Script,071ea602912545ac7c8e170269f239126a350833c14adea18f7b05f46d47b849,8280,true,PASS_STATIC_OR_DIRECT
