execution_order,requirement_id,work_package_id,requirement_group,feature,function_type,qa_status,owner_module,owner_package,actual_consumer,qa_reason,required_action,evidence,baseline_sha
09-00028674,CPF-FR-028674,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,IMPLEMENT,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast 구현은 일부 존재하지만 표준 전체 Consumer와 상태 계약을 완결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028675,CPF-FR-028675,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028676,CPF-FR-028676,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,SECURITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast의 security negative corpus와 browser runtime 검증이 필요하다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028677,CPF-FR-028677,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast의 오류·부분 실패 계약이 불완전하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028678,CPF-FR-028678,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028679,CPF-FR-028679,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,OPERATIONS,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast의 metric·log·trace·alert·runbook 회귀 관측 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028680,CPF-FR-028680,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Color Contrast의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028681,CPF-FR-028681,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,TEST,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast Playwright/a11y 실행 환경이 없어 정적 Source 검수만 완료했다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028682,CPF-FR-028682,P09-FRONTEND_STANDARD,FRONTEND,Color Contrast,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Color Contrast의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028684,CPF-FR-028684,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,IMPLEMENT,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom 구현은 일부 존재하지만 표준 전체 Consumer와 상태 계약을 완결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028685,CPF-FR-028685,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028686,CPF-FR-028686,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,SECURITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom의 security negative corpus와 browser runtime 검증이 필요하다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028687,CPF-FR-028687,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom의 오류·부분 실패 계약이 불완전하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028688,CPF-FR-028688,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028689,CPF-FR-028689,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,OPERATIONS,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom의 metric·log·trace·alert·runbook 회귀 관측 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028690,CPF-FR-028690,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"200 Percent Zoom의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028691,CPF-FR-028691,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,TEST,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom Playwright/a11y 실행 환경이 없어 정적 Source 검수만 완료했다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028692,CPF-FR-028692,P09-FRONTEND_STANDARD,FRONTEND,200 Percent Zoom,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,200 Percent Zoom의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028695,CPF-FR-028695,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028697,CPF-FR-028697,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028698,CPF-FR-028698,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028699,CPF-FR-028699,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,OPERATIONS,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion의 metric·log·trace·alert·runbook 회귀 관측 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028700,CPF-FR-028700,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Reduced Motion의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028701,CPF-FR-028701,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,TEST,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion Playwright/a11y 실행 환경이 없어 정적 Source 검수만 완료했다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028702,CPF-FR-028702,P09-FRONTEND_STANDARD,FRONTEND,Reduced Motion,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Reduced Motion의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/styles/cpf-design.css|cpf-admin/frontend/src/styles/adm.css|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028705,CPF-FR-028705,P09-FRONTEND_STANDARD,FRONTEND,Browser Console Error Gate,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Browser Console Error Gate에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028707,CPF-FR-028707,P09-FRONTEND_STANDARD,FRONTEND,Browser Console Error Gate,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Browser Console Error Gate의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028708,CPF-FR-028708,P09-FRONTEND_STANDARD,FRONTEND,Browser Console Error Gate,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Browser Console Error Gate에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028710,CPF-FR-028710,P09-FRONTEND_STANDARD,FRONTEND,Browser Console Error Gate,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Browser Console Error Gate의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028712,CPF-FR-028712,P09-FRONTEND_STANDARD,FRONTEND,Browser Console Error Gate,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Browser Console Error Gate의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028715,CPF-FR-028715,P09-FRONTEND_STANDARD,FRONTEND,Bundle Budget,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Bundle Budget에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028717,CPF-FR-028717,P09-FRONTEND_STANDARD,FRONTEND,Bundle Budget,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Bundle Budget의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028718,CPF-FR-028718,P09-FRONTEND_STANDARD,FRONTEND,Bundle Budget,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Bundle Budget에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
