canonical_requirement_id,owner,priority,work_type,canonical_goal,domain_file,work_package_count,work_item_ids,derived_requirement_mapping_status,scenario_mapping_status
BAT-EXECUTOR,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Java, approved Shell, File Watch/Process/Transfer, Service/API, Message Executor를 Step 안에서 timeout·resource·security 정책과 함께 제공한다.",40_BATCH_AGENT_WORKER.md,5,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-EXECUTOR-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-EXECUTOR-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-EXECUTOR-04-FAILURE_RECOVERY;CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-AGENT,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Agent pool, capability, zone, lease, heartbeat, drain, takeover, artifact/config, process tree와 execution output budget을 제공한다.",40_BATCH_AGENT_WORKER.md,5,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-AGENT-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-AGENT-04-FAILURE_RECOVERY;CPF-WP-BAT-AGENT-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-CALL-SYNC,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Batch/Worker의 업무 Domain 동기 호출에 Local/Remote parity, Header, deadline, idempotency, retry/unknown-result를 적용한다.",40_BATCH_AGENT_WORKER.md,4,CPF-WP-BAT-CALL-SYNC-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-CALL-SYNC-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-CALL-SYNC-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-CALL-ASYNC,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Batch/Worker의 Event/Outbox 비동기 호출에 stable message ID, retry/DLT, consumer idempotency와 completion correlation을 적용한다.",40_BATCH_AGENT_WORKER.md,4,CPF-WP-BAT-CALL-ASYNC-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-CALL-ASYNC-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-CALL-ASYNC-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BAT-SHARED,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Batch가 온라인/공유 Facade를 재사용할 때 Owner, transaction boundary, load isolation, version, topology와 운영 영향도를 정의한다.",40_BATCH_AGENT_WORKER.md,6,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-SHARED-02-IMPLEMENTATION_CONSUMER;CPF-WP-BAT-SHARED-03-VERIFICATION_EVIDENCE;CPF-WP-BAT-SHARED-04-FAILURE_RECOVERY;CPF-WP-BAT-SHARED-05-OPERATIONS_SECURITY;CPF-WP-BAT-SHARED-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-CORE,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"Center-Cut의 job/item/attempt/aggregate 상태모델, immutable policy와 Spring Batch/업무 transaction 경계를 제공한다.",41_CENTER_CUT.md,4,CPF-WP-CENTER-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-CORE-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-CORE-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-CORE-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-RUNNER,cpf-batch,P1,PRODUCT_IMPLEMENTATION,CenterCutRunner를 Agent 내장 또는 독립 Process로 배포하고 target generation→claim→dispatch→aggregate lifecycle을 제공한다.,41_CENTER_CUT.md,4,CPF-WP-CENTER-RUNNER-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-RUNNER-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-RUNNER-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-RUNNER-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-PARAM,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"대량 작업 parameter snapshot, schema, canonical hash, encryption/masking, version과 replay 재현성을 제공한다.",41_CENTER_CUT.md,6,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-PARAM-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-PARAM-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-PARAM-04-FAILURE_RECOVERY;CPF-WP-CENTER-PARAM-05-DATA_MIGRATION;CPF-WP-CENTER-PARAM-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-CLAIM,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"item claim, lease, fencing, chunk assignment, stale worker 차단, duplicate prevention과 restart를 제공한다.",41_CENTER_CUT.md,4,CPF-WP-CENTER-CLAIM-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-CLAIM-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-CLAIM-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-CLAIM-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-RATE,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"global/domain/target TPS·RPS, concurrency, backpressure, adaptive throttle, pause/drain과 multi-instance 일관성을 제공한다.",41_CENTER_CUT.md,4,CPF-WP-CENTER-RATE-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-RATE-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-RATE-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-RATE-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-REPROCESS,cpf-batch,P1,PRODUCT_IMPLEMENTATION,"failed-only·selected·range 재처리, approval, idempotency, prior result 보존, compensation와 결과 비교를 제공한다.",41_CENTER_CUT.md,4,CPF-WP-CENTER-REPROCESS-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-REPROCESS-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-REPROCESS-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-REPROCESS-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-UNKNOWN,cpf-batch,P0,PRODUCT_IMPLEMENTATION,item/attempt 결과 불명을 분류·대사하고 확인 전 무조건 재처리를 금지하며 수동 확정과 audit를 제공한다.,41_CENTER_CUT.md,5,CPF-WP-CENTER-UNKNOWN-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-UNKNOWN-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-UNKNOWN-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-UNKNOWN-04-FAILURE_RECOVERY;CPF-WP-CENTER-UNKNOWN-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
CENTER-OPS,cpf-batch,P1,PRODUCT_IMPLEMENTATION,ADM에서 job/item/attempt/timeline/progress/error/reprocess/pause/cancel/drain을 권한·사유·승인과 함께 제공한다.,41_CENTER_CUT.md,4,CPF-WP-CENTER-OPS-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-OPS-02-IMPLEMENTATION_CONSUMER;CPF-WP-CENTER-OPS-03-VERIFICATION_EVIDENCE;CPF-WP-CENTER-OPS-04-FAILURE_RECOVERY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-AUTH,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"운영자 identity, password/MFA/OIDC, JDBC Session, session fixation·concurrency·revocation·force logout과 fail-closed product profile을 제공한다.",50_ADMIN_PLATFORM_PART_01.md,6,CPF-WP-ADM-AUTH-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-AUTH-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-AUTH-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-AUTH-04-FAILURE_RECOVERY;CPF-WP-ADM-AUTH-05-OPERATIONS_SECURITY;CPF-WP-ADM-AUTH-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-RBAC,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"menu/button/API/command 권한, role mapping, 유효기간, organization context, server-side enforcement와 cache invalidation을 제공한다.",50_ADMIN_PLATFORM_PART_01.md,4,CPF-WP-ADM-RBAC-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-RBAC-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-RBAC-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-RBAC-04-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-AUDIT,cpf-admin,P1,PRODUCT_IMPLEMENTATION,운영자·대상·before/after masked snapshot·reason·approval·result·transactionId의 immutable/tamper-evident audit를 제공한다.,50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-AUDIT-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-AUDIT-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-AUDIT-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-AUDIT-04-FAILURE_RECOVERY;CPF-WP-ADM-AUDIT-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-TX,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"온라인/비동기/Batch/외부연계 transaction 검색, 표준 Header, payload masking, segment/attempt linkage와 상세 조회를 제공한다.",50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-TX-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-TX-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-TX-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-TX-04-FAILURE_RECOVERY;CPF-WP-ADM-TX-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-TIMELINE,cpf-admin,P1,PRODUCT_IMPLEMENTATION,transactionId 기준 Local/Remote/Event/Batch/Gateway/File/Agent timeline을 순서·시각·instance·failure stage로 재구성한다.,50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-TIMELINE-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-TIMELINE-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-TIMELINE-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-TIMELINE-04-FAILURE_RECOVERY;CPF-WP-ADM-TIMELINE-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-SERVICE,cpf-admin,P1,PRODUCT_IMPLEMENTATION,service/endpoint/instance/health/version/zone/routing/maintenance/draining을 조회·제어하되 Owner Command API를 사용한다.,50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-SERVICE-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-SERVICE-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-SERVICE-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-SERVICE-04-OPERATIONS_SECURITY;CPF-WP-ADM-SERVICE-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-LOG,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"File/DB Log 조회, saved search, trace boost, dynamic log level, retention, download guard와 권한·audit를 제공한다.",50_ADMIN_PLATFORM_PART_01.md,6,CPF-WP-ADM-LOG-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-LOG-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-LOG-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-LOG-04-FAILURE_RECOVERY;CPF-WP-ADM-LOG-05-OPERATIONS_SECURITY;CPF-WP-ADM-LOG-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-BATCH,cpf-admin,P1,PRODUCT_IMPLEMENTATION,Job definition/execution/step/checkpoint/restart/stop/recover와 승인·사유·Spring Batch ID 연계를 제공한다.,50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-BATCH-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-BATCH-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-BATCH-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-BATCH-04-FAILURE_RECOVERY;CPF-WP-ADM-BATCH-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-CENTER,cpf-admin,P1,PRODUCT_IMPLEMENTATION,Center-Cut job/item/attempt/progress/reprocess/unknown/compensation 운영 기능을 제공한다.,50_ADMIN_PLATFORM_PART_01.md,5,CPF-WP-ADM-CENTER-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-CENTER-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-CENTER-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-CENTER-04-FAILURE_RECOVERY;CPF-WP-ADM-CENTER-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-AGENT,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"Agent/Runner/Worker registry, capability, heartbeat, artifact, process, drain/takeover와 위험조치 승인을 제공한다.",50_ADMIN_PLATFORM_PART_01.md,6,CPF-WP-ADM-AGENT-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-AGENT-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-AGENT-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-AGENT-04-FAILURE_RECOVERY;CPF-WP-ADM-AGENT-05-OPERATIONS_SECURITY;CPF-WP-ADM-AGENT-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-EXS,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"외부기관 endpoint, health, credential/certificate status, request/response timeline, unknown/reconciliation을 기술 Owner API로 관제한다.",50_ADMIN_PLATFORM_PART_02.md,5,CPF-WP-ADM-EXS-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-EXS-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-EXS-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-EXS-04-FAILURE_RECOVERY;CPF-WP-ADM-EXS-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-RECOVERY,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"unknown-result, DLQ, Saga, deployment, file/batch 실패의 runbook, 승인된 recover/compensate/reconcile와 결과 추적을 제공한다.",50_ADMIN_PLATFORM_PART_02.md,5,CPF-WP-ADM-RECOVERY-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-RECOVERY-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-RECOVERY-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-RECOVERY-04-FAILURE_RECOVERY;CPF-WP-ADM-RECOVERY-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-INCIDENT,cpf-admin,P1,PRODUCT_IMPLEMENTATION,alert→incident→severity/owner→runbook/action→postmortem/closure 흐름과 관련 transaction/evidence를 연결한다.,50_ADMIN_PLATFORM_PART_02.md,5,CPF-WP-ADM-INCIDENT-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-INCIDENT-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-INCIDENT-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-INCIDENT-04-FAILURE_RECOVERY;CPF-WP-ADM-INCIDENT-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-UX,cpf-admin,P1,PRODUCT_IMPLEMENTATION,대량 검색·paging·sort·filter·saved condition·status·empty/error/loading·responsive·keyboard·accessibility·safe download UX를 제공한다.,50_ADMIN_PLATFORM_PART_02.md,4,CPF-WP-ADM-UX-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-UX-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-UX-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-UX-04-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ADM-APPROVAL,cpf-admin,P1,PRODUCT_IMPLEMENTATION,"플랫폼 위험조치의 versioned policy, ALL/ANY/N_OF_M, SoD, expiry, break-glass, immutable command hash와 owner-command execution을 제공한다.",50_ADMIN_PLATFORM_PART_02.md,6,CPF-WP-ADM-APPROVAL-01-CONTRACT_OWNERSHIP;CPF-WP-ADM-APPROVAL-02-IMPLEMENTATION_CONSUMER;CPF-WP-ADM-APPROVAL-03-VERIFICATION_EVIDENCE;CPF-WP-ADM-APPROVAL-04-FAILURE_RECOVERY;CPF-WP-ADM-APPROVAL-05-OPERATIONS_SECURITY;CPF-WP-ADM-APPROVAL-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BZA-BUSINESS,cpf-biz-admin,P2,PRODUCT_IMPLEMENTATION,고객 업무 관리자 메뉴·권한·업무 조회·등록·변경·download·approval을 업무 Domain Public Contract로 수행한다.,51_BIZ_ADMIN.md,5,CPF-WP-BZA-BUSINESS-01-CONTRACT_OWNERSHIP;CPF-WP-BZA-BUSINESS-02-IMPLEMENTATION_CONSUMER;CPF-WP-BZA-BUSINESS-03-VERIFICATION_EVIDENCE;CPF-WP-BZA-BUSINESS-04-FAILURE_RECOVERY;CPF-WP-BZA-BUSINESS-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BZA-ORG,cpf-biz-admin,P2,PRODUCT_IMPLEMENTATION,"조직 hierarchy, 직원, 사번, 직급/직책, 유효기간 assignment, 겸직/파견/대행, masked profile과 결재 snapshot을 제공한다.",51_BIZ_ADMIN.md,5,CPF-WP-BZA-ORG-01-CONTRACT_OWNERSHIP;CPF-WP-BZA-ORG-02-IMPLEMENTATION_CONSUMER;CPF-WP-BZA-ORG-03-VERIFICATION_EVIDENCE;CPF-WP-BZA-ORG-04-FAILURE_RECOVERY;CPF-WP-BZA-ORG-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BZA-APPROVAL,cpf-biz-admin,P2,PRODUCT_IMPLEMENTATION,순차/병렬/개인/role/조직/ALL/ANY/N_OF_M/위임/대결/회수/재상신/만료/동시승인과 policy/instance 분리를 제공한다.,51_BIZ_ADMIN.md,5,CPF-WP-BZA-APPROVAL-01-CONTRACT_OWNERSHIP;CPF-WP-BZA-APPROVAL-02-IMPLEMENTATION_CONSUMER;CPF-WP-BZA-APPROVAL-03-VERIFICATION_EVIDENCE;CPF-WP-BZA-APPROVAL-04-FAILURE_RECOVERY;CPF-WP-BZA-APPROVAL-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
BZA-SEQUENCE-SAMPLE,cpf-biz-admin,P2,REFERENCE_IMPLEMENTATION,업무 채번을 선택형 Customization Sample로 제공하되 기본 Runtime 의존을 만들지 않고 규칙·시험·승인·audit를 교육한다.,51_BIZ_ADMIN.md,3,CPF-WP-BZA-SEQUENCE-SAMPLE-01-REFERENCE_RUNTIME;CPF-WP-BZA-SEQUENCE-SAMPLE-02-FAILURE_PARITY;CPF-WP-BZA-SEQUENCE-SAMPLE-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-AUTHN,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"사용자·운영자·service의 MFA/OIDC/OAuth2/JWT/API key/mTLS 인증, credential lifecycle, session/token replay 방어를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,5,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUTHN-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-AUTHN-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-AUTHN-04-FAILURE_RECOVERY;CPF-WP-SEC-AUTHN-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-AUTHZ,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"RBAC/ABAC, least privilege, server-side resource/action authorization, SoD, permission version과 즉시 회수를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,5,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUTHZ-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-AUTHZ-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-AUTHZ-04-OPERATIONS_SECURITY;CPF-WP-SEC-AUTHZ-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-SECRET,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"Secret Provider SPI, 외부 Vault/file/env integration, encryption, rotation, revocation, zeroization와 log/evidence 원문 금지를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,5,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-SECRET-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-SECRET-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-SECRET-04-FAILURE_RECOVERY;CPF-WP-SEC-SECRET-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-CERT,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"certificate/key trust store, issuance/import, expiry alert, rotation, revocation, mTLS identity와 keyId 기반 검증을 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,4,CPF-WP-SEC-CERT-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-CERT-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-CERT-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-CERT-04-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-PRIVACY,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"PII catalog, 목적·최소수집·동의/법적근거, masking, raw access, retention/deletion, export와 audit를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,6,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-PRIVACY-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-PRIVACY-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-PRIVACY-04-FAILURE_RECOVERY;CPF-WP-SEC-PRIVACY-05-OPERATIONS_SECURITY;CPF-WP-SEC-PRIVACY-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-DOWNLOAD,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,대량/민감 download의 권한·사유·승인·watermark·row/size limit·expiry·encryption·one-time link와 audit를 제공한다.,60_SECURITY_PRIVACY_CRYPTO.md,4,CPF-WP-SEC-DOWNLOAD-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-DOWNLOAD-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-DOWNLOAD-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-DOWNLOAD-04-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-APP,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"injection, SSRF, path traversal, upload/archive bomb, XSS/CSRF, deserialization, process execution, security header와 secure default를 통제한다.",60_SECURITY_PRIVACY_CRYPTO.md,6,CPF-WP-SEC-APP-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-APP-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-APP-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-APP-04-FAILURE_RECOVERY;CPF-WP-SEC-APP-05-OPERATIONS_SECURITY;CPF-WP-SEC-APP-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-APPROVAL,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"보안 위험행위의 dual control, 자기승인 금지, immutable target hash, expiry, break-glass, 사후 review를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,5,CPF-WP-SEC-APPROVAL-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-APPROVAL-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-APPROVAL-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-APPROVAL-04-FAILURE_RECOVERY;CPF-WP-SEC-APPROVAL-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SEC-AUDIT,cpf-core security contract + product owner,P0,PRODUCT_IMPLEMENTATION,"audit append-only/tamper detection, hash chain/signature, clock/identity, retention, search, export와 evidence integrity를 제공한다.",60_SECURITY_PRIVACY_CRYPTO.md,6,CPF-WP-SEC-AUDIT-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUDIT-02-IMPLEMENTATION_CONSUMER;CPF-WP-SEC-AUDIT-03-VERIFICATION_EVIDENCE;CPF-WP-SEC-AUDIT-04-FAILURE_RECOVERY;CPF-WP-SEC-AUDIT-05-OPERATIONS_SECURITY;CPF-WP-SEC-AUDIT-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
