exec_id,canonical_ref,target_menu_group,route_id,current_path,screen_name,risk_level,feature_description,required_ui,required_flow,acceptance,evidence,status,coverage_route_id,coverage_path,coverage_mode,coverage_notes,development_status,verification_status
ADMUI-062,ADM-RBAC,08 보안·권한·승인,permissions,/permissions,권한,MEDIUM,"Menu/Button/API/Command Permission, Role, Matrix를 조회·편집하며 Server-side Enforcement와 Cache 반영을 검증.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 26개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,permissions,/permissions,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-063,"ADM-AUTH, ADM-AUDIT",08 보안·권한·승인,secrets,/secrets,Secret / Key,HIGH,Secret Metadata/Provider 상태와 Rotation을 제공하되 Secret 원문은 UI·Log·Evidence에 노출하지 않음.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,secrets,/secrets,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-064,"ADM-AUTH, ADM-RBAC",08 보안·권한·승인,security,/security,보안,HIGH,MFA 등록/검증/해제와 IP Allowlist를 관리하고 Fail-closed 인증상태를 진단.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 6개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,security,/security,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-065,ADM-AUTH,08 보안·권한·승인,auth-session,TBD,인증·세션 운영,HIGH,"Password/MFA/OIDC 로그인 상태, JDBC Session, fixation/concurrency/revocation/force logout을 운영자 관점에서 조회·제어.",Login/session state; IdP/MFA status; session list; revoke/force logout; fail-closed error UX,Identity→Session→Role→Menu/API permission→Audit,Canonical ADM-AUTH 전 항목이 Page/API/Test 또는 명시적 non-menu UX로 증명,"E2E auth/session, negative security evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operators,/operators,INTEGRATED,운영자 화면의 Session 목록·만료정리·강제 revoke와 Password/MFA 화면을 연계,완료,미검증
ADMUI-066,ADM-EXS,03 서비스·연계·Gateway,external-institutions,TBD,외부기관 관제,HIGH,"외부기관 Endpoint/Health/Credential·Certificate 상태, Request/Response Timeline, UNKNOWN/Reconcile을 한 화면 흐름으로 제공.",기관/Endpoint filter; cert expiry; credential metadata; health; timeline; unknown; reconcile; masking,Institution→Endpoint→Health→Transaction→Failure→Unknown→Reconcile→Audit,Gateway/Integration 기존화면으로 완전 Coverage되거나 전용 화면 추가,"Browser E2E, certificate/credential masking, reconciliation evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,외부기관 호출 상태 Projection에서 Transaction Trace와 Gateway 관제로 Drill-down,완료,미검증
ADMUI-067,ADM-INCIDENT,05 로그·감사·Incident,incident-postmortem,TBD,Incident Postmortem·Closure,MEDIUM,Incident 해결 이후 원인·영향·조치·Evidence·재발방지·Closure를 보존.,Timeline; owner; severity; related Tx; runbook; actions; postmortem; closure,Alert→Incident→Action→Resolve→Postmortem→Closure,ADM-INCIDENT의 postmortem/closure가 실제 API·UI·Audit로 확인,Incident E2E and evidence,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,incidents,/incidents,INTEGRATED,Incident 해결 후 POSTMORTEM 명령·immutable timeline·audit를 동일 Incident 화면에서 수행,완료,미검증
ADMUI-068,ADM-AUDIT,05 로그·감사·Incident,audit-diff,TBD,변경 전·후 Audit Diff,MEDIUM,"위험/설정 변경의 Before/After Masked Snapshot, Reason, Approval, Result, TransactionId와 tamper-evident 상태를 가독성 있게 비교.",Diff view; masked values; actor; target; reason; approval; result; txId; integrity status,Change→Approval→Execution→Before/After→Audit integrity,ADM-AUDIT 모든 필드와 immutable/tamper-evident Evidence 확인,Audit API+DB+UI+integrity test,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,auditLogs,/auditLogs,INTEGRATED,감사 로그의 before/after·reason·approval·transaction correlation을 동일 감사 흐름에서 비교,완료,미검증
ADMUI-069,OPS-METRIC,01 운영현황,ops-metrics,TBD,Metrics Explorer,MEDIUM,Transaction/Service/Instance/DB/Broker/Batch/Gateway/Agent bounded-cardinality Metric Dashboard/Export.,기간/Scope/Metric selector; p50/p95/p99; success/error/timeout; DB/Broker/Batch/Gateway/Agent; drill-down; export,Menu→Metric API→Runtime telemetry→Alert/Incident,"OPS-METRIC 전체와 label cardinality 안전성, Browser/E2E",Metric API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,최근 거래 Metric/SLO Projection과 기존 Runtime/Prometheus 관제로 연결,완료,미검증
ADMUI-070,OPS-SLO,01 운영현황,ops-slo,TBD,SLO·Error Budget,MEDIUM,Availability/Latency/Error/Freshness/Backlog/Recovery SLI/SLO와 Error Budget/Burn-rate 운영.,SLO list/detail; current vs target; budget; burn-rate; breach; incident drill-down; version/approval,Metric→SLI→SLO→Alert→Incident,"OPS-SLO 전 항목, 변경 Version/Audit",SLO API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,cpf.ops.slo.* 정책과 실제 거래 Metric을 한 Projection에서 비교,완료,미검증
ADMUI-071,OPS-ALERT,05 로그·감사·Incident,ops-alerts,TBD,Alert Center,MEDIUM,Alert dedup/grouping/inhibition/severity/routing/escalation/suppression/acknowledgement.,filter/group; ack; suppression; escalation; incident/runbook link; storm-safe paging,Signal→Alert→Ack/Route→Incident→Runbook,"OPS-ALERT 전체, storm/duplicate tests",Alert API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,Incident/Alert Projection에서 Incident 화면의 acknowledge/resolve/postmortem으로 연결,완료,미검증
ADMUI-072,OPS-RUNBOOK,05 로그·감사·Incident,ops-runbooks,TBD,Runbook Center,HIGH,탐지조건·영향·진단·안전조치·rollback·escalation·검증·종결기준을 실행 가능한 Runbook으로 제공.,versioned steps; owner; permissions; command links; evidence; closure criteria,Incident→Runbook→Step/Command→Verify→Close,"OPS-RUNBOOK 전 항목, Owner Command 연결",Runbook API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,cpf.ops.runbook.* 정책을 조회하고 Config Owner 화면에서 versioned 변경,완료,미검증
ADMUI-073,OPS-SELF,06 복구·변경·배포,ops-self-healing,TBD,자동진단·자동복구,CRITICAL,"자동진단/자동복구 allowlist, rate/attempt limit, circuit stop, approval boundary, rollback, immutable audit.",allowlist; trigger; preview; attempts; rate; circuit; rollback; kill switch; audit,Alert→Policy→Auto action→Verify/Rollback→Audit,OPS-SELF fault/retry/circuit/rollback tests,Self-healing API/UI/fault evidence,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,자동복구 정책 조회 후 Runtime Control·Approval의 preview/승인/rollback 실행 경로로 연결,완료,미검증
ADMUI-074,OPS-TOPOLOGY,01 운영현황,ops-topology,TBD,Versioned Topology Catalog,MEDIUM,Service/Instance/Dependency/Domain/Owner/DB/Broker/Endpoint 관계와 Versioned Snapshot.,graph/list; owner/version/zone/health; DB/Broker/external; dependency drill-down,Topology→Health/Metric→Transaction/Incident,OPS-TOPOLOGY 관계/버전/E2E,Topology API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,topology,/topology,INTEGRATED,서비스·Endpoint·Instance·Health 관계를 기존 Topology/Service Registry 화면으로 통합,완료,미검증
ADMUI-075,OPS-MAINT,06 복구·변경·배포,ops-maintenance,TBD,Maintenance·Drain,CRITICAL,Maintenance/admission block/drain/quiesce/in-flight deadline/health-routing/resume/audit.,target; impact; in-flight; deadline; preview; reason; approval; resume; audit,Preview→Approve→Drain→Verify→Resume,OPS-MAINT multi-instance/in-flight tests,Maintenance API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,maintenance,/maintenance,INTEGRATED,Maintenance·Drain·Resume 위험조치를 기존 Maintenance Owner 화면으로 통합,완료,미검증
ADMUI-076,OPS-CONFIG,07 기준정보·플랫폼설정,ops-config,TBD,Runtime Config Rollout,CRITICAL,Config catalog/schema/encryption/version/staged rollout/approval/dynamic apply/rollback/drift.,desired/actual; schema; version; diff; staged rollout; instance results; rollback; drift,Change→Approve→Rollout→Verify→Rollback/Reconcile,OPS-CONFIG partial failure/drift tests,Config API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,configs,/configs,INTEGRATED,"설정 Catalog/Version/Audit 변경은 Config Owner, runtime apply/drift는 Runtime Control과 연계",완료,미검증
ADMUI-077,OPS-DRIFT,06 복구·변경·배포,ops-drift,TBD,Desired-Actual Drift,HIGH,Source/Artifact/Config/DB/Route/Permission/Runtime version Drift 탐지·차단·복구.,expected/actual; severity; source; impacted instances; diff; block/reconcile/audit,Detect→Assess→Block/Reconcile→Verify,OPS-DRIFT all surfaces + false positive tests,Drift API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,desired/actual runtime state drift를 Projection하고 Runtime Control 복구 경로로 연결,완료,미검증
ADMUI-078,OPS-CAPACITY,01 운영현황,ops-capacity,TBD,Capacity·Trend·Forecast,MEDIUM,CPU/Memory/Thread/Connection/Queue/Storage/DB/Broker 용량과 threshold/trend/forecast/load baseline.,current/threshold/trend/forecast/peak/saturation; alert link; export,Metric→Capacity risk→Alert/Incident,OPS-CAPACITY trend/forecast coverage,Capacity API/UI/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,capacity,/capacity,INTEGRATED,Runtime/Service Instance와 거래 부하를 Online Diagnostics 화면에서 보고 운영 Projection과 연계,완료,미검증
ADMUI-079,OPS-DR,06 복구·변경·배포,ops-dr,TBD,DR·Backup·Failover,CRITICAL,"RTO/RPO, multi-zone/site, backup/restore, failover/failback, consistency, runbook, drill.",RTO/RPO; replication; backup; restore validation; failover readiness; drill history; approval,Assess→Approve→Failover/Restore→Consistency→Failback→Audit,OPS-DR drill/failure evidence,DR API/UI/runbook/evidence,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,operations-governance,/operations-governance,INTEGRATED,DR/backup 정책과 failover/restore runtime change를 Projection하고 Runtime Control로 연결,완료,미검증
ADMUI-080,"SEC-DOWNLOAD, SEC-PRIVACY, SEC-CERT, SEC-SECRET, SEC-AUDIT, SEC-APPROVAL",08 보안·권한·승인,security-cross-cut,TBD,Security Operation Projection,CRITICAL,Download/Privacy/Certificate/Secret/Audit/Approval의 운영 Projection을 보안 계약 그대로 UI에 반영.,watermark/expiry/encryption/one-time; raw access; cert expiry/rotation/revocation; secret provider health; audit integrity; dual-control,Security owner API→ADM projection→Permission/Approval/Audit,Security negative/e2e/secret leak/tamper evidence,Security UI/API/E2E,DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,security,/security,INTEGRATED,보안 시작점에서 Secret·Approval·Audit·Download/Privacy 관련 Owner 화면으로 Drill-down,완료,미검증
