requirement_id,priority,codex_stage,category,canonical_requirement,owner,title,requirement,source_basis,development_status,verification_status,acceptance_criteria,verification_method,required_evidence,regression_guard,protected_owner_action
QA38-STARTER-021,P1,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,OpenFeature Runtime EXPAND,"`cpf-starters/featureflag`의 `OpenFeature Runtime`를 `cpf-starter-featureflag + provider plugins` 기준으로 EXPAND하고, 남길 계약은 `Feature flag contract`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=ADM/BZA/Domain,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Flag/Audit metadata)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-STARTER-029,P1,03_CORE_STARTER,Core/Common→Starter,ARCH-STARTER,Core/Common/Starter Owners,Quartz Scheduler NEW_OPTIONAL,"`선택 기능`의 `Quartz Scheduler`를 `cpf-starter-scheduler-quartz` 기준으로 NEW_OPTIONAL하고, 남길 계약은 `Scheduler SPI`으로 제한한다.",Git 반영 개발 입력 + QA 독립 판단 30 candidate + latest source; consumers=고급 Batch Consumer,완료,미검증,Target Artifact·Consumer·DB/Generator 영향(Scheduler schema 3 Vendor)·Legacy 제거와 optional-removal이 모두 닫힘,dependency/API/consumer/fresh fixture/runtime,POM/JAR/API diff·consumer test·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 기능·API 호환 및 미선택 Domain 영향 0,
QA38-INT-001,P0,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,SFTP actual adapter·upload/download/list/move/delete/resume/checksum/reconcile,SFTP actual adapter·upload/download/list/move/delete/resume/checksum/reconcile,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-003,P0,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,Typed HTTP Client·timeout·deadline·idempotency·response loss,Typed HTTP Client·timeout·deadline·idempotency·response loss,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-008,P0,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,Notification Outbox/Worker/Retry/DLQ/Preference/Quiet Hours,Notification Outbox/Worker/Retry/DLQ/Preference/Quiet Hours,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-009,P0,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,SMTP/Provider·Template·Attachment·Bounce·Unknown Result,SMTP/Provider·Template·Attachment·Bounce·Unknown Result,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-010,P0,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,Provider SPI·Rate·Receipt·Callback·Unknown Result,Provider SPI·Rate·Receipt·Callback·Unknown Result,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-MSG-001,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,Provider-neutral Message Envelope·Logical Destination·Binding·ACK/Commit·Unknown Result,Provider-neutral Message Envelope·Logical Destination·Binding·ACK/Commit·Unknown Result,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-002,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,JDBC Outbox·Inbox·DLQ·Replay·Reconcile Ledger 3 Vendor,JDBC Outbox·Inbox·DLQ·Replay·Reconcile Ledger 3 Vendor,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-003,P0,04_MESSAGING_TCP,Messaging,EVENT-BROKER,Messaging/Starter/DB Platform,Kafka Default Profile의 publish/consume/rebalance/offset/DLT/operations,Kafka Default Profile의 publish/consume/rebalance/offset/DLT/operations,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-004,P0,04_MESSAGING_TCP,Messaging,EVENT-AMQP,Messaging/Starter/DB Platform,Exchange·Queue·Binding·Routing·Confirm·Return·ACK/NACK·DLX·Quorum,Exchange·Queue·Binding·Routing·Confirm·Return·ACK/NACK·DLX·Quorum,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-005,P0,04_MESSAGING_TCP,Messaging,EVENT-JMS,Messaging/Starter/DB Platform,Queue·Topic·Durable·Selector·Ack Mode·Transaction·Redelivery,Queue·Topic·Durable·Selector·Ack Mode·Transaction·Redelivery,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-006,P0,04_MESSAGING_TCP,Messaging,EVENT-IBM-MQ,Messaging/Starter/DB Platform,Queue Manager·Channel·TLS·CCDT·Reason Code·Reconnect Extension,Queue Manager·Channel·TLS·CCDT·Reason Code·Reconnect Extension,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-007,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,Kafka+Rabbit/JMS Named Binding·Bridge·Migration·모호성 fail-closed,Kafka+Rabbit/JMS Named Binding·Bridge·Migration·모호성 fail-closed,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-008,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,Schema Version·Compatibility·Quarantine,Schema Version·Compatibility·Quarantine,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-009,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,TLS/mTLS·Secret Rotation·Masking·Permission·Audit,TLS/mTLS·Secret Rotation·Masking·Permission·Audit,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-010,P0,04_MESSAGING_TCP,Messaging,EVENT-MQ,Messaging/Starter/DB Platform,Backlog·Lag·DLQ·Replay·Reconcile·Approval·Result Tracking,Backlog·Lag·DLQ·Replay·Reconcile·Approval·Result Tracking,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-MSG-011,P0,04_MESSAGING_TCP,Messaging,TEST-BROKER,Messaging/Starter/DB Platform,Broker outage·response loss·duplicate·consumer kill·multi-instance,Broker outage·response loss·duplicate·consumer kill·multi-instance,canonical recovery + Git 반영 개발 입력 + QA 독립 판단 architecture,완료,미검증,Provider별 계약·실제 Consumer·3 Vendor Reliability·운영·Fault Evidence,contract+simulator+actual broker/fault,broker config/log/ledger/metric/audit/hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,"Kafka Default 유지, Rabbit/JMS/IBM MQ 삭제 금지",Docker Owner가 Rabbit/JMS fixture 검토
QA38-TCP-001,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Client/Server·Connection Pool·Graceful Drain,Client/Server·Connection Pool·Graceful Drain,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-002,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Fixed/Length Header/STX-ETX/CRLF·Fragment/Coalesce,Fixed/Length Header/STX-ETX/CRLF·Fragment/Coalesce,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-003,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Binary/BCD/Hex·Endian·Unsigned,Binary/BCD/Hex·Endian·Unsigned,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-004,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,UTF-8/EUC-KR/EBCDIC Strict Conversion,UTF-8/EUC-KR/EBCDIC Strict Conversion,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-005,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,응답 순서 역전·Orphan·Timeout,응답 순서 역전·Orphan·Timeout,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-006,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Heartbeat·Half-open·Reconnect·Backoff/Jitter,Heartbeat·Half-open·Reconnect·Backoff/Jitter,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-007,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,TLS/mTLS·Trust·Identity·Rotation,TLS/mTLS·Trust·Identity·Rotation,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-008,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Connection/Thread/Queue/Buffer/Frame Limit,Connection/Thread/Queue/Buffer/Frame Limit,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-009,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Write 후 응답 유실·UNKNOWN_RESULT·Reconciliation,Write 후 응답 유실·UNKNOWN_RESULT·Reconciliation,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-010,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Bitmap/Field Packager/MAC/PIN Extension SPI,Bitmap/Field Packager/MAC/PIN Extension SPI,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-011,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,Session·Backlog·Failure·Replay·Reconcile·Audit,Session·Backlog·Failure·Replay·Reconcile·Audit,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-TCP-012,P0,04_MESSAGING_TCP,TCP/Professional Message,EXS-TCP,Integration/Starter,정상·Partial·Oversize·Malformed·Delay·Disconnect Scenario,정상·Partial·Oversize·Malformed·Delay·Disconnect Scenario,past EDU 018~029 + Git 반영 개발 입력 + QA 독립 판단 EXS-TCP,완료,미검증,Transport·Codec·Consumer·Simulator·Operations·Fault Closure,codec corpus+TCP simulator+actual endpoint/fault,packet/session/ledger/metric/audit; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,TPC Alias 보존·직접 Socket 사용 금지,Docker Owner가 TCP fixture 검토
QA38-VERIFY-005,P0,04_MESSAGING_TCP,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,04_MESSAGING_TCP,Kafka/Rabbit/JMS/IBM MQ/TCP/Integration,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,QA38 구조/SQL/중복 Gate + JDK Harness 구현 완료; Java25/실 Provider/DB lifecycle은 Codex Stage에서 실행,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-INT-002,P1,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,FTPS/SMB/Object Storage provider SPI와 secure path/resource policy,FTPS/SMB/Object Storage provider SPI와 secure path/resource policy,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-004,P1,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,WSDL/Fault/WS-Security extension,WSDL/Fault/WS-Security extension,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-005,P1,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,Deadline/Metadata/Status/Streaming/Backpressure,Deadline/Metadata/Status/Streaming/Backpressure,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-006,P1,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,Signature/Retry/Idempotency/Delivery Ledger,Signature/Retry/Idempotency/Delivery Ledger,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-INT-007,P1,04_MESSAGING_TCP,External Integration,ARCH-STARTER,Integration/Notification,WebSocket/SSE auth/reconnect/backpressure/scale-out,WebSocket/SSE auth/reconnect/backpressure/scale-out,historical requirements + commercial framework quality,완료,미검증,Public Contract·Adapter·Consumer·Failure·Security·Operations,contract/simulator/available runtime/fault,transfer/delivery ledger·log·artifact hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,PLANNED-only·화면-only 완료 금지,Docker Owner가 fixture 추가 검토
QA38-DB-001,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Preflight,전용 QA Database/Schema와 CPF Object count=0 증명,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-002,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Generator First,Canonical Schema/Metadata/Runtime Query→Generator/Golden→Vendor Source,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-003,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,No Direct Edit,생성 Vendor SQL·기존 사용자 DB 수동 수정 금지,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-007,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Upgrade,직전 지원 Version→Latest,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-008,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Rollback,Rollback 또는 명시적 Forward Recovery,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-009,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Reapply,동일 Hash Idempotent Reapply,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-010,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Conflict,Different-hash·Drift·Checksum Negative,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-011,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Optional Pack,Starter DB Pack On/Off,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-012,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Backup/Fault,Backup/Restore·Migration Process Kill·Connection Loss,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
