id,requirement_id,root_cause,priority,source_identity,scope,codex_status,source_changed,test_or_verifier,runtime,evidence,blocked_external,rerun_condition,final_note
CX-F-140,REL-RUNTIME,DEFAULT_COMMON_RUNTIME_AND_PLATFORM_OPERATION_CATALOG_WIRING_MISSING_FROM_PUBLIC_STARTER,P0,0af56d007815797fff5fe6e5afe65cff8ebe50579294b97db7eb66e6180273ab,"Mandatory default Common runtime plus distinct CPF_PLATFORM_DB persistence aliases and the real JDBC Operation Catalog provider in every annotated Generated runtime",VERIFICATION_PENDING,true,"All targeted scopes pass; Fresh runtimeClasspath and Java 25 build 4/4 package Common/data-jdbc/real Catalog provider; migrated separate platform-DB runtime remains","Java 25.0.3; Spring Boot 4.1.0; PostgreSQL 18.4 Docker; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F140-DEFAULT-COMMON-CATALOG-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-05-F140-COMMON-CATALOG-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F140-CATALOG-TEST-FIXTURE-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F140-COMPOSITION-STATIC-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F140-JAVA25-TARGETED-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F140-CATALOG-TARGETED-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F140-FRESH-DEPENDENCY-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F140-FRESH-JAVA25-RERUN1.json; cpf-docs/work/evidence/codex/current/runtime/F139-FRESH-RUNTIME-RERUN8/stdout.log",false,"Migrate separate CPF_PLATFORM_DB and replay actual catalog synchronization/runtime","Attempt 1 remains recorded FAIL; no Product guard weakened"
CX-F-141,DB3,CANONICAL_MULTI_VENDOR_INDEX_RENDERER_EMITS_MARIADB_PREFIX_LENGTH_IN_POSTGRESQL_AND_ORACLE,P0,cca7962a194435ee837b0005cc6486a5c887a22991672ebd209a683b71e0c0f8,"Canonical CPF_PLATFORM_DB pack must execute from an empty official-vendor database; vendor-specific index prefix syntax must not leak across vendors",VERIFICATION_PENDING,true,"All outputs regenerated; exact Python suite 19/19 PASS; composite canonical gate FAIL on missing Git baseline object; semantic parity and executable PostgreSQL replay pending","Python 3.13.14; PostgreSQL 18.4 Docker; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F141-POSTGRESQL-CANONICAL-SCHEMA-INSTALL-FAIL.json; cpf-docs/work/evidence/codex/current/CX-05-F141-CANONICAL-INDEX-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-ALL-VENDOR-REGEN-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-PYTHON-GATES-RERUN1.json",true,"Run semantic parity and executable PostgreSQL replay; Final Gate also requires restoring immutable baseline Git object without altering Source","Composite gate failure is not treated as Product PASS"
CX-F-142,DB3,CANONICAL_COLUMN_SHAPE_OMISSION_BREAKS_STRICT_OFFICIAL_DB_SOURCE_REGENERATION,P0,cca7962a194435ee837b0005cc6486a5c887a22991672ebd209a683b71e0c0f8,"Every canonical database column has a complete explicit shape and governance rejects omissions before all official source/lifecycle renderers execute",VERIFICATION_PENDING,true,"All renderers complete and exact Python suite 19/19 PASS; semantic parity pending; composite gate blocked before current checks by absent configured Git object","PowerShell 7.6.5; Python 3.13.14; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F142-OFFICIAL-DB-SOURCE-GENERATOR-FAIL.json; cpf-docs/work/evidence/codex/current/CX-05-F142-CANONICAL-COLUMN-SHAPE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-ALL-VENDOR-REGEN-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-PYTHON-GATES-RERUN1.json",true,"Run semantic parity; Final Gate requires configured baseline Git object availability","Exact owner/regression tests PASS; composite failure remains recorded"
CX-F-143,DB3,CANONICAL_FOREIGN_KEY_SHAPE_OMISSION_BREAKS_STRICT_OFFICIAL_DB_SOURCE_REGENERATION,P0,cca7962a194435ee837b0005cc6486a5c887a22991672ebd209a683b71e0c0f8,"Every canonical foreign key has a complete explicit shape and governance rejects omissions before official renderers execute",VERIFICATION_PENDING,true,"All renderers complete and exact Python suite 19/19 PASS; semantic parity pending; composite gate blocked before current checks by absent configured Git object","PowerShell 7.6.5; Python 3.13.14; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F143-CANONICAL-FOREIGN-KEY-SHAPE-GENERATOR-FAIL.json; cpf-docs/work/evidence/codex/current/CX-05-F143-CANONICAL-FOREIGN-KEY-SHAPE-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-ALL-VENDOR-REGEN-RERUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F141-F142-F143-PYTHON-GATES-RERUN1.json",true,"Run semantic parity; Final Gate requires configured baseline Git object availability","Exact owner/regression tests PASS; renderer remains strict"
CX-F-144,DB3,CENTRAL_RUNTIME_V134_MIGRATION_MISSING_FROM_ALL_OFFICIAL_PACK_CHECKSUM_MANIFESTS,P0,12fe068e8d9516df144b18b0938efbb6f937958c83194a0a97be6f1c883fb3c8,"Every official migration file is append-only registered by its owning pack checksum manifest before lifecycle execution",CLOSED,true,"Exact three-owner append PASS with old prefixes preserved; checksum integrity PASS for all official packs and semantic parity PASS for 234 canonical tables","Python 3.13.14; PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F144-MIGRATION-CHECKSUM-MANIFEST-GAP.json; cpf-docs/work/evidence/codex/current/CX-05-F145-IMMUTABLE-MIGRATION-OVERWRITE-CONFLICT.json; cpf-docs/work/evidence/codex/current/CX-05-F144-V134-CHECKSUM-APPEND-RUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F144-F150-F151-RERUN4.json",true,"Reopen only if V134 entry/hash drifts or official checksum/semantic parity fails","No manifest changed; no historical hash rewrite"
CX-F-145,DB3,MARIADB_BUNDLE_BUILDER_OVERWRITES_IMMUTABLE_CENTRAL_HISTORY_FROM_DIVERGENT_LEGACY_SOURCE_MIRROR,P0,12fe068e8d9516df144b18b0938efbb6f937958c83194a0a97be6f1c883fb3c8,"Published central migration and rollback history remains byte-immutable; Backoffice BZA-to-MBW currentization occurs only through append-only V133; active retired BZA/cpf-biz-admin is absent outside immutable DB history",VERIFICATION_PENDING,true,"Exact restore PASS; bundle publisher ownership removed and principal PowerShell/Python migration renderers now fail existing mismatch with IMMUTABLE_MIGRATION_CONFLICT; actual regeneration run 1 preserves all 252 immutable-history files; ownerless central rollback checksum projection deleted immediately; repeat generation is byte-idempotent and deletion stays absent; repeat/check guards pass including V96/R96 byte immutability; actual PowerShell mutation conflict/no-overwrite and missing-new-version creation PASS; active-BZA/DB3 verification pending","PowerShell 7.6.5; Python 3.13.14; official DB3 lifecycle; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F145-IMMUTABLE-MIGRATION-OVERWRITE-CONFLICT.json; cpf-docs/work/evidence/codex/current/CX-05-F145-REV2-STEERING-INTAKE.json; cpf-docs/work/evidence/codex/current/CX-05-F145-PRE-RESTORE-21.csv; cpf-docs/work/evidence/codex/current/CX-05-F145-PRE-RESTORE-SUMMARY.json; cpf-docs/work/evidence/codex/current/CX-05-F145-POST-RESTORE-21.json; cpf-docs/work/evidence/codex/current/CX-05-F145-IMMUTABLE-GENERATOR-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F145-F146-REGENERATION-RUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F145-OWNERLESS-ROLLBACK-CHECKSUM-DELETION.json; cpf-docs/work/evidence/codex/current/CX-05-F145-F146-REGENERATION-RUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F148-F149-IMMUTABLE-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F145-ACTUAL-IMMUTABLE-CONFLICT-HARNESS.json; cpf-docs/work/evidence/codex/current/CX-05-F144-V134-CHECKSUM-APPEND-RUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F144-F150-F151-RERUN4.json",false,"Run current-active BZA cleanup, V134 manifest/lifecycle, DB3 lifecycle and Platform DB Runtime","No checksum rewrite/Flyway repair/baseline change/broad BZA replacement"
CX-F-146,DB3,CURRENT_MBW_VERIFY_GENERATOR_EMITS_RETIRED_BZA_TABLE_NAMES,P0,dab11343dd86a98bf83746865f733cb4cd933ee5e3f8ec6e6feaa68a5e69b3fc,"Official current Backoffice seed verification queries canonical MBW_ROLE/MBW_MENU and contains no retired BZA current table reference",CLOSED,true,"Generator owner fixed and actual regeneration run 1 passes with zero retired current verify references; byte-idempotent repeat and repaired canonical owner replay pass; unit 7/7 and non-table checks 12/12 twice; current verify has zero retired BZA table references","PowerShell 7.6.5; PostgreSQL/Oracle current vendor source; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F146-RETIRED-BZA-CURRENT-VERIFY-DIAGNOSIS.json; cpf-docs/work/evidence/codex/current/CX-05-F146-MBW-VERIFY-GENERATOR-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F145-F146-REGENERATION-RUN1.json; cpf-docs/work/evidence/codex/current/CX-05-F145-F146-REGENERATION-RUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F147-OWNER-RERUN1.log",false,"Reopen only if a current verify generator/output emits retired bza_role or bza_menu","No retired compatibility view/alias or verifier allowlist"
CX-F-147,DB3,OFFICIAL_VERIFY_RENDERER_AND_NON_TABLE_MANAGED_BLOCK_OWNER_DRIFT,P0,dab11343dd86a98bf83746865f733cb4cd933ee5e3f8ec6e6feaa68a5e69b3fc,"Official DB current verify output must have one deterministic composite owner and remain byte-idempotent across official generation plus canonical non-table synchronization",CLOSED,true,"Root cause fixed: lifecycle builder no longer self-wraps source/00_verify.sql; canonical source owner and wrapped verify consumer are separated; actual Workspace regeneration and pack build PASS; unit 7/7 and non-table -Check 12/12 twice PASS","PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F147-NON-TABLE-VERIFY-OWNER-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F147-VERIFY-OWNER-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F147-OWNER-RERUN1.log; cpf-docs/work/evidence/codex/current/CX-05-F145-F146-CHECK-GATES-RUN1.log",false,"Reopen only if lifecycle build writes back to source/00_verify.sql or composite check loses idempotency","No skip, allowlist, or manual generated SQL patch"
CX-F-148,DB3,IMMUTABLE_NULLABLE_REPAIR_HISTORICAL_SCHEMA_VERSION_COMPARED_TO_EVOLVING_CURRENT_VERSION,P0,1a59cbd9a55bd19fe3397bb6856f6e6078c6edc4ff1dd5fef3cbce833f81fe21,"Immutable migration metadata preserves its historical authoring schema version while current canonical target tables/columns remain fully validated",CLOSED,true,"Verifier now preserves historical authoring version 46, rejects invalid/future history, and retains current target-shape validation; expanded unit 8/8, nullable CHECK twice, and all six V96/R96 SHA256 before/after equality PASS","PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F148-NULLABLE-SCHEMA-VERSION-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F148-HISTORICAL-SCHEMA-VERSION-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F148-F149-IMMUTABLE-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F147-OWNER-RERUN1.log",false,"Reopen only if current schema evolution forces published V96/R96 byte drift or target validation stops failing closed","No migration rewrite, checksum change, Flyway repair, or current-column validation weakening"
CX-F-149,DB3,IMMUTABLE_NULLABLE_REPAIR_IGNORES_CANONICAL_HISTORICAL_TABLE_IDENTITY,P0,1a59cbd9a55bd19fe3397bb6856f6e6078c6edc4ff1dd5fef3cbce833f81fe21,"Historical migration identifiers resolve through the exact canonical consolidation identity while validation uses the current owner table and column shape",CLOSED,true,"Verifier resolves exact latest name or canonical historical currentName and retains current owner column-shape checks; expanded unit 8/8, nullable CHECK twice, and all six V96/R96 SHA256 before/after equality PASS","PowerShell 7.6.5; canonical platform schema 55; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F149-HISTORICAL-TABLE-IDENTITY-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F149-HISTORICAL-TABLE-OWNER-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F148-F149-IMMUTABLE-RERUN2.json; cpf-docs/work/evidence/codex/current/CX-05-F148-IMMUTABLE-RERUN1.log",false,"Reopen only if historical currentName mapping or current target-shape validation drifts","No historical SQL rename, canonical name rollback, or target-validation skip"
CX-F-150,DB3,CHECKSUM_GATE_REQUIRES_BYTE_EQUALITY_BETWEEN_INDEPENDENTLY_PUBLISHED_IMMUTABLE_PACKS,P0,12fe068e8d9516df144b18b0938efbb6f937958c83194a0a97be6f1c883fb3c8,"Every immutable history is validated against its own published evidence and executable runtime authority is unambiguous without rewriting independent historical archives",CLOSED,true,"Verifier now validates both immutable migration packs independently, the legacy V-named rollback archive by its own manifest, and only modern R-named rollback parity; Unit 9/9, both independent migration manifests, 39 source and 96 central published rollback hashes, every official pack checksum, and semantic parity all PASS","PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F150-DUAL-IMMUTABLE-PACK-PARITY-CONFLICT.json; cpf-docs/work/evidence/codex/current/CX-05-F150-INDEPENDENT-HISTORY-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F150-R53-INDEPENDENT-ROLLBACK-PROOF.json; cpf-docs/work/evidence/codex/current/CX-05-F150-PUBLISHED-ROLLBACK-INVENTORY-FIX-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F144-F150-F151-RERUN4.json; cpf-docs/work/evidence/codex/current/CX-05-F144-CHECKSUM-SEMANTIC-RUN1.log",false,"Reopen only if an independent published history or rollback inventory hash drifts","No history rewrite, checksum update, history deletion, or independent integrity skip"
CX-F-151,DB3,LIFECYCLE_BUILDER_BACKFILLS_UNREGISTERED_V63_BASELINE_INTO_PUBLISHED_V133_MBW_PACK,P0,12fe068e8d9516df144b18b0938efbb6f937958c83194a0a97be6f1c883fb3c8,"A historical baseline is created only while bootstrapping a truly empty unpublished logical pack; existing published history is append-only",CLOSED,true,"Builder run twice keeps all four invalid paths absent; unit 9/9, all official checksum packs, and 3-vendor semantic parity PASS","PowerShell 7.6.5; PostgreSQL/Oracle official packs; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F151-UNREGISTERED-V63-MBW-BASELINE.json; cpf-docs/work/evidence/codex/current/CX-05-F151-V63-BACKFILL-FIX-AND-DELETION.json; cpf-docs/work/evidence/codex/current/CX-05-F144-F150-F151-RERUN4.json; cpf-docs/work/evidence/codex/current/CX-05-F144-F150-CHECKSUM-SEMANTIC-RERUN3.log",false,"Reopen only if a published pack receives an unregistered historical baseline","No lower-version checksum insertion or generated history retention"
CX-F-152,CANONICAL,RETIRED_BZA_COMPATIBILITY_ENTRYPOINTS_FIXTURES_AND_MANUALS_REMAIN_IN_CURRENT_WORKSPACE,P0,6cbe03336f36ccad86f05995e831e4a90b83286b74c3605f970e5c2135b0f420,"Retired BZA compatibility-only commands, tests, stubs, manuals, and evidence are absent from current Product surfaces; canonical Backoffice/MBW owners remain",VERIFICATION_PENDING,true,"25 exact tracked files totaling 1468323 bytes were deleted directly in the Workspace; all paths are absent; empty directories and stale SHA/document inventory entries are zero; exact current consumer references are zero","Workspace current Source; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F152-RETIRED-BZA-DELETE-INVENTORY.json",false,"Classify and currentize remaining active BZA tokens outside immutable DB history; rerun canonical Backoffice tests and repository active-token gate","Tracked deletion recoverable from Git; no immutable Migration/Rollback path included"
CX-F-153,CANONICAL,CURRENT_DEVELOPER_RUNTIME_TOOLING_EXPOSES_RETIRED_BZA_IDENTITY,P0,b91a373f96ddfdc21daf1f351676dd22f3759d385f5cc7da2ab0c2bbc3f9a21c,"Current developer-facing capabilities runtime manifests query-pack smoke commands frontend validation and generic consumer examples use Backoffice or MBW contracts and canonical routes",VERIFICATION_PENDING,true,"JSON/PowerShell and 3-vendor pack inventory PASS; ADM OpenAPI plus 337/337 actual consumer PASS; Backoffice 96/96 OpenAPI PASS; dual TypeScript/Node PASS; Java 25 SFTP 3/3 PASS; scoped retired tokens zero","Workspace current Source; Java 25.0.3; TypeScript 6; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F153-ACTIVE-BZA-CONTRACT-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F153-F154-F155-F156-TARGETED-RERUN.json",false,"Broader active-token/canonical-document currentization and DB3 actual query execution","Do not rewrite immutable Migration/Rollback history or remove narrow retired-name rejection gates"
CX-F-154,FRONTEND,FRONTEND_RUNTIME_HARNESS_CANNOT_DISCOVER_REPOSITORY_LOCAL_TYPESCRIPT_ON_WINDOWS,P1,b91a373f96ddfdc21daf1f351676dd22f3759d385f5cc7da2ab0c2bbc3f9a21c,"The frontend runtime harness uses the repository-owned TypeScript toolchain on Windows and POSIX without an undocumented global compiler",CLOSED,true,"Repository-local TypeScript resolves cross-platform; actual ADM and Backoffice compilation plus Node behavior harness PASS","Windows x64; Python 3.13.14; repository TypeScript 6","cpf-docs/work/evidence/codex/current/CX-05-F154-FRONTEND-RUNTIME-HARNESS-TSC-DISCOVERY.json; cpf-docs/work/evidence/codex/current/CX-05-F153-F154-F155-F156-TARGETED-RERUN.json",false,"Reopen only if actual harness again requires an undocumented global compiler","No compiler skip mock or global-install precondition"
CX-F-155,FRONTEND,FRONTEND_RUNTIME_HARNESS_TSCONFIG_REJECTED_BY_REPOSITORY_TYPESCRIPT_6,P1,b91a373f96ddfdc21daf1f351676dd22f3759d385f5cc7da2ab0c2bbc3f9a21c,"Frontend runtime harness configs use supported TypeScript 6 module resolution and config-relative path mapping without deprecation suppression",CLOSED,true,"Both actual client surfaces compile under TypeScript 6 and Node behavior PASS with Node16 settings and no deprecation suppression","Windows x64; repository TypeScript 6","cpf-docs/work/evidence/codex/current/CX-05-F155-TYPESCRIPT6-HARNESS-CONFIG-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F153-F154-F155-F156-TARGETED-RERUN.json",false,"Reopen only on actual compiler or runtime behavior regression","No ignoreDeprecations skip or compiler downgrade"
CX-F-156,FILE,SFTP_REPOSITORY_TESTS_CANNOT_INJECT_REQUIRED_EXTERNAL_SQL_CATALOG,P1,b91a373f96ddfdc21daf1f351676dd22f3759d385f5cc7da2ab0c2bbc3f9a21c,"SFTP repository behavior is unit-testable through explicit SQL catalog injection while runtime environment construction remains fail-closed without the canonical external query pack",CLOSED,true,"Java 25 exact task passes 3/3 with zero failures/errors; runtime environment constructors retain fail-closed external SQL pack resolution; vendor pack inventory PASS","Java 25.0.3; Gradle 9.1.0; one worker","cpf-docs/work/evidence/codex/current/CX-05-F156-SFTP-SQL-CATALOG-TEST-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F153-F154-F155-F156-TARGETED-RERUN.json",false,"Reopen only if catalog injection or exact repository behavior regresses","No resource-root fallback inline SQL or external query-pack skip"
CX-F-157,CANONICAL,CURRENT_CONTACT_MODEL_VERIFIER_TARGETS_REMOVED_BZA_REPOSITORY_AND_RUNTIME_PACK,P0,db8ebd7f959a497fb86e4dfeb5ef59d5fe67e11734a7b4c0e81d9855fc0c2867,"Current contact-model verifier validates the Feature-First Backoffice repository and backoffice runtime SQL packs for all three vendors while validating exact immutable migration identities",CLOSED,true,"Exact contact gate validates current Backoffice repository/template/UI plus all 3 vendor packs; full frontend verify PASS; immutable SQL/checksums unchanged","PowerShell 7.6.5; Node 24.11.0; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F157-CONTACT-MODEL-VERIFIER-RETIRED-BZA-OWNER.json; cpf-docs/work/evidence/codex/current/CX-05-F157-F158-F159-BACKOFFICE-RERUN.json",false,"Reopen only on current owner/query/contact parity regression","Do not rewrite V59 migration/rollback or any checksum"
CX-F-158,BACKOFFICE,BACKOFFICE_EMPLOYEE_CHANGE_UI_OMITS_IMPLEMENTED_CONTACT_FIELDS_AND_CLEAR_CONTROLS,P1,db8ebd7f959a497fb86e4dfeb5ef59d5fe67e11734a7b4c0e81d9855fc0c2867,"Backoffice employee change form lets the operator edit and explicitly clear email mobile and office phone through the typed canonical API",CLOSED,true,"Contact/golden gates PASS; TypeScript PASS; 2 test files and 6 tests cover actual payload/clear behavior; Vite production build PASS with 54 modules","Node 24.11.0; Vitest 4.1.10; Vite 8.1.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F158-BACKOFFICE-EMPLOYEE-CONTACT-UI-MISSING.json; cpf-docs/work/evidence/codex/current/CX-05-F157-F158-F159-BACKOFFICE-RERUN.json",false,"Reopen only if contact controls or typed payload semantics regress","No hidden field raw request or backend contract weakening"
CX-F-159,BACKOFFICE,BACKOFFICE_FRONTEND_TEST_COMMAND_HAS_ZERO_EXECUTABLE_TESTS,P1,db8ebd7f959a497fb86e4dfeb5ef59d5fe67e11734a7b4c0e81d9855fc0c2867,"Backoffice frontend npm test executes maintained model and component behavior tests before production build",CLOSED,true,"Vitest executes 2 files/6 tests with zero failures; full verify reaches and passes production build; generated node_modules 276375537 bytes and dist 107250 bytes deleted","Node 24.11.0; npm 11.6.1; Vitest 4.1.10; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F159-BACKOFFICE-FRONTEND-NO-TESTS.json; cpf-docs/work/evidence/codex/current/CX-05-F157-F158-F159-BACKOFFICE-RERUN.json",false,"Reopen only if npm test again executes zero tests or build is not reached","No passWithNoTests mock-only or test-script removal; canonical npm 10.9.2 replay remains Open Git prerequisite"
CX-F-160,DB-BINDING,MARIADB_CURRENT_VERIFY_PACK_TARGETS_RETIRED_BZADB_INSTEAD_OF_CANONICAL_MBWDB,P0,6c8378da4d42ca724641e3433e088027025026a3347d1e453b9a656294bef685,"MariaDB current Fresh verify owner and maintained lifecycle projections",CLOSED,true,"Physical MariaDB 12.3.2 Fresh verifies 201 Platform and 29 MBW tables with 20 canonical checks; V136 Upgrade/RollbackReapply and cleanup/leak-zero also pass","MariaDB 12.3.2; Docker 29.7.2; PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F160-MARIADB-MBW-VERIFY-LOGICAL-DB-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/**",false,"Reopen if current verify restores bzadb or physical Fresh/V136 lifecycle fails","No broad replacement no immutable SQL rewrite and no static-only closure"
CX-F-161,GEN-DOMAIN,DATABASE_PROFILE_GATE_RETAINS_PRE_CURRENTIZATION_METADATA_ENUM_AND_DESCRIPTOR_ASSERTIONS,P1,6e8c290b6845df25e1c1dcf72d699645462dff1d60c2cd6211eab088e1337cb3,"Generated Domain definition and Root composite consumer in database profile gate",CLOSED,true,"Complete database profile gate PASS; schema manifest 234 tables; external/EXS metadata-free contract and Root composite contract verified","PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F161-GENERATED-DOMAIN-METADATA-ENUM-DRIFT.json",false,"Reopen only if canonical enum or Developer-Facing composite discovery changes","Exact identity and forbidden metadata assertions retained"
CX-F-162,DB-BINDING,CANONICAL_MARIADB_UTF8MB4_INDEXES_EXCEED_INNODB_KEY_BUDGET,P0,e7fd5f59441076a379b21e68f96dc4b852921df4f815ea25f763949ce9014ede,Repository-wide canonical DB3 index sizing renderer current packs runtime persistence and append-only upgrade/rollback,CLOSED,true,MariaDB actual lifecycle and index/runtime contracts pass; complete three-Vendor DB3 regeneration plus actual PostgreSQL Fresh/V136/rollback/reapply pass without index or immutable-history regression,Java 25.0.3; MariaDB 12.3.2; PostgreSQL 18.4; Docker 29.6.2; Python 3.13.14; PowerShell 7.6.5; Windows x64,cpf-docs/work/evidence/codex/current/CX-05-F162-MARIADB-UTF8MB4-INDEX-BUDGET.json; cpf-docs/work/evidence/codex/current/CX-05-F178-POSTGRESQL-FRESH-VARBINARY-RENDER-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F178-F205-POSTGRESQL-V136-LIFECYCLE-RERUN6/**,false,Reopen if canonical index budgets vendor rendering or actual lifecycle regresses,No prefix-only unique workaround or prior migration/checksum rewrite
CX-F-163,DB-BINDING,CANONICAL_RESPONSE_CODE_SEED_REFERENCES_ABSENT_HTTP_STATUS_COLUMN,P0,e7fd5f59441076a379b21e68f96dc4b852921df4f815ea25f763949ce9014ede,Canonical CMN_RESPONSE_CODE schema seed renderers and runtime response mapping,CLOSED,true,MariaDB lifecycle/runtime mapping passes; complete three-Vendor DB3 regeneration and actual PostgreSQL Fresh/V136/rollback/reapply pass with canonical response-code schema and Seed,Java 25.0.3; MariaDB 12.3.2; PostgreSQL 18.4; Docker 29.6.2; Python 3.13.14; PowerShell 7.6.5; Windows x64,cpf-docs/work/evidence/codex/current/CX-05-F163-MARIADB-RESPONSE-CODE-SEED-SCHEMA-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F178-POSTGRESQL-FRESH-VARBINARY-RENDER-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F178-F205-POSTGRESQL-V136-LIFECYCLE-RERUN6/**,false,Reopen if response-code schema Seed runtime mapping or lifecycle regresses,No missing-column tolerance or runtime fallback
CX-F-164,DB-BINDING,TRACKED_DATABASE_SCHEMA_MANIFEST_ONE_CANONICAL_STEP_BEHIND,P0,cb242aa27c34a50a1ccbc5abd634858a882e2671638dea58bbd71071f387174f,"Canonical schema current vendor source tracked schema manifest lifecycle verifier",CLOSED,true,"Official manifest generator/drift PASS; actual Fresh run 0dc63c822f03 passes exact platform=201 and backoffice=29 manifests for all modules; next failure independent","MariaDB 12.3.2; Docker 29.6.2; Python 3.13.14; PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F164-DATABASE-SCHEMA-MANIFEST-DRIFT.json; cpf-docs/work/evidence/codex/current/CX-05-F163-MARIADB-LIFECYCLE-RERUN3/verifier-owned-lifecycle.json",true,"Closed; keep official full sync order and drift regression","Do not hand-edit manifest or weaken exact column parity"
CX-F-165,DB-BINDING,MARIADB_FRESH_VERIFY_USES_RETIRED_SPLIT_DATABASE_PHYSICAL_IDENTITIES,P0,de79fa85d5725fac36f0f43e8333dbf4033c80ac5c55b80dde5e5f03c504dcb1,"Canonical MariaDB verify generator profile-aware installer physical baseline registry",CLOSED,true,"Actual Fresh bb2e129c4691: exact 201/29 manifests baseline physicalTargets=2 and canonical verify 20/20 PASS; cleanup PASS","MariaDB 12.3.2; Docker 29.6.2; Python 3.13.14; PowerShell 7.6.5; Windows x64","cpf-docs/work/evidence/codex/current/CX-05-F165-MARIADB-FRESH-VERIFY-LEGACY-PHYSICAL-IDENTITY.json; cpf-docs/work/evidence/codex/current/CX-05-F167-MARIADB-LIFECYCLE-RERUN5/freshinstall.result.json",true,"Closed; keep randomized profile-resolved Fresh regression","Do not restore retired split database identities or weaken exact checks"
