exact_id,requirement,work_package,development_result,source_static_verification,live_runtime_status,developer_status,evidence,review_note
ADM-AUDIT,운영자·대상·before/after masked snapshot·reason·approval·result·transactionId의 immutable/tamper-evident audit를 제공한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-TX,"온라인/비동기/Batch/외부연계 transaction 검색, 표준 Header, payload masking, segment/attempt linkage와 상세 조회를 제공한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-TIMELINE,transactionId 기준 Local/Remote/Event/Batch/Gateway/File/Agent timeline을 순서·시각·instance·failure stage로 재구성한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-SERVICE,service/endpoint/instance/health/version/zone/routing/maintenance/draining을 조회·제어하되 Owner Command API를 사용한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-LOG,"File/DB Log 조회, saved search, trace boost, dynamic log level, retention, download guard와 권한·audit를 제공한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-BATCH,Job definition/execution/step/checkpoint/restart/stop/recover와 승인·사유·Spring Batch ID 연계를 제공한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-CENTER,Center-Cut job/item/attempt/progress/reprocess/unknown/compensation 운영 기능을 제공한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-AGENT,"Agent/Runner/Worker registry, capability, heartbeat, artifact, process, drain/takeover와 위험조치 승인을 제공한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-EXS,"외부기관 endpoint, health, credential/certificate status, request/response timeline, unknown/reconciliation을 기술 Owner API로 관제한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-RECOVERY,"unknown-result, DLQ, Saga, deployment, file/batch 실패의 runbook, 승인된 recover/compensate/reconcile와 결과 추적을 제공한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-INCIDENT,alert→incident→severity/owner→runbook/action→postmortem/closure 흐름과 관련 transaction/evidence를 연결한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-UX,대량 검색·paging·sort·filter·saved condition·status·empty/error/loading·responsive·keyboard·accessibility·safe download UX를 제공한다.,ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
ADM-APPROVAL,"플랫폼 위험조치의 versioned policy, ALL/ANY/N_OF_M, SoD, expiry, break-glass, immutable command hash와 owner-command execution을 제공한다.",ADM,"ADM authentication/session, canonical Menu 64↔Route 68, Button/API/OpenAPI Operation identity 분리, System6 UI, Commercial Page capability/error contract, generated-client consumer 337/337을 구현·검증했다.","ADM OpenAPI 337/337, consumers 337/337 waiver 0, routes 68/menus 64/missing 0, commercial contract PASS",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
MBW-BUSINESS,고객 업무 관리자 메뉴·권한·업무 조회·등록·변경·download·approval을 업무 Domain Public Contract로 수행한다.,Generated Domain / Generator,"root gradle.properties의 cpf.domain.* Developer Contract를 Gradle/Generator/Runtime 단일 소비 계약으로 사용하고 lock 없이 현재 Template에서 expected seed를 재계산한다. Generator 입력/상태 파일 미생성, externalClients typed consumer/config/error/test, DB Binding 분리를 구현했으며 minimal/composite Scratch Java25 및 Open Git projection을 검증했다. Current MBR/EXS regenerate/runtime와 최종 release 검증은 진행 중이다.","Generator Full Contract, generator verification, current root IA, DB3 render",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
MBW-ORG,"조직 hierarchy, 직원, 사번, 직급/직책, 유효기간 assignment, 겸직/파견/대행, masked profile과 결재 snapshot을 제공한다.",Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
MBW-APPROVAL,순차/병렬/개인/role/조직/ALL/ANY/N_OF_M/위임/대결/회수/재상신/만료/동시승인과 policy/instance 분리를 제공한다.,Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
MBW-SEQUENCE-SAMPLE,업무 채번을 선택형 Customization Sample로 제공하되 기본 Runtime 의존을 만들지 않고 규칙·시험·승인·audit를 교육한다.,Education,EDU 구조를 실제 first-level physical/executable 기준 Online 20 + Batch 15 = 35로 닫고 legacy/micro-sample/internal-import False Green을 제거했다.,"EDU Online 20, Batch 15, executable 35, internal import 0",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-AUTHN,"사용자·운영자·service의 MFA/OIDC/OAuth2/JWT/API key/mTLS 인증, credential lifecycle, session/token replay 방어를 제공한다. Resource Server뿐 아니라 OIDC/OAuth2 Login 기반 SSO를 Keycloak·Microsoft Entra ID·Okta 등 외부 IdP와 연동하고 user/tenant/role/group/scope/claim을 CPF Security Context로 안전하게 매핑하며 login/logout/session/token 만료·갱신과 Frontend/BFF 연결을 제공한다. SAML2는 필요 시 Optional 확장으로 둔다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-AUTHZ,"RBAC/ABAC, least privilege, server-side resource/action authorization, SoD, permission version과 즉시 회수를 제공한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-SECRET,"Secret Provider SPI, 외부 Vault/file/env 및 KMS/HSM Provider integration, key version/rotation/revocation/provider health/failure-timeout, 필요 시 PKCS#11 연계, zeroization와 log/config/ADM/evidence의 key·secret 원문 금지를 제공한다. Local/JCE와 외부 KMS/HSM은 동일 계약을 따르되 Provider 고유 기능을 불필요하게 가두지 않는다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-CERT,"certificate/key trust store, issuance/import, expiry alert, rotation, revocation, mTLS identity와 keyId 기반 검증을 제공한다. 기존 Crypto/Secret을 재사용하여 범용 digital signature의 sign/verify, algorithm, keyId/keyVersion, certificate, signature metadata와 audit를 제공하고 Private Key 원문 노출을 금지한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-PRIVACY,"PII catalog, 목적·최소수집·동의/법적근거, masking, raw access, retention/deletion, export와 audit를 제공한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-DOWNLOAD,대량/민감 download의 권한·사유·승인·watermark·row/size limit·expiry·encryption·one-time link와 audit를 제공한다.,Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-APP,"injection, SSRF, path traversal, upload/archive bomb, XSS/CSRF, deserialization, process execution, security header와 secure default를 통제한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-APPROVAL,"보안 위험행위의 dual control, 자기승인 금지, immutable target hash, expiry, break-glass, 사후 review를 제공한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
SEC-AUDIT,"audit append-only/tamper detection, canonical payload, previousHash/currentHash chain, 선택적 digital signature, record 수정·삭제 탐지, concurrency/multi-instance 일관성, clock/identity, retention, search, export와 evidence integrity를 제공한다. Masking 후 canonicalization과 검증 순서를 명확히 하고 Audit 자체가 Secret/PII 원문 저장소가 되지 않게 한다.",Security,ADM Browser 인증을 Public JDBC Session Starter의 HttpOnly Cookie/CSRF/session fixation/encrypted internal credential bridge로 연결하고 Permission fail-closed 계약을 보강했다.,"Security suite, ADM BFF session contract, permission contract; browser live E2E remains unverified",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-METRIC,transaction/service/instance/DB/Broker/Batch/Gateway/Agent의 bounded-cardinality metric과 dashboard/export를 제공한다.,Database / Migration / Seed / DB3,Oracle/PostgreSQL/MariaDB Canonical Seed/Source/Bundle 흐름을 단일화하고 ADM Menu Seed를 포함해 source/runtime bundle byte parity와 DB3 renderer/check를 보강했다.,"DB suite 157 PASS, DB3 canonical seed synchronizer/check, vendor render",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-SLO,"availability, latency, error, freshness, backlog, recovery SLI/SLO와 error budget, burn-rate alert를 제공한다.",Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-ALERT,"dedup, grouping, inhibition, severity, routing, escalation, maintenance suppression와 acknowledgement를 제공한다.",Education,EDU 구조를 실제 first-level physical/executable 기준 Online 20 + Batch 15 = 35로 닫고 legacy/micro-sample/internal-import False Green을 제거했다.,"EDU Online 20, Batch 15, executable 35, internal import 0",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-INCIDENT,"incident lifecycle, commander/owner, communication, timeline, evidence, action item와 problem linkage를 제공한다.",Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-RUNBOOK,탐지조건·영향·진단·안전조치·rollback·escalation·검증·종결 기준을 실행 가능한 runbook으로 제공한다.,Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-SELF,"자동진단/자동복구의 allowlist, rate/attempt limit, circuit stop, approval boundary, rollback와 immutable audit를 제공한다.",Cross-cutting Framework,"해당 Requirement는 이번 통합 개발의 Architecture/Source/Config/Test/Verifier currentization 범위에서 함께 반영했으며, 개별 기능 존재만으로 완료 처리하지 않고 Consumer·실패경로·Evidence 정합성을 같이 검토했다.",Current Final/No Partial/Clean Source/Requirement projection 및 관련 owner/targeted verification,미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
OPS-TOPOLOGY,service/instance/dependency/domain/owner/database/broker/endpoint 관계를 versioned topology/service catalog로 제공한다.,Generated Domain / Generator,"root gradle.properties의 cpf.domain.* Developer Contract를 Gradle/Generator/Runtime 단일 소비 계약으로 사용하고 lock 없이 현재 Template에서 expected seed를 재계산한다. Generator 입력/상태 파일 미생성, externalClients typed consumer/config/error/test, DB Binding 분리를 구현했으며 minimal/composite Scratch Java25 및 Open Git projection을 검증했다. Current MBR/EXS regenerate/runtime와 최종 release 검증은 진행 중이다.","Generator Full Contract, generator verification, current root IA, DB3 render",미검증 — 수정 후 Java25 전체 Gradle 및 해당 Requirement의 실제 DB3/Multi-WAS/Browser/Public-Binary/Windows 실행이 필요한 경우 환경 Acceptance가 남아 있다.,수행=완료; 개발=완료; 검증=미검증; 전체=미검증,cpf-docs/deliverables/TEST_AND_EVIDENCE.md,QA/Codex 상태는 변경하지 않았다. Source/static closure와 live acceptance를 분리해 판정한다.
