work_item_id,priority,work_package,developer_status,verification_status,overall_status,development_completion_reason,verification_incomplete_reason,current_source_identity
WP-R01.15,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,CpfRestClientInterceptor가 sanitizer Map contract에 HttpHeaders를 직접 전달,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.16,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,TransactionLogFallbackStore method reference comparator type inference 오류,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.17,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,LoggingAspect 생성자 signature와 AutoConfiguration/Test consumer가 drift,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.18,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,cache-valkey가 spring-data-redis build/classes path 누락으로 JDT build path 실패,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.19,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,Windows clean에서 cpf-core JAR file lock 가능성과 compile cascade를 분리할 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R01.20,P0,WP-R01 Immediate Build / Dependency / Runtime Cascade Blockers,완료,미검증,미검증,Root build 실패가 tests/publication/generated/distribution/One-WAS에 연쇄 전파,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R02.09,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,미검증,Source 보정 후 stale JDT diagnostics와 실제 diagnostics를 분리해야 함,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R02.10,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,미검증,기존 workspace cache/.classpath에 의존한 false green 방지 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R02.11,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,미검증,최종 Acceptance가 Error 0/Warning 0인데 기존 Full Runtime에 강제 Stage가 없었음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.07,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,기존 Required Runner가 공식 요구범위를 전부 실행하지 않아 전체 PASS False Green 가능,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.08,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,VSCode 0/0 Evidence가 final runner mandatory가 아니었음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.09,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,Performance Live가 존재해도 required load/soak가 강제되지 않았음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.10,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,Actual Open Git Fresh Binary Release가 final runner에서 빠질 수 있었음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.11,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,첫 Full Runtime PASS 후 동일 Source Fresh Replay가 자동 강제되지 않았음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.12,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,mandatory stage가 SKIP/NOT_EXECUTED이어도 wrapper 수준에서 누락을 명확히 검출해야 함,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.13,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,Result ZIP가 exact environment/stage/source identity를 충분히 증명해야 함,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R03.14,P0,WP-R03 Verification Harness / False-Green / Evidence Path Closure,완료,미검증,미검증,기존 MANAGED_STATE_AFTER FAIL이 hash만 보여 원인 경로를 즉시 확인하기 어려움,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.08,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,Generator Owner 수정이 checked-in member/external output과 drift할 수 있음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.09,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,fresh generation 이후 rerun drift 0 재증명 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.10,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,arbitrary business feature와 optional batch 조합 회귀 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.11,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,sync/upgrade/remove가 고객 user-owned source를 손상하면 안 됨,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.12,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,현재 컨테이너 Java21/Gradle cache 부족으로 generated Java25 build 최종 미증명,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R04.13,P1,WP-R04 Generator / Generated Domain / Idempotency / Consumer Closure,완료,미검증,미검증,이전 Runtime root-generated-domain-prefix FAIL은 최신 보정 Source NXT3에서 PASS,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.09,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,SQLPlus runner가 Broken Pipe 이후 diagnostics를 수집하도록 강화됐지만 Test가 과거 literal을 강제,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.10,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,Canonical logical mutation 127과 Oracle row-wise MERGE physical statement 1063을 동일 count로 비교한 False Red,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.11,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,Oracle verify가 전체 user_sequences=3을 가정해 다른 schema sequence와 충돌,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R05.09,P0,WP-R05 Standalone Runtime Shell — Every Executable Role,완료,미검증,미검증,Root .gitignore의 전역 bin/ 규칙 때문에 Batch 5-role Shell 20개가 Overlay에는 있으나 git add 대상에서 누락될 수 있음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.26,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,기존 Overlay는 Source 변경은 포함했으나 최종 전달 인덱스와 세션별 실행 흐름이 명확하지 않아 사용자가 결과물 누락으로 인지 가능,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.27,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,Runtime 요청서 내부에 명령은 있으나 최종 전달물에서 적용/삭제/저비용/Full Runtime 명령을 한 곳에서 찾기 어려움,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.28,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,일반 Development Handover 외 다음 세션 전용 C1_8 상세 인수인계가 최종 Overlay에 명확히 포함되지 않음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R15.29,P0,WP-R15 Final Maximum-Intensity Validation / Codex Mid-Review / Fresh Replay,완료,미검증,미검증,Codex 작업지침은 존재하지만 최종 전달 인덱스/세션 인수인계에서 현재 turn 연속 수행 경로를 더 명확히 고정할 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.15,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,"업로드된 Full Source ZIP의 canonical source-state는 71675d... / 8,361 files이며 기존 current 문서의 b41abc... / 8,340 files 및 Runtime 실행의 849f1b... / 8,444 files와 서로 다름",Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.16,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,기존 Work Request는 164개라고 기록하지만 실제 Inventory는 169행. 이번 신규 P0/VSCode/Current-only Finding 13행을 추가하면 계획 원장은 182행이 됨,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.17,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,work/current에 날짜형 final/handover/codex 문서와 역할이 겹치는 current 문서가 공존하며 deliverables/evidence에도 동명 상태 파일이 존재. 무조건 삭제하면 보호경로/Consumer를 깨뜨릴 수 있어 replacement 선행이 필요,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R02.12,P0,WP-R02 VSCode Java25 Fresh Import — Error 0 / Warning 0,완료,미검증,미검증,Eclipse JDT nullness method descriptor가 method reference/comparator에서 @NonNull receiver/parameter를 증명하지 못해 Warning 8건 발생,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.12,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,허용 Physical Runtime DB는 정확히 cpfDB/mbwDB/mbrDB/exsDB이며 cmnDB/admDB/batDB/bzaDB/refDB는 폐기 대상. 현재 Target Requirement는 mbwDB/mbrDB는 명시하지만 exact 4-set을 완전 고정하지 않음,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.13,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,cmnDB가 migration/rollback/seed/config/runtime plan 또는 Source에서 active physical/logical target으로 잔존. canonical target=cpfDB,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.14,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,admDB가 migration/rollback/seed/config/runtime plan 또는 Source에서 active physical/logical target으로 잔존. canonical target=cpfDB,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.15,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,batDB가 migration/rollback/seed/config/runtime plan 또는 Source에서 active physical/logical target으로 잔존. canonical target=cpfDB,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.16,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,bzaDB가 migration/rollback/seed/config/runtime plan 또는 Source에서 active physical/logical target으로 잔존. canonical target=mbwDB,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.17,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,refDB가 migration/rollback/seed/config/runtime plan 또는 Source에서 active physical/logical target으로 잔존. canonical target=NO_PRODUCT_PHYSICAL_DB,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R10.18,P0,WP-R10 DB3 Oracle/PostgreSQL/MariaDB Physical Lifecycle,완료,미검증,미검증,20260827 Runtime에서는 DB3 stage가 PASS했으나 legacy pack들이 active plan에 포함되어 새 canonical DB 목표 기준으로는 유효한 최종 PASS가 아님,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.08,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,정상 한글 Source 문자열이 실제 child/parent Runtime log에서 mojibake로 변환됨. 최상위 Console OutputEncoding만으로는 미해결,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R14.09,P0,WP-R14 Windows UTF-8 / Path / Managed State / Garbage Zero,완료,미검증,미검증,현재 Full Runtime 로그에 ?ㅼ/?ㅽ/媛 등 한국어 인코딩 파손이 다수 존재하고 자동 전체 산출물 scan Gate가 최종 완료를 차단하지 못함,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R12.09,P0,WP-R12 One-WAS / Logging / Runtime OpenAPI / Browser / Performance,완료,미검증,미검증,"Transaction/Segment persistence uses independent transaction boundary, but exception/handled-error response preservation and final-response parity required explicit closure.",Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.11,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,Legacy default release exposed sources/javadoc and did not distinguish Binary/Optional Source projection strongly enough.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.12,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,Scripts existed but file-existence/partial command checks were insufficient; Fresh Binary lifecycle must be executable without framework source.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.13,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,PowerShell/sh implementations duplicated command logic; official surface must converge on one Java CLI binary.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.14,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,Official tooling was split across Python/PowerShell/Shell/Java entrypoints and Open Git-specific CLI logic; one canonical cpf Tooling Interface was not yet a top-level architecture contract.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.15,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,Release Engine/정본에 Open Git clone git add/staged diff 준비와 clean private tree 가정이 남아 최신 Steering과 충돌,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R07.16,P0,WP-R07 Open Git Actual Fresh Release / Public Developer Workspace,완료,미검증,미검증,Developer Workspace/Gradle/Capability/doctor/domain-zero 계약을 Current Canonical 하나로 수렴하고 특정 member/external/backoffice 존재 가정을 제거해야 함.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
WP-R00.18,P0,WP-R00 Source Identity / Reopen Ledger / Current-only Governance,완료,미검증,미검증,Repository에 retired reference/BZA/legacy physical DB/current-like historical docs/evidence/entrypoint 흔적이 남아 현재 Architecture 해석을 왜곡할 수 있음.,Current exact-source Physical Acceptance not fully executed; environment-dependent Java25/DB3/Windows-Linux/Browser/Performance/Full Runtime items are not treated as PASS.,398ebf1ee0d80f9ffc2bf80e9ad8b0e6834cea8ab0a84e2e5b131aa64672c717
