requirement_id,canonical_requirement_id,개발GPT_수행상태,개발GPT_자체검수상태,acceptance_result,evidence_ref,remaining_gap,development_status,verification_status
CPF-FR-006122,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006123,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006124,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006125,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006126,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006127,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006128,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006129,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006130,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006131,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006132,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006133,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006134,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006135,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006136,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006137,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006138,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006139,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006140,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006141,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006142,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006143,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006144,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006145,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006146,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006147,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006148,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006149,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006150,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006151,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006152,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006153,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006154,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006155,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006156,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006157,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006158,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006159,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006160,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006161,ADM-CENTER,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/service/AdmCenterCutOperationServiceTest.java; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006162,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006163,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006164,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006165,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006166,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006167,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006168,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006169,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006170,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006171,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006172,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006173,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006174,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006175,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006176,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006177,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006178,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006179,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006180,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006181,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006182,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006183,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006184,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006185,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006186,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006187,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006188,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006189,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006190,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006191,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006192,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006193,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006194,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006195,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006196,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006197,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006198,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006199,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006200,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006201,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006202,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006203,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006204,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006205,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006206,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006207,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006208,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006209,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006210,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006211,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006212,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006213,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006214,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006215,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006216,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006217,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006218,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006219,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006220,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006221,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006222,ADM-AGENT,완료,완료,PASS_ALTERNATIVE,evidence/ADM_BZA_OPENAPI_OPERATION_INVENTORY.csv; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006223,ADM-EXS,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/gateway; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006224,ADM-EXS,완료,완료,PASS_ALTERNATIVE,cpf-admin/src/test/java/com/cpf/admin/opr/gateway; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
