execution_order,requirement_id,phase_id,phase_name,work_package_id,priority,owner_module,requirement_group,capability,feature,function_type,predecessor_phase_ids,prerequisite_requirement_ids,blocking_phase_gate_id,parallel_execution_rule,change_freeze_rule,development_status,verification_status
05-00010781,CPF-FR-010781,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,DB Rollback,DB_ROLLBACK,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010782,CPF-FR-010782,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,3 Vendor,DB_VENDOR,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010783,CPF-FR-010783,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,API·OpenAPI,API_OPENAPI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010784,CPF-FR-010784,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,Frontend 연결,FRONTEND,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010785,CPF-FR-010785,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,ADM 운영 기능,ADM_UI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010786,CPF-FR-010786,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,MBW 업무 Backoffice,MBW_WEB,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010787,CPF-FR-010787,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,Generator 영향,GENERATOR,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010788,CPF-FR-010788,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,Sample·EDU,SAMPLE_EDU,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010789,CPF-FR-010789,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,JavaDoc·주석,JAVADOC,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010790,CPF-FR-010790,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,개발·운영 Guide,GUIDE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010797,CPF-FR-010797,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-STARTER-PROFILE,P0,cpf-starters + cpf-tools,STARTER,LATEST-STARTER-PROFILE,Hygiene,HYGIENE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010798,CPF-FR-010798,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,기능 목적·업무 결과,PURPOSE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010799,CPF-FR-010799,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Owner·경계,OWNER,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010800,CPF-FR-010800,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,실제 Consumer,CONSUMER,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010801,CPF-FR-010801,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Public API,PUBLIC_API,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010802,CPF-FR-010802,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,고객 확장 SPI,EXTENSION_SPI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010803,CPF-FR-010803,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Internal 구현,INTERNAL_IMPL,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010804,CPF-FR-010804,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,입력 계약,INPUT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010805,CPF-FR-010805,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,출력 계약,OUTPUT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010806,CPF-FR-010806,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,설정 계약,CONFIG,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010807,CPF-FR-010807,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,검증,VALIDATION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010808,CPF-FR-010808,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,상태 Catalog,STATE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010809,CPF-FR-010809,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,상태 전이,TRANSITION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010810,CPF-FR-010810,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,명령 실행,COMMAND,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010811,CPF-FR-010811,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,조회·검색,QUERY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010812,CPF-FR-010812,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,멱등성,IDEMPOTENCY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010813,CPF-FR-010813,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,동시성,CONCURRENCY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010814,CPF-FR-010814,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Timeout Budget,DEADLINE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010815,CPF-FR-010815,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,재시도,RETRY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010816,CPF-FR-010816,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Circuit·Bulkhead,CIRCUIT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010818,CPF-FR-010818,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,대사,RECONCILE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010820,CPF-FR-010820,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,보상,COMPENSATION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010821,CPF-FR-010821,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Rollback·Forward Recovery,ROLLBACK,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010823,CPF-FR-010823,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Local/Remote 동등성,LOCAL_REMOTE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010824,CPF-FR-010824,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,혼합 버전 호환,MIXED_VERSION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010825,CPF-FR-010825,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,인증,AUTHN,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010826,CPF-FR-010826,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,권한,AUTHZ,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010827,CPF-FR-010827,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Data Scope,DATA_SCOPE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010828,CPF-FR-010828,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Masking·Privacy,MASKING,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010829,CPF-FR-010829,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,사유,REASON,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010830,CPF-FR-010830,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,승인,APPROVAL,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010831,CPF-FR-010831,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,감사,AUDIT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010832,CPF-FR-010832,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Log,LOG,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010833,CPF-FR-010833,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Metric,METRIC,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010834,CPF-FR-010834,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Trace,TRACE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010835,CPF-FR-010835,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Health·Readiness,HEALTH,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010836,CPF-FR-010836,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Alert·Runbook,ALERT_RUNBOOK,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010837,CPF-FR-010837,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Resource 상한,RESOURCE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010838,CPF-FR-010838,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,DB Ownership,DB_OWNER,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010839,CPF-FR-010839,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,DB Schema,DB_SCHEMA,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
