id,area,status,severity,title,requirement,validation,evidence
CPF-QA-GWY-041,GWY,부분 구현,P0,Gateway Observability,cpf-gateway External Entry와 Policy Enforcement 책임으로 Gateway Observability을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-042,GWY,부분 구현,P0,Gateway Audit,cpf-gateway External Entry와 Policy Enforcement 책임으로 Gateway Audit을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-043,GWY,부분 구현,P0,Gateway Health,cpf-gateway External Entry와 Policy Enforcement 책임으로 Gateway Health을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-044,GWY,부분 구현,P1,Graceful Shutdown,cpf-gateway External Entry와 Policy Enforcement 책임으로 Graceful Shutdown을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-045,GWY,부분 구현,P0,Gateway HA,cpf-gateway External Entry와 Policy Enforcement 책임으로 Gateway HA을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-046,GWY,부분 구현,P1,Route Target serviceId endpointCode 분리,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Target serviceId endpointCode 분리을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-047,GWY,부분 구현,P1,Route Effective Period,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Effective Period을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-048,GWY,부분 구현,P1,Route Compatibility,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Compatibility을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-049,GWY,부분 구현,P1,Route Permission Reason,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Permission Reason을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-050,GWY,부분 구현,P1,Route Request Schema,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Request Schema을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-051,GWY,부분 구현,P1,Route Response Schema,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Response Schema을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-052,GWY,부분 구현,P1,Route Idempotency Requirement,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Idempotency Requirement을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-053,GWY,부분 구현,P1,Route Reconciliation Policy,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Reconciliation Policy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-054,GWY,부분 구현,P1,Route Health Gate,cpf-gateway External Entry와 Policy Enforcement 책임으로 Route Health Gate을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-055,GWY,부분 구현,P1,Redirect 정책,cpf-gateway External Entry와 Policy Enforcement 책임으로 Redirect 정책을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-056,GWY,부분 구현,P1,DNS Cache Rebinding 방어,cpf-gateway External Entry와 Policy Enforcement 책임으로 DNS Cache Rebinding 방어을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-057,GWY,부분 구현,P1,Proxy Error Body Masking,cpf-gateway External Entry와 Policy Enforcement 책임으로 Proxy Error Body Masking을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-058,GWY,부분 구현,P1,WebSocket Proxy 여부 정책,cpf-gateway External Entry와 Policy Enforcement 책임으로 WebSocket Proxy 여부 정책을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-059,GWY,부분 구현,P1,SSE Proxy,cpf-gateway External Entry와 Policy Enforcement 책임으로 SSE Proxy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-060,GWY,부분 구현,P1,Range Download,cpf-gateway External Entry와 Policy Enforcement 책임으로 Range Download을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-061,GWY,부분 구현,P1,Client Certificate Mapping,cpf-gateway External Entry와 Policy Enforcement 책임으로 Client Certificate Mapping을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-062,GWY,부분 구현,P1,API Key Lifecycle,cpf-gateway External Entry와 Policy Enforcement 책임으로 API Key Lifecycle을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-063,GWY,부분 구현,P1,OIDC JWK Rotation,cpf-gateway External Entry와 Policy Enforcement 책임으로 OIDC JWK Rotation을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-GWY-064,GWY,부분 구현,P1,Gateway DR,cpf-gateway External Entry와 Policy Enforcement 책임으로 Gateway DR을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"2 Gateway+2 Target, network fault, security negative, load, rollout/rollback E2E로 검증한다.",
CPF-QA-CMN-001,CMN,부분 구현,P1,Common DB-less 모드,cpf-common 고객 업무 공통 Extension 책임으로 Common DB-less 모드을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-002,CMN,부분 구현,P1,cmnDB 최소 Product Table,cpf-common 고객 업무 공통 Extension 책임으로 cmnDB 최소 Product Table을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-003,CMN,부분 구현,P1,공통코드 Canonical Version,cpf-common 고객 업무 공통 Extension 책임으로 공통코드 Canonical Version을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-004,CMN,부분 구현,P0,공통코드 Scope,cpf-common 고객 업무 공통 Extension 책임으로 공통코드 Scope을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-005,CMN,부분 구현,P0,공통코드 Cache Snapshot,cpf-common 고객 업무 공통 Extension 책임으로 공통코드 Cache Snapshot을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-006,CMN,부분 구현,P1,공통코드 유효기간 예약 적용,cpf-common 고객 업무 공통 Extension 책임으로 공통코드 유효기간 예약 적용을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-007,CMN,부분 구현,P1,메시지 Version,cpf-common 고객 업무 공통 Extension 책임으로 메시지 Version을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-008,CMN,부분 구현,P1,메시지 Placeholder Gate,cpf-common 고객 업무 공통 Extension 책임으로 메시지 Placeholder Gate을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-009,CMN,부분 구현,P1,응답코드 Mapping,cpf-common 고객 업무 공통 Extension 책임으로 응답코드 Mapping을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-010,CMN,부분 구현,P0,Config Metadata,cpf-common 고객 업무 공통 Extension 책임으로 Config Metadata을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-011,CMN,부분 구현,P0,Config Consumer Registry,cpf-common 고객 업무 공통 Extension 책임으로 Config Consumer Registry을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-012,CMN,부분 구현,P1,Dead Config 탐지,cpf-common 고객 업무 공통 Extension 책임으로 Dead Config 탐지을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-013,CMN,부분 구현,P1,Config 우선순위 Provenance,cpf-common 고객 업무 공통 Extension 책임으로 Config 우선순위 Provenance을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-014,CMN,부분 구현,P1,Config Dependency Validation,cpf-common 고객 업무 공통 Extension 책임으로 Config Dependency Validation을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-015,CMN,부분 구현,P0,Encrypted Config Secret Ref,cpf-common 고객 업무 공통 Extension 책임으로 Encrypted Config Secret Ref을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-016,CMN,부분 구현,P1,Cache Catalog,cpf-common 고객 업무 공통 Extension 책임으로 Cache Catalog을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-017,CMN,부분 구현,P0,Cache Source of Truth,cpf-common 고객 업무 공통 Extension 책임으로 Cache Source of Truth을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-018,CMN,부분 구현,P0,Cache Atomic Swap,cpf-common 고객 업무 공통 Extension 책임으로 Cache Atomic Swap을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-019,CMN,부분 구현,P0,Cache Version Metrics,cpf-common 고객 업무 공통 Extension 책임으로 Cache Version Metrics을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-020,CMN,부분 구현,P1,Cache Stampede 방지,cpf-common 고객 업무 공통 Extension 책임으로 Cache Stampede 방지을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-021,CMN,부분 구현,P1,Cache Memory Bound,cpf-common 고객 업무 공통 Extension 책임으로 Cache Memory Bound을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-022,CMN,부분 구현,P0,Durable Cache Change Outbox,cpf-common 고객 업무 공통 Extension 책임으로 Durable Cache Change Outbox을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-023,CMN,부분 구현,P0,Instance Cache ACK,cpf-common 고객 업무 공통 Extension 책임으로 Instance Cache ACK을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-024,CMN,부분 구현,P0,Offline Cache Reconcile,cpf-common 고객 업무 공통 Extension 책임으로 Offline Cache Reconcile을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-025,CMN,부분 구현,P1,Calendar Version,cpf-common 고객 업무 공통 Extension 책임으로 Calendar Version을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-026,CMN,부분 구현,P0,Calendar Consumer ACK,cpf-common 고객 업무 공통 Extension 책임으로 Calendar Consumer ACK을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-027,CMN,부분 구현,P1,Template Catalog,cpf-common 고객 업무 공통 Extension 책임으로 Template Catalog을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-028,CMN,부분 구현,P1,Reference EDU 분리,cpf-common 고객 업무 공통 Extension 책임으로 Reference EDU 분리을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-029,CMN,부분 구현,P1,Golden Sample 목적 제한,cpf-common 고객 업무 공통 Extension 책임으로 Golden Sample 목적 제한을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-030,CMN,부분 구현,P1,Sample Profile 격리,cpf-common 고객 업무 공통 Extension 책임으로 Sample Profile 격리을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-031,CMN,부분 구현,P1,Common Public Facade,cpf-common 고객 업무 공통 Extension 책임으로 Common Public Facade을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-032,CMN,부분 구현,P1,Common SPI Adapter,cpf-common 고객 업무 공통 Extension 책임으로 Common SPI Adapter을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-033,CMN,부분 구현,P1,Common Fault Policy,cpf-common 고객 업무 공통 Extension 책임으로 Common Fault Policy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-034,CMN,부분 구현,P1,Multi-tenant Cache Key,cpf-common 고객 업무 공통 Extension 책임으로 Multi-tenant Cache Key을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-035,CMN,부분 구현,P1,Tenant Config Scope,cpf-common 고객 업무 공통 Extension 책임으로 Tenant Config Scope을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-036,CMN,부분 구현,P1,Locale Timezone,cpf-common 고객 업무 공통 Extension 책임으로 Locale Timezone을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-037,CMN,부분 구현,P1,Validation Message,cpf-common 고객 업무 공통 Extension 책임으로 Validation Message을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-038,CMN,부분 구현,P1,Error Mapping,cpf-common 고객 업무 공통 Extension 책임으로 Error Mapping을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-039,CMN,부분 구현,P1,Masking Policy,cpf-common 고객 업무 공통 Extension 책임으로 Masking Policy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-040,CMN,부분 구현,P1,Audit Policy Extension,cpf-common 고객 업무 공통 Extension 책임으로 Audit Policy Extension을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-041,CMN,부분 구현,P1,Web Client Profile,cpf-common 고객 업무 공통 Extension 책임으로 Web Client Profile을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-042,CMN,부분 구현,P1,Common Header User Context,cpf-common 고객 업무 공통 Extension 책임으로 Common Header User Context을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-043,CMN,부분 구현,P1,Common Download Policy,cpf-common 고객 업무 공통 Extension 책임으로 Common Download Policy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
CPF-QA-CMN-044,CMN,부분 구현,P1,Common Notification Policy,cpf-common 고객 업무 공통 Extension 책임으로 Common Notification Policy을(를) CPF 상용 제품 기능으로 구현한다. Owner·Consumer·Public API/SPI·DB/Config·Local/Remote·다중 인스턴스·부분 실패·보안·감사·복구·운영 UI 영향을 함께 닫는다.,"DB-less/DB, multi-instance, generated domain consumer, cache fault로 검증한다.",
