persona,lifecycle,feature,intent,owner_document,owner_section,completion_contract,status
플랫폼운영자,감사,File·Attachment·SFTP,완료판정,01,11/19/25/29,checksum/lifecycle/partial/retry/audit,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,무엇,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,왜,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,언제,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,어디,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,선택,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,비선택,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,선행조건,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,입력,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,기본값,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,범위,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,순서,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,정상결과,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,상태변화,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,오류,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Timeout,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,동시성,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,중복,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,부분실패,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Retry,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Restart,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Reprocess,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Reconcile,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Compensation,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Rollback,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,권한,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,보안,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,감사,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,LogMetricTrace,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Test,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,Source,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,인계,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,Security·Audit·Secret,완료판정,기술표준서,9/17/19,identity/permission/masking/approval/audit/rotation,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,무엇,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,왜,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,언제,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,어디,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,선택,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,비선택,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,선행조건,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,입력,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,기본값,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,범위,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,순서,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,정상결과,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,상태변화,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,오류,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Timeout,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,동시성,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,중복,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,부분실패,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Retry,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Restart,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Reprocess,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Reconcile,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Compensation,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Rollback,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,권한,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,보안,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,감사,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,LogMetricTrace,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Test,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,Source,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,인계,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,DB·Migration·Restore,완료판정,데이터베이스표준서,6~19,install/migrate/drift/backup/restore/DR,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,무엇,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,왜,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,언제,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,어디,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,선택,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,비선택,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,선행조건,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,입력,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,기본값,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,범위,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,순서,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,정상결과,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,상태변화,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,오류,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Timeout,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,동시성,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,중복,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,부분실패,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Retry,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Restart,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Reprocess,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Reconcile,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Compensation,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Rollback,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,권한,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,보안,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,감사,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,LogMetricTrace,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Test,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,Source,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,인계,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,Batch,완료판정,02,1~24,Job/Chunk/Restart/Partition/Worker/Scheduler/Reconcile,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,무엇,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,왜,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,언제,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,어디,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,선택,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,비선택,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,선행조건,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,입력,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,기본값,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,범위,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,순서,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,정상결과,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,상태변화,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,오류,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Timeout,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,동시성,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,중복,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,부분실패,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Retry,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Restart,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Reprocess,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Reconcile,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Compensation,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Rollback,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,권한,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,보안,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,감사,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,LogMetricTrace,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Test,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,Source,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,인계,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 연동 개발,완료판정,03,2~22,Owner Query/Command/OpenAPI/Route/Browser/UNKNOWN,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,무엇,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,왜,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,언제,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,어디,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,선택,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,비선택,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,선행조건,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,입력,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,기본값,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,범위,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,순서,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,정상결과,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,상태변화,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,오류,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Timeout,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,동시성,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,중복,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,부분실패,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Retry,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Restart,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Reprocess,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Reconcile,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Compensation,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Rollback,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,권한,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,보안,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,감사,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,LogMetricTrace,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Test,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,Source,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,인계,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,ADM 운영,완료판정,04,2~17,63 Route/permission/state/action/recovery/audit,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,무엇,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,왜,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,언제,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,어디,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,선택,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,비선택,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,선행조건,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,입력,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,기본값,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,범위,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,순서,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,정상결과,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,상태변화,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,오류,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Timeout,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,동시성,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,중복,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,부분실패,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Retry,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Restart,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Reprocess,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Reconcile,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Compensation,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Rollback,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,권한,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,보안,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,감사,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,LogMetricTrace,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Test,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,Source,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,인계,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,플랫폼 설치·운영,완료판정,05,2~30,artifact/secret/db/runtime/observability/deploy/DR,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,무엇,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,왜,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,언제,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,어디,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,선택,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,비선택,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
플랫폼운영자,감사,BZA,선행조건,90,2~24,org/permission/approval/attachment/audit/backup,ROUTED+CONTRACT
