logical_order,requirement_id,function_point_id,development_status,verification_status,development_result,evidence_path,next_action
515,CPF-FR-001796,FP-6B-MASK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
516,CPF-FR-001797,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
517,CPF-FR-001798,FP-6B-MASK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6A 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
518,CPF-FR-001799,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
519,CPF-FR-001800,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
520,CPF-FR-001801,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
521,CPF-FR-001802,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
522,CPF-FR-001803,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
523,CPF-FR-001804,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
524,CPF-FR-001805,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
525,CPF-FR-001806,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/trace_context_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
526,CPF-FR-001807,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
527,CPF-FR-001808,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
528,CPF-FR-001809,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
529,CPF-FR-001810,FP-6B-MASK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/masking-policy/jdbc_store_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
530,CPF-FR-001811,FP-6B-MASK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
531,CPF-FR-001812,FP-6B-MASK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/masking-policy/jdbc_store_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
532,CPF-FR-001813,FP-6B-MASK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
533,CPF-FR-001814,FP-6B-MASK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
534,CPF-FR-001815,FP-6B-MASK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
535,CPF-FR-001816,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
536,CPF-FR-001817,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
537,CPF-FR-001818,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
538,CPF-FR-001819,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
539,CPF-FR-001820,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
540,CPF-FR-001821,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
541,CPF-FR-001822,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
542,CPF-FR-001823,FP-6B-MASK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
543,CPF-FR-001824,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/evidence_sanitization_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/local_remotelog_adapter_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
544,CPF-FR-001825,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/evidence_sanitization_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/local_remotelog_adapter_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
545,CPF-FR-001826,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/evidence_sanitization_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/local_remotelog_adapter_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
546,CPF-FR-001827,FP-6B-MASK,완료,부분 검증,6B 제품 Source 구현 완료·정적/대체 검증 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/evidence_sanitization_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/local_remotelog_adapter_run.log,Java 25 전체 Gradle 및 실제 외부 Runtime에서 Source 대체검증 Acceptance 재실행
547,CPF-FR-001828,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
548,CPF-FR-001829,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/evidence_sanitization_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/masking_policy_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/sensitive_access_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/local_remotelog_adapter_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
549,CPF-FR-001830,FP-6B-MASK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/HYGIENE_AND_SECRET_SCAN.txt,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
550,CPF-FR-012509,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
551,CPF-FR-012510,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
552,CPF-FR-012511,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
553,CPF-FR-012512,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
554,CPF-FR-012513,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
555,CPF-FR-012514,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
556,CPF-FR-012515,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
557,CPF-FR-012516,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
558,CPF-FR-012517,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
559,CPF-FR-012518,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
560,CPF-FR-012519,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
561,CPF-FR-012520,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
562,CPF-FR-012521,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
563,CPF-FR-012522,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
564,CPF-FR-012523,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
565,CPF-FR-012524,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_state_concurrency_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
566,CPF-FR-012525,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
567,CPF-FR-012526,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
568,CPF-FR-012527,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
569,CPF-FR-012528,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
570,CPF-FR-012529,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
571,CPF-FR-012530,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
572,CPF-FR-012531,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
573,CPF-FR-012532,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
574,CPF-FR-012533,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
575,CPF-FR-012534,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
576,CPF-FR-012535,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
577,CPF-FR-012536,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
578,CPF-FR-012537,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
579,CPF-FR-012538,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
