function_point_id,requirement_id,feature,function_type,acceptance_criteria
EXS-RECON,CPF-FR-003853,검증,VALIDATION,기관연계 개발자·운영자가 실제 제품 경로에서 검증 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003854,상태 Catalog,STATE,기관연계 개발자·운영자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003855,상태 전이,TRANSITION,기관연계 개발자·운영자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003856,명령 실행,COMMAND,기관연계 개발자·운영자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003857,조회·검색,QUERY,기관연계 개발자·운영자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003858,멱등성,IDEMPOTENCY,기관연계 개발자·운영자가 실제 제품 경로에서 멱등성 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003859,동시성,CONCURRENCY,기관연계 개발자·운영자가 실제 제품 경로에서 동시성 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003860,Timeout Budget,DEADLINE,기관연계 개발자·운영자가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003861,재시도,RETRY,기관연계 개발자·운영자가 실제 제품 경로에서 재시도 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003862,Circuit·Bulkhead,CIRCUIT,기관연계 개발자·운영자가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003863,결과 불명,UNKNOWN,기관연계 개발자·운영자가 실제 제품 경로에서 결과 불명 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003864,대사,RECONCILE,기관연계 개발자·운영자가 실제 제품 경로에서 대사 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003865,복구,RECOVERY,기관연계 개발자·운영자가 실제 제품 경로에서 복구 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003866,보상,COMPENSATION,기관연계 개발자·운영자가 실제 제품 경로에서 보상 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003867,Rollback·Forward Recovery,ROLLBACK,기관연계 개발자·운영자가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003868,다중 인스턴스,MULTI_INSTANCE,기관연계 개발자·운영자가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003869,Local/Remote 동등성,LOCAL_REMOTE,기관연계 개발자·운영자가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003870,혼합 버전 호환,MIXED_VERSION,기관연계 개발자·운영자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003871,인증,AUTHN,기관연계 개발자·운영자가 실제 제품 경로에서 인증 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003872,권한,AUTHZ,기관연계 개발자·운영자가 실제 제품 경로에서 권한 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003873,Data Scope,DATA_SCOPE,기관연계 개발자·운영자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003874,Masking·Privacy,MASKING,기관연계 개발자·운영자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003875,사유,REASON,기관연계 개발자·운영자가 실제 제품 경로에서 사유 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003876,승인,APPROVAL,기관연계 개발자·운영자가 실제 제품 경로에서 승인 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003877,감사,AUDIT,기관연계 개발자·운영자가 실제 제품 경로에서 감사 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003878,Log,LOG,기관연계 개발자·운영자가 실제 제품 경로에서 Log 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003879,Metric,METRIC,기관연계 개발자·운영자가 실제 제품 경로에서 Metric 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003880,Trace,TRACE,기관연계 개발자·운영자가 실제 제품 경로에서 Trace 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003881,Health·Readiness,HEALTH,기관연계 개발자·운영자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003882,Alert·Runbook,ALERT_RUNBOOK,기관연계 개발자·운영자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003883,Resource 상한,RESOURCE,기관연계 개발자·운영자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003884,DB Ownership,DB_OWNER,기관연계 개발자·운영자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003885,DB Schema,DB_SCHEMA,기관연계 개발자·운영자가 실제 제품 경로에서 DB Schema 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003886,Runtime Query,DB_QUERY,기관연계 개발자·운영자가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003887,Migration,DB_MIGRATION,기관연계 개발자·운영자가 실제 제품 경로에서 Migration 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003888,DB Rollback,DB_ROLLBACK,기관연계 개발자·운영자가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003889,3 Vendor,DB_VENDOR,기관연계 개발자·운영자가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003890,API·OpenAPI,API_OPENAPI,기관연계 개발자·운영자가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003891,Frontend 연결,FRONTEND,기관연계 개발자·운영자가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003892,ADM 운영 기능,ADM_UI,기관연계 개발자·운영자가 실제 제품 경로에서 ADM 운영 기능 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003893,BZA 업무 관리,BZA_UI,기관연계 개발자·운영자가 실제 제품 경로에서 BZA 업무 관리 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003894,Generator 영향,GENERATOR,기관연계 개발자·운영자가 실제 제품 경로에서 Generator 영향 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003895,Sample·EDU,SAMPLE_EDU,기관연계 개발자·운영자가 실제 제품 경로에서 Sample·EDU 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003896,JavaDoc·주석,JAVADOC,기관연계 개발자·운영자가 실제 제품 경로에서 JavaDoc·주석 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003897,개발·운영 Guide,GUIDE,기관연계 개발자·운영자가 실제 제품 경로에서 개발·운영 Guide 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003898,Unit Test,UNIT_TEST,기관연계 개발자·운영자가 실제 제품 경로에서 Unit Test 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003899,Contract Test,CONTRACT_TEST,기관연계 개발자·운영자가 실제 제품 경로에서 Contract Test 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003900,Integration Test,INTEGRATION_TEST,기관연계 개발자·운영자가 실제 제품 경로에서 Integration Test 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003901,Runtime Test,RUNTIME_TEST,기관연계 개발자·운영자가 실제 제품 경로에서 Runtime Test 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003902,Fault Test,FAULT_TEST,기관연계 개발자·운영자가 실제 제품 경로에서 Fault Test 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003903,Evidence,EVIDENCE,기관연계 개발자·운영자가 실제 제품 경로에서 Evidence 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EXS-RECON,CPF-FR-003904,Hygiene,HYGIENE,기관연계 개발자·운영자가 실제 제품 경로에서 Hygiene 기능을 사용할 때 상대 조회·callback·file ack·수동 확인 기반 reconciliation·compensation·reprocess·SLA·운영 UI를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003905,기능 목적·업무 결과,PURPOSE,Messaging 개발자·운영자가 실제 제품 경로에서 기능 목적·업무 결과 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003906,Owner·경계,OWNER,Messaging 개발자·운영자가 실제 제품 경로에서 Owner·경계 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003907,실제 Consumer,CONSUMER,Messaging 개발자·운영자가 실제 제품 경로에서 실제 Consumer 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003908,Public API,PUBLIC_API,Messaging 개발자·운영자가 실제 제품 경로에서 Public API 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003909,고객 확장 SPI,EXTENSION_SPI,Messaging 개발자·운영자가 실제 제품 경로에서 고객 확장 SPI 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003910,Internal 구현,INTERNAL_IMPL,Messaging 개발자·운영자가 실제 제품 경로에서 Internal 구현 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003911,입력 계약,INPUT,Messaging 개발자·운영자가 실제 제품 경로에서 입력 계약 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003912,출력 계약,OUTPUT,Messaging 개발자·운영자가 실제 제품 경로에서 출력 계약 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003913,설정 계약,CONFIG,Messaging 개발자·운영자가 실제 제품 경로에서 설정 계약 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003914,검증,VALIDATION,Messaging 개발자·운영자가 실제 제품 경로에서 검증 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003915,상태 Catalog,STATE,Messaging 개발자·운영자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003916,상태 전이,TRANSITION,Messaging 개발자·운영자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003917,명령 실행,COMMAND,Messaging 개발자·운영자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003918,조회·검색,QUERY,Messaging 개발자·운영자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-CORE,CPF-FR-003919,멱등성,IDEMPOTENCY,Messaging 개발자·운영자가 실제 제품 경로에서 멱등성 기능을 사용할 때 Provider-neutral destination naming·versioned envelope·key/order·producer/consumer contract·in-memory test adapter를 제공하고 Provider 의미 차이를 명시한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
