entry_id,kind,path,symbol,classification,canonical_replacement,owner,public_surface,notes
SCRIPT:cpf-tools/release/open-git/templates/bin/cpf-test.sh,SCRIPT,cpf-tools/release/open-git/templates/bin/cpf-test.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/templates/bin/cpf.cmd,SCRIPT,cpf-tools/release/open-git/templates/bin/cpf.cmd,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/release/open-git,YES,OS launcher only
SCRIPT:cpf-tools/release/open-git/templates/bin/cpf.ps1,SCRIPT,cpf-tools/release/open-git/templates/bin/cpf.ps1,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/release/open-git,YES,OS launcher only
SCRIPT:cpf-tools/release/open-git/templates/bin/cpf.sh,SCRIPT,cpf-tools/release/open-git/templates/bin/cpf.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/templates/cpf.cmd,SCRIPT,cpf-tools/release/open-git/templates/cpf.cmd,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/templates/cpf.ps1,SCRIPT,cpf-tools/release/open-git/templates/cpf.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/templates/tools/verify-open-git-workspace.ps1,SCRIPT,cpf-tools/release/open-git/templates/tools/verify-open-git-workspace.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/templates/tools/verify-open-git-workspace.sh,SCRIPT,cpf-tools/release/open-git/templates/tools/verify-open-git-workspace.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/open-git,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/open-git/tests/test_cpf_open_git.py,SCRIPT,cpf-tools/release/open-git/tests/test_cpf_open_git.py,,CANONICAL_ENGINE,cpf release open-git,cpf-tools/release/open-git,NO,Canonical Open Git release engine
SCRIPT:cpf-tools/release/public/prepare-cpf-public-workspace.py,SCRIPT,cpf-tools/release/public/prepare-cpf-public-workspace.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/publish-cpf-public-repository.ps1,SCRIPT,cpf-tools/release/public/publish-cpf-public-repository.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/publish-cpf-public-repository.py,SCRIPT,cpf-tools/release/public/publish-cpf-public-repository.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/templates/bin/cpf.cmd,SCRIPT,cpf-tools/release/public/templates/bin/cpf.cmd,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/release/public,YES,OS launcher only
SCRIPT:cpf-tools/release/public/templates/bin/cpf.ps1,SCRIPT,cpf-tools/release/public/templates/bin/cpf.ps1,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/release/public,YES,OS launcher only
SCRIPT:cpf-tools/release/public/templates/verify-public-workspace.ps1,SCRIPT,cpf-tools/release/public/templates/verify-public-workspace.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/templates/verify-public-workspace.sh,SCRIPT,cpf-tools/release/public/templates/verify-public-workspace.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_prepare_cpf_public_workspace.py,SCRIPT,cpf-tools/release/public/tests/test_prepare_cpf_public_workspace.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_project_cpf_public_runtime_aliases.py,SCRIPT,cpf-tools/release/public/tests/test_project_cpf_public_runtime_aliases.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_publish_cpf_public_repository.py,SCRIPT,cpf-tools/release/public/tests/test_publish_cpf_public_repository.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_verify_cpf_public_binary_consumer.py,SCRIPT,cpf-tools/release/public/tests/test_verify_cpf_public_binary_consumer.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_verify_cpf_public_binary_repository.py,SCRIPT,cpf-tools/release/public/tests/test_verify_cpf_public_binary_repository.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/tests/test_verify_cpf_public_javadoc_quality.py,SCRIPT,cpf-tools/release/public/tests/test_verify_cpf_public_javadoc_quality.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/verify-cpf-public-binary-consumer.py,SCRIPT,cpf-tools/release/public/verify-cpf-public-binary-consumer.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/public/verify-cpf-public-binary-repository.py,SCRIPT,cpf-tools/release/public/verify-cpf-public-binary-repository.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/public,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/sign-release-artifacts.ps1,SCRIPT,cpf-tools/release/sign-release-artifacts.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/sign-release-artifacts.ps1,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/build-cpf-work-package-source-review.py,SCRIPT,cpf-tools/release/tools/build-cpf-work-package-source-review.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/cleanup-cpf-generated-artifacts-safe.ps1,SCRIPT,cpf-tools/release/tools/cleanup-cpf-generated-artifacts-safe.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/cleanup-cpf-generated-garbage.ps1,SCRIPT,cpf-tools/release/tools/cleanup-cpf-generated-garbage.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/project-cpf-public-runtime-aliases.py,SCRIPT,cpf-tools/release/tools/project-cpf-public-runtime-aliases.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/promote-cpf-verified-local-artifacts.ps1,SCRIPT,cpf-tools/release/tools/promote-cpf-verified-local-artifacts.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/tests/test_build_cpf_work_package_source_review.py,SCRIPT,cpf-tools/release/tools/tests/test_build_cpf_work_package_source_review.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/tests/test_publication_starter_closure.py,SCRIPT,cpf-tools/release/tools/tests/test_publication_starter_closure.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/tests/test_verify_cpf_overlay_hygiene.py,SCRIPT,cpf-tools/release/tools/tests/test_verify_cpf_overlay_hygiene.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/verify-cpf-overlay-hygiene.py,SCRIPT,cpf-tools/release/tools/verify-cpf-overlay-hygiene.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/verify-cpf-public-javadoc-quality.py,SCRIPT,cpf-tools/release/tools/verify-cpf-public-javadoc-quality.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/verify-cpf-publication-starter-closure.py,SCRIPT,cpf-tools/release/tools/verify-cpf-publication-starter-closure.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/tools/verify-cpf-release-completion.ps1,SCRIPT,cpf-tools/release/tools/verify-cpf-release-completion.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/release/verify-release-artifacts.ps1,SCRIPT,cpf-tools/release/verify-release-artifacts.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/release/verify-release-artifacts.ps1,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/cli/build-cpf-cli.py,SCRIPT,cpf-tools/runtime/cli/build-cpf-cli.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/cli,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/cli/cpf.cmd,SCRIPT,cpf-tools/runtime/cli/cpf.cmd,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/runtime/cli,NO,OS launcher only
SCRIPT:cpf-tools/runtime/cli/cpf.ps1,SCRIPT,cpf-tools/runtime/cli/cpf.ps1,,THIN_WRAPPER,cpf-tools/runtime/cli/java/CpfCli.java,cpf-tools/runtime/cli,NO,OS launcher only
SCRIPT:cpf-tools/runtime/cli/cpf.py,SCRIPT,cpf-tools/runtime/cli/cpf.py,,INTERNAL_ENGINE,cpf-tools/generator/engine + internal verification,cpf-tools/runtime/cli,NO,Legacy low-level Python tooling engine; not official CLI
SCRIPT:cpf-tools/runtime/cli/tools/build-cpf-tool-entrypoint-inventory.py,SCRIPT,cpf-tools/runtime/cli/tools/build-cpf-tool-entrypoint-inventory.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/cli,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/cli/tools/generate-cpf-tooling-entrypoint-inventory.py,SCRIPT,cpf-tools/runtime/cli/tools/generate-cpf-tooling-entrypoint-inventory.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/cli,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-bat-runtime-query-pack.ps1,SCRIPT,cpf-tools/runtime/tools/check-bat-runtime-query-pack.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-local-runtime-topology.ps1,SCRIPT,cpf-tools/runtime/tools/check-local-runtime-topology.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-packaged-runtime-resources.ps1,SCRIPT,cpf-tools/runtime/tools/check-packaged-runtime-resources.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-platform-runtime-query-packs.ps1,SCRIPT,cpf-tools/runtime/tools/check-platform-runtime-query-packs.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-runtime-config-standard.ps1,SCRIPT,cpf-tools/runtime/tools/check-runtime-config-standard.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/check-runtime-control-public-boundary.ps1,SCRIPT,cpf-tools/runtime/tools/check-runtime-control-public-boundary.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/cpf-resource-policy.ps1,SCRIPT,cpf-tools/runtime/tools/cpf-resource-policy.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/cpf_local_runtime.py,SCRIPT,cpf-tools/runtime/tools/cpf_local_runtime.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/invoke-bat-deployment.ps1,SCRIPT,cpf-tools/runtime/tools/invoke-bat-deployment.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/invoke-cpf-datasource-runtime-gate.ps1,SCRIPT,cpf-tools/runtime/tools/invoke-cpf-datasource-runtime-gate.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/relocate-local-runtime-modules.ps1,SCRIPT,cpf-tools/runtime/tools/relocate-local-runtime-modules.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/runtime-common.ps1,SCRIPT,cpf-tools/runtime/tools/runtime-common.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/runtime-diagnostics.ps1,SCRIPT,cpf-tools/runtime/tools/runtime-diagnostics.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/runtime-start-services.ps1,SCRIPT,cpf-tools/runtime/tools/runtime-start-services.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/runtime-status.ps1,SCRIPT,cpf-tools/runtime/tools/runtime-status.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/runtime-stop-services.ps1,SCRIPT,cpf-tools/runtime/tools/runtime-stop-services.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-adm-center-cut-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-adm-center-cut-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-adm-operation-console-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-adm-operation-console-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-adm-permission-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-adm-permission-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-adm-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-adm-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-adm-service-registry-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-adm-service-registry-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-attachment-edu-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-attachment-edu-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-bat-log-bean-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-bat-log-bean-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-bat-runtime-query-pack-mariadb.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-bat-runtime-query-pack-mariadb.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-bat-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-bat-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-bat-trace-boost-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-bat-trace-boost-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-bat-two-worker-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-bat-two-worker-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-file-log-standard-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-file-log-standard-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-gateway-bat-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-gateway-bat-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-integrated-log-correlation.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-integrated-log-correlation.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-kafka-reliability.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-kafka-reliability.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-log-policy-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-log-policy-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-platform-runtime-query-packs-mariadb.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-platform-runtime-query-packs-mariadb.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-platform-runtime-query-packs-official-db.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-platform-runtime-query-packs-official-db.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-runtime-closure.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-runtime-closure.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-service-call-engine-circuit-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-service-call-engine-circuit-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-service-call-engine-failover-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-service-call-engine-failover-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-service-call-engine-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-service-call-engine-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-service-registry-health-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-service-registry-health-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-service-registry-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-service-registry-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-trace-boost-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-trace-boost-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/smoke-transaction-meta-runtime.ps1,SCRIPT,cpf-tools/runtime/tools/smoke-transaction-meta-runtime.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/start-cpf-local.ps1,SCRIPT,cpf-tools/runtime/tools/start-cpf-local.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/start-cpf-local.sh,SCRIPT,cpf-tools/runtime/tools/start-cpf-local.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/status-cpf-local.ps1,SCRIPT,cpf-tools/runtime/tools/status-cpf-local.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/status-cpf-local.sh,SCRIPT,cpf-tools/runtime/tools/status-cpf-local.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/stop-cpf-local.ps1,SCRIPT,cpf-tools/runtime/tools/stop-cpf-local.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/stop-cpf-local.sh,SCRIPT,cpf-tools/runtime/tools/stop-cpf-local.sh,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/sync-bat-runtime-query-pack.ps1,SCRIPT,cpf-tools/runtime/tools/sync-bat-runtime-query-pack.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/sync-cmn-cache-runtime-pack.ps1,SCRIPT,cpf-tools/runtime/tools/sync-cmn-cache-runtime-pack.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/sync-platform-runtime-query-packs.ps1,SCRIPT,cpf-tools/runtime/tools/sync-platform-runtime-query-packs.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/sync-runtime-smoke-summary.ps1,SCRIPT,cpf-tools/runtime/tools/sync-runtime-smoke-summary.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/sync_bat_runtime_roles.py,SCRIPT,cpf-tools/runtime/tools/sync_bat_runtime_roles.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/tests/invoke-bat-runtime-role-migration-container.ps1,SCRIPT,cpf-tools/runtime/tools/tests/invoke-bat-runtime-role-migration-container.ps1,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/tests/test_adm_approval_runtime_harness.py,SCRIPT,cpf-tools/runtime/tools/tests/test_adm_approval_runtime_harness.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/tests/test_bat_runtime_role_contract.py,SCRIPT,cpf-tools/runtime/tools/tests/test_bat_runtime_role_contract.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/tests/test_bat_two_worker_runtime_shell_contract.py,SCRIPT,cpf-tools/runtime/tools/tests/test_bat_two_worker_runtime_shell_contract.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
SCRIPT:cpf-tools/runtime/tools/tests/test_batch_abandon_runtime_harness.py,SCRIPT,cpf-tools/runtime/tools/tests/test_batch_abandon_runtime_harness.py,,INTERNAL_ENGINE,cpf command catalog or low-level automation,cpf-tools/runtime/tools,NO,Retained engine/debug/automation entrypoint
