requirement_id,priority,category,owner,title,original_development_status,original_verification_status,post_push_review_status,review_reason,related_defects
QA38-DB-006,P0,DB Fresh/Generator,DB Platform/Generator,Oracle Fresh,완료,미검증,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-009,P0,Verification,Codex/QA,08_DB_ORACLE,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-010,P0,Verification,Codex/QA,09_JAVA_FULL,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-011,P0,Verification,Codex/QA,10_FRONTEND,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-003;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-037;QA39-DEF-038;QA39-DEF-039
QA38-VERIFY-012,P0,Verification,Codex/QA,11_RUNTIME,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-018;QA39-DEF-019;QA39-DEF-020;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-013,P0,Verification,Codex/QA,12_FAULT_OTEL,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-014,P0,Verification,Codex/QA,13_BROWSER,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-015,P0,Verification,Codex/QA,14_SUPPLY_CHAIN,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-003;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-038;QA39-DEF-039
QA38-CURRENT-004,P0,Currentization,QA/Repository,대체 완료 과거 파일 exact 삭제,완료,미검증,재확인 필요,정본/이력/전체 Repository 대조가 추가로 필요,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-039
QA38-CURRENT-008,P0,Currentization,QA/Repository,적용 후 참조·중복 검증,완료,미검증,재확인 필요,정본/이력/전체 Repository 대조가 추가로 필요,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-039
QA38-CURRENT-009,P0,Currentization,Codex/QA,Codex 이력 지속 갱신,완료,미검증,재확인 필요,정본/이력/전체 Repository 대조가 추가로 필요,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-016;QA39-DEF-039
QA38-CURRENT-010,P0,Currentization,QA/Repository,빈 폴더·가비지 정리,완료,미검증,재확인 필요,정본/이력/전체 Repository 대조가 추가로 필요,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-039
QA38-CURRENT-011,P0,QA Completion,QA,사용자 요구 Acceptance Checklist,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-019;QA39-DEF-036;QA39-DEF-039
QA38-CURRENT-012,P0,QA Completion,QA,최종 보고 지연 Gate,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-016;QA39-DEF-034;QA39-DEF-039
QA38-VERIFY-016,P0,Verification,Codex/QA,15_TRUTH,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-013;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
